language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
adz,9,0,0,16,13,0,8,8,12,0,21,1,0,11,0,7,0,18,18,16,18,17,13,18,5,12,13,0,18,17,13,16,14,0,5,0,16,0,18,6,0,1,12,0,12,17,20,0,0,0,9,10,0,12,0,0,3,11,11,9,17,8,0,16,0,15,0,17,5,16,9,5,2,21,10,9,0,0,17,19,21,16,0,14,0,13,14,0,14,2,20,0,17,0,7,18,11,14,9,0,20,19,19,1,12,21,16,9,17,0,17,15,14,19,0,0,18,21,18,0,9,0,15,1,0,1,11,7,9,3,0,17,19,1,0,0,5,6,12,12,17,7,2,19,0,18,16,7,12,15,20,0,0,7,0,18,13,20,17,20,7,20,17,15,9,12,15,15,0,0,16,19,20,0,8,9,21,2,5,21,0,0,0,16,12,16,7,0,17,12,18,21,0,17,20,3,16,9,17,15,20,0,0,9,10,10,15,12,15,12,1,21,0,14,10,9,10,17,17,8,14,19,16,10,1,0,8,16,19,18,1,0,16,9,14,19,0,15,0,12,14,19,0,11,18,10,19,11,7,6,15,10,18,15,5,1,17,0,4,9,21,1,17,15,15,7,19,0,0,6,14,20,18,14,7,10,19,6,17,0,18,15,0,1,1,0,13,0,1,1,0,7,19,7,21,15,17,12,17,15,13,0,3,11,18,9,0,8,3,21,9,9,17
bgh,2,0,7,8,6,6,4,3,3,0,8,4,5,5,5,6,0,8,9,8,8,7,5,8,0,0,3,1,8,5,5,5,7,0,1,1,8,0,6,0,3,1,1,5,1,5,8,0,9,0,3,20,1,3,6,1,3,4,8,0,7,4,1,7,0,8,10,14,0,2,2,0,0,10,10,0,0,1,8,9,8,5,0,6,0,2,6,0,9,2,7,4,6,4,1,8,6,4,17,4,7,7,8,0,7,10,5,4,4,4,7,7,5,7,0,0,8,7,8,0,4,5,5,4,0,0,6,12,12,0,0,6,7,2,4,4,0,3,6,6,6,4,9,6,1,7,5,4,6,7,7,0,4,4,0,5,5,6,6,9,0,9,5,5,4,5,6,7,0,1,8,8,8,1,4,0,10,0,6,8,0,0,4,8,5,4,0,3,6,5,7,9,7,5,9,17,3,5,3,6,8,6,0,5,6,3,7,7,9,2,0,8,1,4,2,5,1,7,9,3,6,7,7,5,0,0,3,10,7,6,4,4,7,6,5,6,3,4,3,3,4,7,0,0,8,5,7,13,4,1,6,4,6,4,1,0,7,0,1,3,9,0,4,2,3,12,7,4,6,2,6,7,7,9,2,8,4,3,6,6,8,6,0,3,0,1,6,8,0,1,0,0,6,12,9,6,4,5,6,6,7,0,4,14,4,1,0,5,0,8,12,5,7
bmw,2,0,8,7,7,6,5,2,5,0,7,2,5,6,5,5,0,6,10,7,9,5,5,9,0,0,1,1,9,4,5,6,6,1,1,1,7,0,4,1,3,4,1,6,1,3,7,0,10,0,3,19,3,4,6,1,3,4,5,0,6,4,1,8,0,6,11,7,0,5,3,0,0,9,11,4,0,6,6,8,7,6,0,7,0,5,5,0,6,2,8,3,7,4,6,6,0,5,15,13,2,8,7,0,6,9,5,12,4,4,3,6,6,8,0,0,7,8,10,0,2,5,6,0,0,0,6,11,5,0,0,7,8,2,5,0,0,3,15,6,6,3,0,7,1,8,8,6,12,8,6,0,4,5,1,8,4,7,9,8,6,5,9,6,5,5,8,6,0,1,7,7,7,1,4,7,9,11,6,7,0,0,4,8,5,3,0,2,7,7,6,8,5,6,8,17,3,6,5,9,7,1,0,3,13,4,6,7,8,2,1,9,1,3,1,5,1,8,7,4,6,8,8,5,0,0,3,7,8,7,4,4,8,6,4,6,4,4,3,4,5,6,3,6,7,5,9,15,4,1,7,5,8,5,1,0,7,0,3,10,8,0,5,3,5,4,8,4,0,2,9,7,8,5,6,8,6,4,7,7,7,7,0,3,0,1,14,7,0,1,1,0,7,13,8,12,3,5,7,8,8,0,5,4,7,4,0,8,0,7,13,6,8
deh,9,0,14,20,12,12,8,8,11,0,22,1,11,10,0,13,0,17,17,18,17,17,12,4,7,4,14,0,17,19,15,18,13,0,6,0,15,0,16,0,8,7,13,12,0,18,21,0,0,11,10,12,0,5,11,1,3,1,12,8,18,7,8,17,0,16,20,18,4,17,12,8,2,19,7,7,0,0,12,17,20,15,0,16,0,14,15,0,15,11,19,0,0,0,1,19,12,12,12,12,21,20,20,0,4,20,15,10,18,10,18,0,0,20,2,0,19,20,19,0,10,10,14,11,0,1,10,8,0,0,3,18,18,10,4,0,7,8,10,13,18,7,1,20,0,19,17,1,0,17,19,0,0,0,0,19,15,22,16,21,6,19,18,16,8,0,16,17,0,1,0,21,21,10,8,9,22,7,0,22,5,4,0,15,14,15,5,0,18,11,19,17,0,19,21,16,15,11,18,14,21,7,2,19,13,13,16,11,14,10,1,20,11,15,8,8,0,0,16,9,1,21,15,11,4,0,0,17,20,19,1,0,17,0,15,18,6,13,0,13,13,18,7,10,17,11,18,10,7,0,16,9,19,13,4,0,16,3,0,7,19,1,18,16,14,8,20,8,9,4,16,22,17,12,0,11,20,0,15,10,19,14,0,1,12,5,12,0,4,0,0,7,20,8,20,16,20,12,17,16,14,0,14,9,19,14,0,9,3,22,7,16,15
dfh,4,2,4,9,10,8,7,2,6,0,12,1,9,5,7,12,0,6,11,10,7,9,0,12,4,6,2,1,11,9,7,9,10,0,5,1,13,0,9,3,3,1,7,4,7,8,12,0,7,5,3,7,1,6,7,1,3,7,5,0,10,9,4,0,0,6,13,0,0,9,2,0,0,12,12,4,0,7,9,5,12,7,0,5,0,7,8,0,6,2,11,0,10,4,5,11,5,4,4,7,11,12,9,0,11,12,9,11,7,4,9,9,7,10,1,0,13,11,9,0,5,5,9,0,0,0,7,17,11,0,0,11,10,8,7,0,0,4,16,6,8,3,5,9,1,10,7,4,1,6,10,0,4,6,0,7,6,10,8,12,0,8,8,7,3,5,7,4,0,9,4,11,11,7,6,9,13,1,0,12,4,0,4,5,5,1,0,2,11,5,10,19,5,8,7,4,6,3,8,10,5,1,0,7,6,2,4,10,12,3,0,12,1,16,5,6,1,11,5,2,6,11,9,5,0,0,3,12,10,10,4,1,6,6,6,11,3,6,3,6,6,10,0,0,6,5,12,14,6,1,10,6,7,8,1,0,10,0,1,12,7,0,10,7,8,11,10,6,0,3,10,11,6,7,0,6,11,0,6,6,11,8,0,3,0,1,8,9,0,4,1,0,9,16,12,8,7,6,9,8,6,0,3,4,4,12,0,10,0,11,2,8,5
dko,1,0,11,12,0,13,11,7,9,0,16,2,3,0,9,10,2,13,6,13,14,15,8,15,6,4,11,1,14,13,12,12,12,2,11,1,19,0,13,4,1,0,9,10,9,12,16,0,7,0,5,16,1,13,9,1,0,5,9,5,20,5,2,11,0,11,16,13,3,11,8,0,0,16,5,13,0,1,12,0,16,10,0,12,0,3,11,0,12,7,15,5,13,0,1,15,0,10,7,11,16,14,15,0,13,15,5,4,13,5,13,12,5,14,0,0,22,16,0,0,8,6,12,8,3,0,0,19,5,2,2,14,14,9,0,3,0,1,8,8,14,6,4,15,1,13,19,2,7,10,14,0,1,3,0,12,9,15,14,17,0,16,14,12,12,10,10,12,0,11,13,15,14,1,0,8,17,1,3,16,0,3,1,12,10,8,6,0,14,9,12,12,10,13,15,9,12,4,13,4,16,7,0,11,9,8,11,17,0,9,0,15,7,10,2,7,7,14,15,6,10,16,6,4,0,0,12,12,15,12,2,1,14,1,9,15,0,9,5,19,9,13,0,4,13,14,14,5,0,1,11,5,15,11,0,0,13,0,4,5,16,3,13,12,11,6,15,5,0,2,5,16,12,12,6,4,14,0,14,1,13,11,0,0,0,3,3,1,1,3,0,4,14,19,16,13,10,4,14,10,4,0,8,4,15,6,1,4,0,16,2,12,14
eqr,0,0,1,1,4,2,1,0,1,0,3,2,2,2,2,3,0,3,4,2,3,1,2,1,1,0,7,1,2,21,2,1,16,0,2,2,1,0,0,1,3,2,3,1,4,20,3,0,2,7,2,2,1,1,3,1,3,0,4,0,1,0,4,3,0,3,4,1,0,2,2,3,0,3,0,0,0,3,3,3,3,18,0,0,0,4,18,0,2,2,1,1,2,0,3,2,2,1,0,5,1,0,2,0,0,4,1,2,1,0,1,1,2,3,0,0,3,3,2,0,0,3,0,2,0,2,4,3,1,4,0,1,3,2,2,2,2,1,2,2,1,1,2,1,2,3,1,0,3,2,0,0,3,2,1,1,17,2,1,1,0,3,1,0,0,0,1,1,2,5,8,19,1,3,2,2,3,1,0,3,0,0,3,2,3,1,1,0,3,1,1,0,2,1,3,18,1,14,0,1,1,3,0,16,3,10,0,2,4,0,2,1,1,0,2,3,3,3,1,13,3,1,3,1,0,0,0,3,3,1,3,1,1,3,0,3,0,17,0,15,0,3,0,1,3,0,4,2,1,1,1,1,3,0,1,0,2,2,2,3,1,0,0,18,16,0,1,2,2,2,1,1,2,1,1,3,13,0,1,3,2,1,0,0,12,0,0,3,0,4,0,2,2,3,3,1,15,2,0,2,1,0,1,2,2,6,0,2,0,3,0,17,2
fjo,0,0,1,1,8,2,1,0,1,1,2,2,3,2,2,2,0,2,2,3,1,1,2,3,1,0,16,1,2,21,1,2,16,0,2,2,3,0,0,1,3,2,3,1,3,10,2,0,2,1,2,2,1,1,3,1,0,0,3,0,2,0,4,4,0,2,3,1,0,0,2,2,0,1,0,1,0,3,2,1,1,18,0,2,0,4,19,0,2,2,3,1,3,0,3,3,2,1,1,5,3,2,1,0,2,3,3,0,1,0,1,1,2,2,0,0,2,1,4,0,0,3,0,2,0,2,3,1,1,4,0,1,1,2,0,2,2,1,2,1,1,3,2,1,2,1,1,0,3,2,2,0,3,2,1,1,11,1,1,3,0,2,1,0,0,0,1,3,2,4,1,0,3,3,8,4,2,10,0,2,0,0,3,2,3,14,1,0,2,2,3,2,2,3,2,17,1,12,0,1,1,3,0,20,2,10,0,4,3,0,2,3,1,0,2,3,3,3,2,11,4,3,3,1,0,0,0,1,2,1,3,1,1,3,0,1,0,16,0,17,1,2,0,1,2,2,2,1,1,1,1,1,1,0,1,0,4,2,2,3,1,0,0,18,16,0,3,2,2,2,1,3,3,3,1,3,13,0,3,3,0,1,0,0,3,6,0,3,0,4,0,2,1,2,2,8,15,3,2,2,1,0,13,3,2,6,0,2,3,2,1,3,1
flm,1,0,11,12,16,6,11,1,0,0,17,5,0,8,9,0,3,13,15,13,15,13,9,17,6,4,8,1,15,14,10,15,12,2,1,1,20,0,14,4,1,3,9,10,10,13,17,0,7,0,8,14,1,14,9,2,0,5,9,5,21,5,1,13,0,11,17,14,3,12,9,0,0,17,3,14,0,11,12,14,17,11,0,13,0,3,9,0,10,8,13,7,14,0,1,16,0,8,6,5,17,15,16,0,4,16,12,4,14,5,14,11,11,15,0,0,23,17,15,0,7,9,12,9,3,0,13,9,5,0,2,15,15,2,0,3,0,1,8,8,12,6,4,13,5,15,5,0,10,12,16,0,1,3,0,14,9,13,12,15,0,17,13,13,14,11,10,10,0,1,14,16,17,1,11,8,18,1,3,17,0,3,1,12,11,8,4,0,15,9,15,13,11,15,16,11,13,4,14,4,17,7,0,12,8,9,12,18,20,6,0,16,7,2,2,7,9,15,12,1,11,14,6,7,0,0,10,13,16,15,2,7,14,1,9,13,0,12,4,20,10,10,0,4,14,3,16,5,0,1,10,5,4,12,0,0,13,0,4,6,17,3,12,10,12,7,16,5,0,2,13,17,15,12,6,4,15,0,11,1,16,11,0,0,8,3,10,1,5,3,0,4,15,20,14,10,12,9,15,12,4,0,8,4,12,5,0,4,0,17,14,13,11
flt,2,0,7,5,6,6,4,4,11,0,9,4,5,5,5,4,0,8,9,8,8,7,5,10,0,0,4,1,10,6,5,7,5,0,1,1,9,0,7,0,3,1,1,5,1,5,9,0,9,0,3,0,1,3,6,1,3,4,5,0,8,4,5,9,0,9,10,6,0,4,2,0,0,6,10,15,0,1,8,7,6,5,0,6,0,2,4,0,6,2,9,0,6,4,1,9,7,4,6,4,8,7,6,0,8,11,8,4,6,4,8,5,5,7,0,0,9,7,8,0,2,5,5,0,0,0,6,13,12,0,0,6,9,2,4,4,0,3,6,6,6,4,9,6,1,7,5,4,1,7,8,0,4,4,0,9,6,6,6,7,0,10,5,5,6,7,6,5,0,1,6,9,9,1,4,0,8,12,6,9,0,0,4,8,5,5,0,3,7,5,8,7,5,7,10,5,3,5,6,6,9,6,0,6,6,3,8,7,10,2,0,10,1,5,2,5,1,7,8,3,6,9,7,5,0,0,3,10,7,8,4,4,9,6,5,9,0,4,3,3,4,5,0,0,9,5,7,13,4,1,8,4,6,6,1,0,7,0,1,3,5,0,6,4,6,4,7,4,6,2,6,8,7,8,2,8,7,3,6,6,9,11,0,3,0,1,5,8,0,1,0,0,6,12,10,6,5,5,6,5,7,0,6,15,8,4,0,3,0,9,12,5,7
