language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
acn,5,6,12,18,6,16,9,11,18,13,15,0,15,19,9,0,13,22,7,17,9,4,16,16,11,14,10,16,11,0,17,8,16,16,13,14,4,6,0,18,1,7,10,12,17,18,9,15,9,8,8,17,16,17,15,17,0,18,0,11,11,8,0,16,9,3,7,11,18,18,12,0,17,13,9,16,7,3,1,15,15,0,11,6,13,0,2,13,7,0,14,15,0,15,0,8,1,16,15,0,0,0,5,0,15,5,12,3,18,0,0,10,9,2,4,1,1,14,17,14,6,12,12,14,16,4,13,19,5,2,13,17,9,0,4,4,10,14,0,15,13,16,3,0,15,13,9,15,17,0,12,9,9,14,11,8,14,17,15,1,15,7,17,5,7,3,10,18,18,16,10,18,8,0,13,10,11,7,1,3,18,10,17,11,17,14,7,14,0,0,9,19,15,17,2,10,13,18,11,4,17,17,2,13,10,12,15,12,1,13,5,15,1,0,8,15,4,8,17,12,15,7,16,0,8,0,18,0,17,0,16,4,4,3,12,6,11,12,0,11,3,12,17,0,15,0,0,11,0,0,1,6,0,6,2,18,2,12,17,2,16,16,7,5,17,9,15,0,17,19,16,15,12,16,18,5,16,10,11,6,9,0,14,4,16,9,0,10,0,12,0,14,11,9,7,11,0,8,1,17,15,2,14,16,15,2,15,0,10,7,18,3,4
afh,4,0,14,1,2,1,3,1,1,3,1,0,1,1,2,7,0,1,1,1,1,1,1,2,4,2,0,1,1,0,1,3,1,2,4,1,0,0,0,1,0,8,1,0,1,1,2,22,0,6,0,1,22,1,1,1,0,1,2,3,1,1,3,1,12,9,0,0,1,1,8,0,1,1,1,1,15,8,4,2,1,2,5,10,2,0,9,2,1,2,1,1,0,0,0,2,7,1,1,0,3,0,0,0,0,7,2,4,1,5,0,2,0,6,11,5,1,2,1,0,10,0,17,3,2,2,4,1,1,0,2,1,9,1,1,1,3,0,0,9,1,2,2,0,1,0,0,1,1,0,1,2,15,1,1,3,1,2,20,1,6,13,1,10,1,16,1,1,1,2,9,1,0,0,1,3,1,1,12,0,1,1,1,1,1,5,0,2,3,0,4,0,0,1,0,1,9,1,7,7,1,1,0,1,1,2,1,0,0,2,10,0,13,0,0,8,8,1,13,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,11,1,1,0,2,19,2,1,6,2,1,0,1,0,12,4,0,5,1,5,1,2,0,0,2,1,7,8,14,1,2,1,1,1,1,1,1,1,1,2,0,1,2,0,0,1,7,2,2,0,1,0,0,11,3,3,1,9,1,0,1,5,1,1,0,2,1,9,0,2,0,1,3,1,1,3
akw,0,3,7,9,0,10,14,6,9,7,10,0,9,9,0,6,9,7,0,10,7,4,9,9,5,8,14,8,6,0,8,8,8,7,5,8,0,10,0,10,9,3,8,4,9,7,12,7,0,0,2,9,7,11,7,9,2,8,0,1,3,0,9,9,0,16,3,6,10,9,3,0,8,8,6,7,9,13,0,9,9,6,4,17,8,0,17,8,0,0,9,8,0,7,1,0,1,7,7,0,10,0,0,1,10,8,0,3,10,0,2,7,3,15,0,3,2,7,7,6,0,4,5,1,8,4,7,10,7,5,5,7,8,0,9,1,14,7,1,6,6,8,0,2,7,5,4,7,9,7,7,0,2,8,5,2,7,9,6,1,12,1,9,1,4,5,17,9,9,9,0,9,10,0,0,2,5,14,7,0,9,17,8,6,10,6,3,9,1,0,11,8,5,9,0,15,13,9,1,13,8,7,10,5,6,17,9,6,0,9,1,7,0,0,0,1,15,5,2,16,6,4,8,3,3,0,9,0,9,0,8,2,8,4,4,2,18,6,0,5,2,6,10,4,14,6,7,3,0,5,0,1,7,3,0,10,10,0,7,0,6,8,3,2,8,2,7,4,9,9,6,8,8,9,10,3,6,8,6,6,0,1,8,1,8,5,0,17,0,5,12,5,8,4,0,4,0,4,4,9,6,0,0,9,7,7,9,0,6,7,9,2,10
bdh,3,0,0,14,0,12,7,4,14,10,13,0,11,14,8,7,12,14,0,13,10,0,15,12,8,10,5,11,8,0,13,7,12,12,1,11,0,2,0,14,9,2,4,6,8,10,5,19,6,1,5,13,12,12,11,13,0,13,0,5,7,7,1,12,5,0,4,8,13,14,8,0,12,15,7,10,0,0,1,12,11,7,8,0,10,0,19,12,5,3,9,12,0,9,0,7,0,11,11,0,0,3,0,3,11,1,1,2,14,3,0,0,8,0,9,0,5,10,14,9,2,7,9,9,13,8,1,14,10,1,9,12,11,0,3,0,10,18,3,9,10,11,6,2,12,8,7,12,14,9,0,0,6,7,12,0,12,17,11,0,10,7,13,3,6,5,6,8,14,10,8,14,7,0,10,0,10,1,2,3,14,6,12,14,12,11,5,12,0,0,6,13,11,13,4,4,9,14,4,0,13,12,1,11,9,8,11,9,0,10,14,4,6,0,4,6,0,6,6,8,10,2,11,0,4,0,14,0,6,0,12,0,7,1,12,0,7,8,6,7,8,9,13,7,10,8,0,5,0,7,0,0,0,4,1,14,1,7,12,1,10,0,6,4,13,7,10,4,13,14,11,14,10,4,14,4,12,10,2,5,5,0,6,0,10,7,0,6,0,9,5,8,9,8,2,2,0,6,5,13,11,0,10,13,0,1,10,0,7,0,14,4,0
bfs,2,3,9,11,0,11,16,6,11,12,8,5,6,11,0,2,10,11,0,12,5,4,13,11,5,9,16,10,1,0,10,8,10,10,9,11,0,10,0,7,10,10,9,4,6,4,12,9,0,1,2,11,9,7,19,11,0,10,0,17,5,6,8,10,3,17,3,5,12,11,5,0,10,9,4,7,9,15,4,11,10,1,7,18,11,0,19,10,4,0,11,10,0,3,2,6,1,7,9,0,7,0,0,1,8,8,7,3,12,0,2,9,6,10,12,8,2,9,12,8,5,6,6,8,12,6,8,12,9,6,8,10,6,6,6,1,15,9,1,4,8,5,0,1,10,9,4,10,11,9,5,0,5,10,7,6,10,12,8,1,14,4,11,1,4,8,18,11,11,7,0,11,13,0,8,2,7,1,0,2,11,19,11,19,11,8,4,10,1,0,14,11,8,11,0,0,7,11,3,11,10,9,12,7,6,9,7,6,0,7,16,8,12,0,2,3,18,3,2,6,8,5,6,3,2,0,11,0,11,0,10,2,10,4,8,2,20,4,0,10,8,8,11,6,8,2,0,11,0,5,0,5,8,3,0,12,2,5,11,2,9,10,5,0,10,4,6,12,12,11,9,10,9,11,12,3,10,6,0,11,0,0,9,1,0,6,0,19,0,5,14,7,6,4,0,6,0,0,3,11,6,0,0,12,13,6,6,0,15,7,12,5,5
bhi,4,2,2,4,0,5,5,5,4,2,4,0,5,5,1,3,4,4,2,5,4,1,6,18,4,3,3,4,1,1,5,6,5,3,2,13,0,2,1,4,6,1,4,1,5,3,0,2,4,4,0,5,2,5,10,4,0,4,7,6,0,9,4,4,15,12,0,4,5,4,9,0,5,4,2,5,3,11,2,0,16,2,2,14,6,0,12,0,1,2,5,5,0,0,0,0,11,5,5,0,6,1,0,2,6,0,5,3,5,0,0,0,0,12,8,10,0,4,2,4,12,17,3,4,6,0,2,4,4,10,4,4,4,2,19,1,8,3,10,3,5,0,3,1,13,7,1,4,4,4,12,0,19,4,5,1,4,6,3,2,9,16,5,0,4,15,8,4,5,5,2,5,3,0,5,1,4,5,15,0,5,3,3,17,4,3,10,4,1,0,4,3,4,5,2,2,3,5,8,8,3,4,7,18,4,5,5,4,0,4,13,4,8,0,6,16,10,13,4,15,5,2,5,4,11,0,5,0,4,0,3,1,14,4,12,0,5,3,3,17,4,1,5,1,4,1,4,1,0,3,0,14,2,1,9,5,6,2,6,0,4,5,1,5,3,17,3,9,4,4,0,4,4,5,5,0,5,4,2,3,0,0,5,1,3,15,0,5,0,3,3,3,1,2,12,4,0,1,2,5,5,0,5,5,12,0,5,0,0,7,4,4,4
cks,1,0,5,7,0,7,6,7,7,5,7,0,7,7,6,2,7,8,4,8,5,3,8,7,6,0,13,5,0,0,6,0,6,8,9,6,0,10,1,8,10,3,6,5,7,12,6,5,5,6,3,7,5,8,5,7,0,6,0,6,0,4,1,8,1,6,0,1,8,7,4,0,6,6,5,8,10,6,4,7,6,1,3,0,7,0,15,6,0,0,8,6,0,6,0,4,10,8,8,0,8,2,2,2,1,4,2,2,8,4,0,6,4,8,12,1,3,6,8,4,0,3,13,7,9,5,0,7,5,4,1,5,7,0,7,3,5,9,2,11,7,6,4,3,5,3,5,8,7,15,6,5,0,6,4,4,5,8,4,1,8,14,7,7,5,5,17,7,7,8,0,7,8,0,0,6,6,6,5,0,7,15,6,4,8,7,0,6,5,0,12,7,0,8,0,3,4,7,10,12,6,18,9,13,7,7,8,7,0,8,1,6,10,0,6,0,13,4,3,4,7,3,7,0,0,0,7,0,7,0,6,2,6,0,5,3,3,5,5,3,1,5,8,0,6,2,5,6,0,8,0,2,1,1,10,8,0,0,8,0,16,6,4,2,6,0,8,3,7,7,7,7,7,7,8,0,7,8,5,4,4,0,7,1,0,4,0,15,0,6,4,4,7,5,1,6,0,0,5,7,7,0,8,7,14,8,7,0,4,8,7,3,0
cno,7,5,17,22,0,18,11,14,22,15,14,2,20,21,0,0,17,18,0,19,10,4,20,21,13,17,9,18,9,0,21,11,15,18,14,16,0,9,0,21,3,6,16,11,16,14,11,17,11,0,0,19,18,16,17,19,0,17,7,12,12,8,5,18,8,6,9,13,21,21,15,0,21,16,11,17,1,3,6,17,19,0,0,7,16,0,6,0,6,0,20,17,0,14,0,7,5,18,18,0,15,8,4,5,17,0,9,3,22,5,0,0,9,1,10,11,6,16,19,17,8,14,13,13,0,13,10,20,19,13,14,21,18,9,18,0,9,16,4,17,17,18,7,1,10,17,11,20,19,15,11,0,13,18,14,8,16,0,20,0,4,11,21,7,7,0,11,22,22,18,9,20,15,3,15,0,0,13,3,0,22,13,16,15,19,17,8,15,1,0,10,16,14,19,0,13,17,22,15,3,21,19,1,12,15,15,12,13,2,15,8,18,16,0,11,12,19,9,10,11,14,0,19,0,7,0,21,0,18,0,21,2,3,0,15,5,15,14,7,14,4,11,0,0,14,8,0,7,0,13,1,9,0,6,2,22,0,11,16,3,17,11,0,7,19,8,18,7,21,18,19,19,18,19,20,6,17,11,0,10,8,4,13,1,15,10,0,14,0,11,6,11,0,10,10,15,0,7,5,21,17,0,18,21,4,0,18,0,12,6,22,5,2
dfo,4,4,19,16,4,13,14,12,16,12,18,1,13,17,0,9,15,16,5,15,0,1,22,14,9,12,8,12,10,0,15,9,13,13,16,20,0,4,0,17,1,4,13,7,14,11,6,14,7,4,6,15,14,15,13,16,0,15,6,7,8,10,3,15,6,1,5,9,14,16,10,0,14,12,14,14,5,17,1,13,13,6,10,2,11,0,0,15,0,3,17,13,1,11,3,0,16,12,12,0,14,4,0,0,13,4,10,4,16,4,0,11,9,17,7,2,9,13,15,12,3,9,11,12,14,10,11,17,13,3,10,14,12,7,14,0,8,16,3,12,11,12,7,0,13,9,8,13,16,12,9,8,7,13,16,7,19,15,13,0,2,6,15,13,9,1,7,14,16,12,0,15,6,1,1,9,0,16,18,0,16,9,13,10,13,13,6,17,1,0,8,13,12,14,2,7,12,15,11,1,14,15,15,10,11,11,13,10,0,17,2,12,3,0,6,17,1,7,7,9,13,0,14,0,5,0,17,0,15,0,14,2,10,2,10,3,9,11,0,9,3,10,14,8,13,1,0,13,0,8,0,3,9,8,0,16,0,8,14,4,12,13,6,6,16,20,12,5,14,15,12,14,13,14,17,0,14,14,10,0,6,3,12,2,12,18,0,8,0,9,7,9,10,9,3,10,0,0,1,15,13,0,11,15,3,4,13,0,8,4,16,2,2
dmn,4,4,19,16,4,13,14,12,16,12,18,1,13,17,0,9,15,16,5,15,0,1,22,14,9,12,8,12,10,0,15,9,13,13,16,20,0,4,0,17,1,4,13,7,14,11,6,14,7,4,6,15,14,15,13,16,0,15,6,7,8,10,3,15,6,1,5,9,14,16,10,0,14,12,14,14,5,17,1,13,13,6,10,2,11,0,0,15,0,3,17,13,1,11,3,0,16,12,12,0,14,4,0,0,13,4,10,4,16,4,0,11,9,17,7,2,9,13,15,12,3,9,11,12,14,10,11,17,13,3,10,14,12,7,14,0,8,16,3,12,11,12,7,0,13,9,8,13,16,12,9,8,7,13,16,7,19,15,13,0,2,6,15,13,9,1,7,14,16,12,0,15,6,1,1,9,0,16,18,0,16,9,13,10,13,13,6,17,1,0,8,13,12,14,2,7,12,15,11,1,14,15,15,10,11,11,13,10,0,17,2,12,3,0,6,17,1,7,7,9,13,0,14,0,5,0,17,0,15,0,14,2,10,2,10,3,9,11,0,9,3,10,14,8,13,1,0,13,0,8,0,3,9,8,0,16,0,8,14,4,12,13,6,6,16,20,12,5,14,15,12,14,13,14,17,0,14,14,10,0,6,3,12,2,12,18,0,8,0,9,7,9,10,9,3,10,0,0,1,15,13,0,11,15,3,4,13,0,8,4,16,2,2
