language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
aeu,8,16,9,1,0,5,2,2,0,0,4,3,2,0,6,6,0,0,0,2,5,0,7,2,5,5,9,2,1,19,4,5,0,0,2,0,0,0,5,20,16,7,1,8,5,0,6,1,4,0,0,1,0,4,2,0,2,1,5,0,0,12,0,2,3,0,0,15,0,5,6,5,17,2,5,6,0,5,2,0,6,2,6,7,5,2,0,0,2,3,2,1,0,5,2,6,6,5,2,0,0,4,6,6,0,7,7,1,10,6,1,9,5,2,3,7,11,0,2,3,3,4,1,6,11,5,3,0,1,1,5,1,12,7,5,2,6,14,6,2,5,6,7,5,1,1,20,0,0,1,11,5,0,2,0,5,1,17,0,4,5,0,3,6,1,3,5,2,5,15,0,8,19,0,18,0,4,5,5,4,2,21,0,18,0,5,0,3,2,5,5,1,3,5,1,0,4,4,6,5,6,6,7,6,2,6,6,8,1,0,1,2,8,2,16,1,0,1,5,2,19,21,5,0,7,1,10,1,5,3,19,1,5,5,0,1,0,3,5,2,5,0,3,5,1,0,3,15,1,0,16,5,0,0,5,5,5,0,2,0,6,6,6,8,2,1,6,2,5,2,0,1,10,2,0,4,5,0,4,0,5,1,4,4,0,3,5,5,1,7,0,1,0,1,0,6,3,6,7,4,1,1,1,0,16,0,1,0,3,3,2,8,3
ahi,4,13,0,7,13,18,18,1,7,18,20,1,18,0,20,18,4,0,0,14,17,8,16,0,13,18,0,16,0,7,0,22,9,0,18,0,0,0,20,15,15,23,12,7,18,5,18,21,13,0,5,4,7,4,0,0,8,0,14,7,17,9,0,16,20,9,2,10,0,19,20,22,8,1,12,15,1,22,13,0,21,15,20,20,19,8,0,18,12,17,7,8,0,19,19,23,20,16,18,14,3,12,21,20,0,16,5,18,2,21,16,9,19,12,1,3,6,0,19,1,9,0,0,15,9,19,13,0,5,15,8,3,4,11,20,16,22,9,23,13,11,1,19,22,13,0,15,9,16,18,15,16,5,0,2,16,0,9,0,14,17,1,0,23,18,10,21,19,13,13,0,18,10,0,13,6,19,14,20,14,10,16,0,14,0,20,0,10,0,20,4,0,0,16,4,1,11,8,22,19,23,22,21,16,9,22,1,18,12,5,0,7,15,8,9,16,11,8,15,7,15,20,15,1,16,3,9,1,13,8,0,0,0,19,0,12,4,0,20,0,19,5,16,22,0,0,8,8,0,0,10,21,1,2,8,22,1,0,15,0,19,15,10,8,23,0,9,9,15,0,0,1,7,1,0,15,18,0,19,0,16,10,13,21,8,13,12,20,19,23,15,12,0,20,1,0,14,22,0,5,16,13,9,4,13,0,17,9,1,13,0,17,9
ail,7,15,7,8,0,2,2,2,0,0,1,3,2,0,5,5,0,0,0,3,1,9,3,6,3,5,7,2,1,18,6,4,3,1,2,0,0,0,4,19,19,6,4,8,4,1,5,4,3,0,0,1,14,3,2,0,5,1,4,0,19,11,6,2,2,0,0,5,0,1,5,4,16,2,4,4,0,4,2,0,5,2,4,6,4,5,0,0,2,0,2,9,3,5,5,5,5,4,2,0,0,6,5,5,0,6,0,1,5,5,3,11,4,2,3,5,6,0,5,3,3,4,1,5,14,1,2,0,1,5,1,1,13,4,4,6,5,15,2,10,4,1,6,1,4,1,19,10,3,1,15,4,0,1,0,6,1,16,0,18,3,0,3,5,1,5,4,6,5,14,0,12,19,0,17,1,3,4,4,2,2,20,2,17,0,2,1,10,2,4,7,1,0,4,0,0,1,4,5,4,5,5,4,5,5,5,5,6,1,0,3,0,6,2,15,4,4,1,4,2,18,4,4,8,4,3,10,1,2,0,17,1,4,4,0,1,0,3,1,2,4,0,3,1,1,0,0,14,1,0,15,1,0,0,4,4,5,0,5,0,5,5,5,8,6,1,3,2,4,2,0,1,8,0,0,3,4,0,1,0,4,1,2,6,0,3,5,1,1,6,0,1,8,5,0,1,3,5,5,3,5,1,1,0,15,0,4,0,0,2,1,4,0
ain,0,12,0,0,18,17,0,1,7,15,18,1,17,0,19,17,4,5,0,11,20,1,16,0,20,17,6,1,0,7,0,20,13,5,17,0,6,0,19,14,14,22,14,7,17,5,0,20,14,0,7,6,10,17,0,0,13,0,21,6,16,8,0,15,19,8,2,10,8,18,19,21,13,1,8,1,1,21,0,0,20,13,19,15,18,14,6,17,11,17,0,7,0,19,18,22,19,15,17,13,3,12,20,19,0,15,0,17,14,20,15,8,18,12,10,3,8,0,18,13,9,0,0,18,0,18,9,0,7,14,12,3,8,15,19,14,21,8,22,12,11,17,18,21,18,0,14,0,15,16,14,15,0,3,2,11,0,11,5,19,16,1,0,22,17,1,20,0,13,12,0,17,10,0,12,6,18,13,19,0,1,15,0,13,0,14,0,12,10,19,3,0,0,20,2,1,18,14,21,18,22,21,20,21,10,21,21,0,17,0,0,7,19,0,10,13,1,6,9,7,14,19,20,7,22,3,8,0,0,8,14,0,0,15,0,0,0,0,19,17,18,0,21,21,0,0,8,6,0,0,9,20,1,1,0,21,1,0,15,0,18,12,14,0,22,0,9,1,15,0,0,0,8,1,0,14,17,0,18,0,15,10,7,20,8,12,11,15,18,22,14,14,2,19,1,0,14,21,0,5,22,9,9,4,12,0,12,4,1,19,0,16,8
amn,5,14,7,1,4,2,2,2,0,3,1,4,4,0,1,2,0,0,0,2,4,0,5,5,4,6,7,2,1,15,5,3,4,1,4,0,7,2,3,18,16,5,3,8,3,9,2,1,13,0,1,2,8,2,4,0,4,1,1,0,0,11,0,2,1,0,0,5,0,4,1,3,0,2,3,5,0,3,2,0,4,2,3,5,3,2,0,4,2,0,2,12,0,6,2,4,4,3,5,3,0,5,4,4,0,5,0,4,5,3,1,10,4,2,3,5,9,0,4,5,4,4,7,4,13,4,2,0,1,4,4,1,12,3,3,5,4,13,5,3,1,5,5,4,3,1,18,0,14,1,16,3,0,0,0,2,3,15,0,3,1,0,3,4,2,3,3,2,5,10,0,11,19,0,16,0,1,3,3,2,2,19,0,16,0,4,1,2,2,3,5,1,0,3,0,0,1,3,4,3,4,4,5,4,4,4,4,3,1,2,1,0,5,2,14,3,0,2,3,3,17,3,3,0,1,1,10,2,4,0,18,1,3,3,0,4,0,3,4,5,3,0,4,4,1,0,0,13,1,0,14,4,0,0,4,3,5,0,4,0,4,2,4,10,5,1,4,2,3,2,0,1,9,0,0,2,3,0,1,0,3,4,2,5,3,3,5,4,4,5,0,1,2,4,0,5,3,4,4,1,4,2,1,0,1,0,1,0,0,9,2,5,0
aqs,6,5,4,4,11,9,10,0,0,6,11,2,11,3,13,10,0,0,0,9,11,1,10,0,8,10,7,8,1,5,10,12,8,0,10,0,0,0,12,6,0,13,8,2,7,3,12,11,16,0,8,5,4,9,8,0,9,3,11,3,7,3,3,6,9,7,1,7,3,11,11,12,5,1,15,10,7,12,8,1,11,7,10,13,10,13,0,10,0,10,1,15,0,12,10,13,11,10,10,7,0,9,12,11,3,21,3,2,5,13,17,11,11,9,6,0,1,0,7,7,8,4,7,12,5,16,7,0,4,20,6,0,14,9,11,11,13,10,13,7,7,0,12,12,11,1,6,7,9,10,8,11,6,0,0,10,7,2,0,11,14,0,0,13,9,0,11,14,8,7,5,11,7,0,4,3,10,8,10,10,2,7,3,5,3,11,0,10,6,11,5,8,0,12,2,0,10,6,13,11,13,12,14,12,1,13,13,12,9,0,1,5,13,0,7,9,0,0,13,0,8,10,11,3,12,2,3,1,9,5,6,0,10,12,0,7,3,3,11,11,11,0,11,12,5,3,7,4,0,0,18,12,0,0,0,12,11,0,11,3,20,9,17,5,14,3,8,4,12,7,2,1,2,0,1,9,9,0,1,0,8,8,2,13,7,6,0,11,9,13,7,8,4,11,0,11,10,6,12,6,12,7,7,2,6,0,10,4,0,10,4,1,5
bcn,1,19,11,5,10,10,9,5,0,10,10,2,8,0,12,2,0,0,0,6,10,6,13,0,11,20,12,0,1,4,9,11,15,5,8,0,0,0,11,5,7,10,15,2,11,11,11,10,15,4,2,0,17,7,6,0,18,4,10,9,5,2,0,4,8,5,1,17,0,8,9,11,0,5,0,9,5,11,7,0,10,5,22,12,8,8,1,9,8,7,1,9,0,11,9,10,5,8,8,6,0,15,10,15,0,18,9,8,0,12,9,9,8,8,7,8,1,2,11,0,6,1,11,11,3,9,5,0,1,19,15,4,0,8,10,9,10,3,12,6,8,10,20,11,10,1,5,5,8,9,7,9,3,4,1,17,5,1,0,10,8,0,3,12,8,7,10,13,7,5,4,3,6,0,3,3,9,17,8,9,6,6,0,4,2,10,0,15,5,9,1,6,0,11,2,3,8,8,12,10,12,10,13,11,0,12,10,19,8,3,1,3,12,0,13,8,7,4,11,6,5,7,8,0,11,5,2,0,6,0,5,1,7,9,0,10,0,5,10,8,9,0,10,11,2,2,5,3,2,0,16,11,0,4,9,9,9,0,7,0,10,0,10,8,11,1,13,7,11,10,0,1,4,5,6,1,21,0,7,0,5,7,16,12,0,5,7,9,7,12,5,6,3,10,0,13,9,13,11,3,11,1,0,0,2,0,9,6,5,9,0,11,5
bes,5,20,13,6,15,14,0,1,5,13,15,11,15,0,21,13,4,3,0,12,14,1,15,10,15,13,13,12,0,9,0,16,11,0,14,0,0,0,16,11,13,17,1,5,12,1,14,16,9,0,5,4,0,12,2,0,12,5,16,0,12,10,4,11,14,3,2,11,6,14,15,16,11,1,10,13,10,16,11,0,16,11,14,15,13,10,1,12,0,13,6,3,0,16,13,17,14,7,12,10,3,1,16,15,0,10,0,13,0,16,12,5,14,11,1,4,8,0,14,1,11,0,0,0,7,0,11,0,6,9,9,0,3,12,14,0,17,6,17,9,13,14,14,16,15,0,10,0,12,12,11,16,0,0,0,12,0,5,4,7,12,0,0,17,12,1,15,0,0,0,0,5,12,0,7,0,15,2,14,12,1,10,2,8,0,15,0,9,8,14,0,0,1,15,2,1,13,11,16,15,17,16,10,15,10,16,16,20,14,0,6,9,16,6,6,12,1,7,13,7,12,14,14,5,17,5,5,0,11,7,9,3,12,15,0,10,0,6,14,13,14,2,15,16,0,7,10,1,0,0,6,15,3,1,7,17,13,0,7,0,13,13,9,6,18,0,11,1,16,12,0,4,5,8,8,9,12,0,13,0,0,12,10,4,10,9,10,16,13,17,11,13,0,14,1,0,13,16,16,5,17,8,10,4,9,0,14,1,1,14,0,13,8
dhq,6,17,12,1,9,0,8,0,3,9,9,1,9,0,10,9,0,0,0,7,9,1,12,1,10,9,0,6,1,2,11,9,7,4,9,2,3,0,10,3,6,11,7,4,0,7,10,9,0,5,4,0,16,8,11,0,18,3,9,6,6,1,2,5,6,6,1,6,4,9,10,9,4,0,3,0,6,9,6,0,8,6,9,11,9,9,3,10,9,8,1,14,0,10,8,11,9,10,9,7,0,0,11,10,0,19,2,9,6,10,7,11,9,7,0,0,3,0,9,8,9,7,12,3,4,10,6,0,4,17,13,4,11,6,8,10,11,4,10,2,9,9,21,9,9,1,4,6,6,6,6,10,0,0,0,9,5,16,0,8,9,0,0,10,7,8,8,12,6,6,3,1,5,1,1,5,8,15,9,8,4,4,0,17,1,8,0,5,4,10,2,7,0,9,2,3,9,7,10,10,10,11,11,10,13,10,11,11,5,0,1,4,11,2,2,0,8,0,12,0,6,8,9,4,9,3,0,0,8,0,3,5,8,10,0,6,2,3,8,9,10,0,9,9,3,0,5,5,0,0,1,9,0,0,5,10,0,0,9,0,11,0,16,4,12,1,9,5,9,9,0,6,12,6,7,7,19,0,8,6,15,6,1,10,6,7,8,5,8,10,6,7,0,9,0,9,7,11,9,4,10,6,6,3,5,0,6,0,0,7,2,10,6
egy,6,2,8,2,3,3,3,3,1,1,2,0,3,1,3,3,0,0,0,2,2,0,1,3,1,3,8,3,1,16,2,1,1,0,1,0,5,0,0,16,17,3,2,9,1,9,3,2,4,2,0,1,1,0,3,0,3,2,2,1,2,13,5,1,16,0,0,1,0,2,3,1,14,2,2,2,0,1,0,0,3,3,1,2,1,3,0,3,4,1,3,10,0,3,3,3,2,1,4,1,0,2,3,2,0,3,0,2,4,3,2,7,3,3,4,0,1,0,2,4,2,2,3,15,14,2,1,0,2,2,2,1,12,1,1,3,2,10,3,8,1,3,2,2,2,1,16,2,1,2,2,2,0,2,0,3,2,13,0,2,2,0,2,3,1,4,1,4,15,2,2,9,17,0,14,0,2,13,2,1,3,17,0,15,0,3,2,0,3,1,0,2,2,1,0,3,2,2,2,1,2,2,2,2,9,2,2,4,2,0,1,1,3,1,12,2,0,1,0,0,2,1,1,0,2,1,0,1,3,0,15,1,3,1,0,8,0,2,2,3,2,0,1,2,1,0,0,11,0,0,12,2,2,0,1,1,2,0,1,0,2,3,2,9,3,1,2,2,1,3,1,1,1,0,2,8,1,1,2,3,1,2,0,2,1,3,4,2,2,2,2,3,2,2,0,3,2,2,2,5,2,6,3,0,2,1,2,0,1,3,2,3,0
