language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
adl,0,2,6,0,4,6,2,4,4,17,2,0,5,3,4,0,3,4,4,5,1,0,4,0,1,4,0,1,0,4,0,5,5,0,7,0,0,4,4,4,5,4,1,3,4,0,11,1,3,2,2,6,9,4,3,3,4,3,1,14,3,3,2,5,6,0,2,0,2,3,1,0,3,3,0,3,5,1,5,2,3,2,1,0,4,3,4,14,1,4,4,4,2,4,0,0,2,0,2,4,6,5,5,6,2,1,3,1,0,0,0,0,3,1,0,8,0,5,3,6,3,0,2,4,3,0,13,5,17,2,4,0,21,4,4,3,0,3,2,1,2,1,0,4,14,5,3,0,4,0,2,4,20,4,5,0,0,0,3,5,6,2,0,4,5,6,0,3,2,3,6,0,0,5,3,7,3,4,3,3,1,4,0,3,4,5,0,5,4,0,5,1,5,4,5,0,0,0,4,0,0,0,3,5,6,0,2,11,0,3,5,0,5,1,6,1,8,4,3,0,6,4,3,17,5,5,0,0,2,1,0,8,3,0,1,2,5,11,4,2,3,3,3,0,2,5,5,0,0,1,4,1,3,2,2,5,2,4,17,0,1,0,0,2,10,0,2,1,1,1,6,4,0,3,4,7,3,3,3,5,3,4,0,4,5,4,4,4,5,6,0,0,3,3,4,0,4,3,0,4,5,17,3,0,3,3,0,4,3,5,0,0,1
apu,0,2,16,15,20,1,20,4,20,0,0,0,19,20,18,6,1,21,0,22,0,0,1,0,13,21,0,1,1,20,0,2,18,0,17,0,9,8,19,13,18,10,7,16,17,0,14,0,1,15,2,4,4,20,17,0,18,0,16,11,22,16,2,18,17,9,7,0,12,17,0,0,1,1,12,1,2,15,16,0,0,12,7,1,13,11,20,19,0,7,16,20,14,23,2,0,0,1,0,16,19,21,22,19,16,0,22,23,1,7,0,0,1,0,6,10,1,7,19,22,14,0,12,17,14,7,11,21,13,20,21,0,19,19,23,20,9,0,1,0,1,0,0,20,0,22,21,3,18,7,20,21,22,9,0,1,0,0,0,19,20,15,3,13,14,20,0,19,12,14,19,6,0,1,21,3,16,19,14,19,0,21,9,9,10,18,0,19,3,1,11,21,20,1,0,6,0,9,11,16,0,0,19,20,14,0,1,4,11,19,21,1,14,10,16,0,14,11,21,5,10,20,16,15,10,19,8,1,13,10,0,7,0,10,0,0,10,10,22,0,14,21,11,0,5,20,15,11,8,0,20,0,23,9,13,0,0,7,19,2,0,17,16,15,0,0,1,18,1,0,19,20,0,0,16,15,0,0,1,17,1,2,0,21,20,20,7,21,0,0,0,0,12,10,17,0,1,9,0,10,15,15,10,0,21,21,3,22,22,19,5,0,0
arz,0,0,9,6,7,3,6,9,8,5,2,0,8,8,7,2,6,17,13,10,0,0,0,0,8,9,0,7,0,10,0,9,0,0,8,0,4,6,8,7,1,2,1,6,10,2,3,1,1,6,2,8,13,8,0,2,8,6,6,8,8,8,2,8,9,6,0,0,0,11,3,0,1,9,4,0,2,8,8,0,5,6,8,0,0,0,8,6,1,0,7,7,7,9,6,0,0,1,3,8,9,9,9,9,6,1,8,9,1,0,0,0,6,1,2,8,4,8,9,8,6,0,6,8,5,0,5,8,2,7,9,0,5,9,9,9,0,9,0,1,3,0,0,6,9,10,7,0,9,2,7,9,0,0,9,0,0,4,8,10,11,5,0,0,1,9,3,8,5,6,9,0,1,9,7,3,7,7,6,7,3,9,3,4,6,9,0,9,8,0,0,6,8,5,11,5,0,3,20,2,0,0,8,11,8,0,0,0,1,6,9,0,7,5,10,0,0,0,8,0,9,8,9,6,0,8,0,0,3,5,0,0,0,4,1,1,6,3,9,4,7,6,4,0,2,10,9,0,2,4,9,5,8,0,7,7,3,1,8,0,3,6,7,8,4,0,0,7,1,1,8,7,2,5,0,11,0,0,5,9,0,6,0,10,9,9,3,9,8,0,0,0,5,7,7,0,7,7,0,5,7,4,12,0,8,8,1,9,7,10,11,1,3
beq,0,1,2,2,18,0,18,1,18,15,0,1,16,22,16,1,0,19,13,20,3,0,4,0,2,19,0,6,0,1,0,1,2,0,2,0,0,2,18,0,2,1,3,0,16,1,2,0,2,13,0,0,1,18,15,0,1,2,2,1,20,1,3,16,2,2,0,0,10,15,12,0,2,12,1,14,14,5,14,0,1,13,0,0,1,2,0,17,1,2,2,18,0,22,0,0,4,3,13,14,16,18,1,17,13,1,20,21,0,0,0,4,0,1,0,2,2,21,0,1,1,0,0,1,12,0,3,19,11,18,19,0,18,16,21,23,7,2,0,1,0,0,0,18,2,1,19,1,16,1,18,1,18,0,1,0,0,2,15,2,2,0,0,3,2,18,0,9,14,0,16,1,0,16,19,1,2,1,0,17,0,1,7,0,2,16,0,17,13,0,0,19,1,0,17,2,0,0,9,1,0,0,2,1,5,0,0,8,3,17,2,0,11,0,2,0,2,2,19,0,3,0,0,14,3,2,1,0,1,12,0,5,4,0,2,1,8,0,1,0,17,19,1,0,0,18,2,1,0,3,1,12,21,0,0,14,0,9,22,0,4,19,3,0,2,0,0,17,1,1,17,18,0,1,14,2,2,0,0,1,2,8,1,19,1,19,2,19,2,2,0,0,2,0,1,0,11,2,0,2,2,9,8,2,19,19,0,19,20,1,3,0,2
blu,0,6,0,5,12,9,11,13,13,9,5,0,11,13,12,0,9,13,6,17,0,4,0,0,7,14,0,11,0,14,0,13,8,0,11,0,5,6,16,11,13,8,1,10,9,0,4,4,7,7,7,7,19,13,12,2,15,4,11,8,17,13,4,11,13,0,0,0,6,10,7,0,5,15,9,0,2,11,7,0,7,0,7,6,10,0,15,11,4,10,9,15,10,15,5,0,3,8,7,1,12,8,18,12,5,1,13,17,1,4,0,0,0,1,0,8,0,14,14,13,14,0,5,7,11,0,7,17,23,13,8,0,14,0,14,15,5,8,0,3,2,0,0,13,0,15,12,2,8,2,12,16,10,0,1,0,0,0,11,12,16,10,0,7,11,0,0,12,8,5,12,0,0,8,15,6,6,14,9,12,0,14,0,0,1,13,0,8,9,0,0,11,12,0,15,6,0,5,16,11,0,0,14,14,10,0,4,3,4,11,14,0,15,0,0,0,12,7,7,3,6,17,8,13,0,11,0,0,8,7,2,0,0,1,5,5,15,3,13,0,12,15,4,0,0,16,11,0,4,1,13,9,18,0,10,1,0,1,12,0,1,12,10,7,3,0,11,10,2,5,11,12,0,1,0,10,0,0,3,13,8,12,0,15,15,13,0,17,10,8,0,2,9,2,12,0,6,10,0,8,0,11,21,0,13,7,0,24,15,16,18,3,3
brv,0,4,12,9,4,3,7,10,10,7,3,0,10,9,9,0,1,8,7,11,0,0,9,0,9,10,0,8,0,11,2,11,0,0,1,0,0,5,9,8,7,7,1,7,20,0,5,2,4,8,5,6,6,10,10,2,9,4,7,4,9,2,2,9,10,0,4,0,0,1,4,0,6,0,5,7,7,2,2,0,1,14,9,4,8,0,10,8,3,5,0,8,1,11,8,0,0,11,9,9,11,10,11,11,7,1,9,11,3,3,0,0,0,1,4,3,5,9,11,10,9,1,2,9,6,0,6,9,4,8,11,0,7,8,12,11,0,10,0,4,4,2,0,8,17,12,10,2,20,3,8,11,6,0,10,0,0,0,1,10,12,6,0,11,8,10,0,10,0,7,8,0,0,10,8,6,8,8,0,10,0,10,0,5,7,2,0,1,20,0,6,8,9,0,12,5,0,0,22,3,0,0,9,2,0,0,0,4,7,7,12,0,2,0,0,1,9,0,11,2,10,9,17,7,0,22,0,0,4,3,0,0,0,1,4,4,12,8,10,4,19,9,6,0,2,11,0,5,3,1,10,7,11,0,8,8,0,0,9,0,6,8,0,9,5,0,6,9,1,1,9,8,0,1,8,3,4,0,0,10,0,6,0,12,11,0,9,12,0,10,0,0,1,2,9,0,1,7,0,7,9,5,15,0,11,9,0,12,9,11,12,0,3
cdy,0,1,2,2,17,0,17,17,17,14,0,0,2,21,1,1,0,18,2,1,2,0,2,0,2,1,0,5,0,18,0,1,15,0,2,0,0,2,1,0,17,1,6,7,1,1,2,1,2,1,0,7,2,17,2,0,16,2,14,1,19,14,3,15,15,2,0,0,0,2,11,0,2,2,1,13,0,16,13,0,8,11,18,0,1,2,18,1,1,2,14,17,0,8,0,0,0,3,12,0,15,1,21,2,12,1,19,20,0,0,0,0,0,1,0,9,2,20,0,19,11,0,7,15,0,0,3,2,10,17,18,0,17,15,20,22,2,18,0,6,0,0,0,17,14,20,18,1,15,1,17,19,17,8,14,0,0,2,14,2,19,0,1,10,2,17,0,20,13,0,2,4,0,3,18,1,2,1,12,1,0,19,0,0,2,0,0,16,16,0,13,18,18,0,2,11,0,7,8,1,0,0,2,17,0,0,0,0,3,1,19,0,10,9,14,0,16,2,18,0,18,0,0,1,3,17,1,0,11,15,0,2,2,7,2,1,1,0,20,0,16,18,1,0,0,2,2,9,0,3,1,11,20,0,11,2,0,8,21,1,4,18,14,0,2,0,0,0,1,1,1,1,0,1,1,2,2,0,5,15,2,7,0,1,18,18,2,1,2,2,0,0,2,0,1,0,10,7,0,2,2,16,7,0,1,18,0,1,19,1,2,0,2
ceq,0,4,0,12,13,7,13,12,7,10,0,0,7,14,13,0,8,3,10,15,0,1,0,0,7,15,0,12,0,9,0,14,11,0,12,0,5,4,7,2,14,0,1,11,13,0,11,0,7,7,2,7,16,14,14,2,14,4,12,7,14,10,4,12,12,0,0,0,7,11,9,0,5,14,0,0,10,9,11,0,4,9,3,0,7,7,14,12,6,11,10,12,6,16,5,0,0,0,7,0,13,15,15,13,9,1,14,15,1,0,0,0,0,3,0,3,9,15,15,14,15,0,8,11,9,0,4,16,5,14,15,0,11,0,16,8,0,14,0,3,2,3,0,10,9,16,13,0,10,2,19,17,12,5,12,0,0,5,10,13,10,12,0,8,7,14,0,13,9,11,11,0,0,8,12,1,6,12,0,13,0,16,5,7,1,14,0,13,10,0,0,12,13,9,14,7,0,0,17,7,0,0,15,11,11,0,3,6,9,12,15,0,16,7,12,0,20,7,14,2,1,12,11,2,0,12,0,0,9,7,2,0,0,5,1,3,17,3,14,6,11,12,4,0,3,14,8,7,0,1,14,3,15,0,0,11,0,6,13,0,1,5,11,7,3,0,0,12,1,1,12,13,0,1,11,13,0,0,3,8,6,10,0,9,8,14,13,15,0,12,0,0,10,2,13,0,9,7,0,0,12,10,18,0,16,14,0,14,12,14,16,0,3
clz,1,0,1,2,0,2,10,0,1,2,0,0,1,12,0,0,2,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,2,7,0,0,1,0,0,0,1,2,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,2,1,1,0,0,2,2,20,7,0,1,1,0,2,1,1,1,0,0,0,0,2,2,1,0,0,0,0,1,1,1,0,0,0,1,0,0,2,1,0,1,0,0,10,0,0,0,1,0,1,0,2,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2,2,0,1,2,0,1,1,0,1,0,1,1,0,8,2,1,7,0,2,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,10,0,0,2,2,0,1,0,13,2,1,0,1,1,0,1,0,1,1,1,2,1,0,0,0,0,0,1,1,0,1,1,0,10,0,1,1,0,2,1,0,0,1,12,0,2,0,2,0,1,1,1,1,2,0,0,2,1,2,1,1,0,0,11,1,2,0,0,0,2,0,1,1,1,2,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,2,0,0,1,1,0,0,0,9,0,0,0,0,0,1,0,1
cnp,0,8,17,14,21,1,21,19,21,0,0,0,18,2,18,5,1,22,15,23,0,0,1,0,14,22,0,0,1,21,4,18,17,0,17,0,10,8,20,14,19,0,8,17,18,0,0,1,1,16,10,3,5,21,18,0,19,13,16,12,23,17,2,17,17,10,0,2,13,16,0,0,1,1,0,15,2,0,17,0,0,2,20,1,14,12,21,20,9,8,0,21,15,1,1,2,2,1,0,7,18,20,23,20,15,0,23,24,1,8,0,0,1,1,0,2,1,22,20,21,13,0,13,17,15,0,11,22,14,21,22,0,20,18,0,21,10,20,1,0,1,0,0,21,16,23,22,3,19,3,21,22,22,9,16,1,0,0,17,18,21,16,3,14,15,21,0,18,12,13,18,7,0,8,22,0,17,20,15,20,0,22,0,9,1,19,0,20,17,1,12,22,21,12,19,0,0,8,12,15,0,0,0,19,15,0,5,4,11,20,22,0,13,1,0,0,15,12,22,5,3,21,15,16,1,18,8,1,14,11,4,7,6,9,0,0,11,10,23,0,15,22,12,0,5,21,14,12,7,0,21,0,24,9,14,0,0,7,20,0,8,16,1,16,8,0,1,19,1,6,20,21,3,8,17,16,0,0,1,18,1,9,0,22,21,21,8,10,12,0,0,0,13,11,18,0,1,9,0,0,15,15,11,0,22,22,2,23,23,2,5,6,0
