language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
bde,16,11,0,10,5,10,0,9,0,7,0,8,13,10,16,4,8,13,15,14,7,18,7,9,16,0,0,18,11,18,7,0,3,5,10,16,12,10,7,9,16,13,2,15,5,14,5,8,6,5,3,16,11,0,8,16,6,15,10,16,8,15,7,1,12,17,0,11,5,15,1,2,0,15,7,8,0,5,7,6,16,13,20,0,19,0,0,0,10,3,15,14,4,0,12,13,2,1,13,0,0,7,16,0,12,0,3,17,8,14,12,5,13,12,15,17,17,9,15,10,8,0,6,0,15,12,0,0,6,9,9,5,13,13,0,10,3,8,6,15,14,2,14,0,11,0,3,0,15,0,0,0,9,6,7,2,8,9,9,3,8,1,8,12,10,6,12,14,11,0,0,15,15,17,5,7,13,19,13,12,0,7,0,15,7,15,2,0,15,6,6,11,6,7,14,6,6,9,0,16,2,0,11,18,17,6,0,0,9,4,14,20,6,8,9,9,13,8,0,0,9,6,3,19,0,8,0,18,17,4,0,12,3,10,7,6,17,11,16,13,7,8,11,19,0,16,11,0,17,4,12,14,9,11,19,0,10,0,6,17,0,11,16,3,17,7,22,20,0,14,10,3,19,0,5,13,0,0,2,6,17,10,7,14,0,10,5,0,18,0,5,10,2,13,6,16,6,0,17,6,14,4,5,11,14,0,10,15,4,8,13,17,10
bex,8,6,1,7,6,4,3,9,7,9,0,3,9,8,10,2,3,7,11,10,0,12,1,4,10,8,6,11,7,12,4,0,5,0,3,12,0,5,20,9,8,8,4,11,6,10,6,13,0,2,0,11,8,0,8,11,5,9,13,12,10,8,1,2,14,10,0,9,6,11,10,0,1,3,7,6,0,5,8,4,12,9,11,0,13,3,0,0,10,6,9,0,1,7,11,9,6,2,8,0,0,8,12,13,0,0,0,7,8,9,9,2,7,10,3,11,11,11,9,2,6,0,0,0,8,9,3,0,5,11,0,7,8,7,0,9,0,0,5,11,11,4,0,0,5,7,0,9,15,0,4,10,14,7,0,6,5,11,2,2,6,0,10,7,1,1,7,8,8,0,0,8,9,10,7,4,11,11,6,10,0,0,0,9,2,10,0,5,9,5,7,7,8,3,10,8,7,10,0,8,1,2,0,12,11,1,2,2,2,3,8,2,5,10,4,6,11,6,6,0,9,4,7,9,4,5,5,11,10,4,0,6,3,4,12,3,9,10,10,11,17,4,19,11,0,11,7,0,0,5,18,9,11,9,12,0,5,0,1,10,0,0,13,4,10,8,3,12,0,3,8,0,10,4,0,7,7,6,3,0,11,16,2,10,0,15,4,0,12,0,3,7,3,6,0,12,1,1,1,8,8,0,7,7,8,0,0,10,2,0,8,12,8
bfk,14,10,0,9,7,10,0,9,0,7,2,7,15,9,14,5,5,11,14,8,7,16,6,8,14,9,0,15,6,16,6,5,9,5,13,15,10,8,5,9,12,11,5,9,5,12,5,6,6,0,1,14,9,0,7,1,9,13,2,14,12,14,6,2,13,16,0,11,5,13,0,0,6,13,10,7,0,4,10,9,14,11,18,0,17,0,0,0,8,0,14,12,4,2,9,12,2,9,12,0,0,6,14,10,11,0,3,15,6,13,8,5,11,11,14,15,16,8,14,5,6,0,1,0,14,11,20,3,7,4,0,13,12,11,0,10,3,8,7,16,1,9,15,0,9,0,3,0,13,0,5,11,7,6,7,2,7,9,8,0,12,1,12,12,6,6,11,11,10,0,7,13,13,15,5,5,12,15,12,12,0,6,0,13,6,13,1,2,11,5,11,8,11,5,12,6,6,9,0,12,0,0,10,16,15,3,0,0,5,0,12,7,6,9,11,10,9,8,7,0,8,6,6,13,0,0,0,15,14,3,0,11,6,6,6,6,14,11,14,13,3,11,9,15,0,12,11,0,13,6,10,12,9,8,16,0,8,0,5,15,0,10,14,5,14,11,19,19,0,12,6,4,15,5,4,1,9,0,2,5,13,2,6,10,0,0,5,0,13,0,0,8,5,11,0,15,6,0,14,5,13,5,5,12,9,0,1,13,5,7,10,16,12
bnt,0,14,0,0,5,5,1,0,4,2,0,2,1,1,2,0,5,20,0,3,1,1,13,6,0,8,2,0,4,1,2,1,1,0,15,1,3,6,19,1,1,2,13,2,8,0,5,3,2,1,0,1,15,0,0,0,7,0,1,1,2,1,3,2,2,1,0,3,1,0,0,0,13,3,2,8,2,1,1,0,0,1,0,5,1,0,1,4,1,1,1,0,6,1,2,0,0,9,0,1,0,1,1,15,4,0,1,13,7,3,1,11,0,18,0,2,1,1,0,3,2,0,1,0,10,0,11,0,13,1,1,11,1,16,0,3,0,12,2,1,2,1,0,0,1,2,1,2,1,0,1,5,12,1,3,0,0,1,2,7,1,0,0,3,6,1,1,0,2,0,0,1,1,4,0,0,1,1,0,2,0,15,0,8,10,0,0,1,3,0,14,17,1,2,1,1,0,2,0,21,0,0,8,1,0,10,0,0,1,0,1,18,3,6,6,2,2,1,0,0,1,1,9,3,6,0,2,0,2,10,0,17,2,0,21,11,0,1,0,2,0,4,0,0,0,1,5,0,10,0,14,17,2,2,0,0,0,0,14,1,0,1,0,0,0,2,17,0,0,1,1,0,1,7,2,1,1,2,2,2,1,17,0,1,0,13,0,2,2,0,1,1,0,5,0,0,0,0,2,3,0,7,2,5,1,2,7,2,10,0,0,2,6
cek,12,8,2,17,15,8,0,5,8,10,2,4,10,18,11,1,6,9,13,12,6,15,5,7,12,17,8,13,8,14,5,0,7,11,12,14,8,16,2,6,10,9,6,13,5,8,8,0,1,0,3,13,6,0,5,14,7,12,7,10,11,9,6,0,11,11,0,0,5,12,7,0,3,11,9,6,0,3,9,8,13,10,13,0,16,0,0,0,6,0,11,10,3,11,9,10,2,5,9,0,1,6,12,7,9,0,3,9,4,11,11,5,9,10,11,13,14,6,12,15,9,0,0,0,13,7,5,0,1,12,10,8,9,8,0,1,0,7,6,14,13,5,13,0,8,8,3,11,17,0,0,0,7,9,7,5,3,13,6,2,10,1,11,0,8,5,8,10,8,0,0,11,11,0,8,3,19,12,9,11,0,5,0,11,4,12,0,0,0,4,10,22,9,6,11,9,8,11,0,10,3,2,9,14,13,2,0,0,0,2,10,5,4,0,5,7,13,7,0,0,6,5,3,10,0,4,0,14,12,1,0,7,3,7,4,5,12,8,12,14,5,9,7,13,0,14,8,0,8,4,8,10,14,10,14,0,4,2,4,11,0,9,22,0,12,10,5,14,0,10,6,2,12,0,0,10,0,0,2,5,14,8,11,9,0,7,5,0,14,0,4,4,4,9,0,14,0,2,12,9,12,3,9,9,11,4,8,12,3,5,9,14,13
cgk,7,5,0,6,6,3,4,6,6,8,0,0,8,7,9,0,2,6,10,9,5,11,5,3,6,11,0,10,0,11,3,0,4,5,8,11,9,2,9,5,7,7,3,10,3,9,5,7,5,0,1,10,7,0,4,10,11,8,17,11,9,7,9,3,11,9,0,8,4,10,0,0,4,17,8,5,0,16,0,3,11,8,10,5,12,0,2,9,5,5,8,8,2,6,10,8,2,8,0,4,0,3,10,8,7,0,0,6,3,8,0,6,6,7,9,10,10,11,15,5,10,0,5,0,7,8,2,0,1,10,11,6,7,6,0,8,0,6,4,10,10,3,10,0,4,6,0,9,8,0,0,9,13,7,8,3,4,10,3,1,5,0,9,0,7,0,6,7,8,0,6,10,8,9,6,7,10,10,5,12,0,3,0,9,1,18,0,0,8,0,8,6,7,0,9,7,0,0,0,7,0,1,3,11,16,12,0,1,6,0,7,1,6,11,4,7,10,5,0,0,5,1,3,8,3,2,0,10,9,3,0,12,3,3,2,2,10,9,9,10,3,6,5,18,0,10,6,2,1,4,17,15,10,0,11,1,1,2,0,9,0,6,12,0,9,8,2,11,0,8,7,1,9,3,3,0,6,0,0,0,10,9,12,6,0,5,6,3,11,0,5,9,0,5,5,11,5,0,11,7,7,4,6,6,7,1,4,9,0,6,7,2,6
cnr,1,16,0,15,13,2,0,2,3,1,0,1,3,16,1,5,0,23,3,2,1,4,12,14,3,4,0,3,5,4,0,2,2,3,3,3,2,3,1,0,3,3,5,4,9,0,2,2,0,0,2,6,16,0,1,3,0,2,4,4,3,0,2,0,4,4,0,1,0,2,2,0,14,2,1,7,1,15,3,6,3,2,3,1,5,0,1,3,11,1,0,2,4,0,1,3,0,6,3,3,0,2,2,2,3,0,1,12,1,0,0,10,19,0,17,1,3,5,3,1,6,0,1,0,4,0,13,2,12,3,2,1,0,18,1,4,0,8,1,4,0,2,3,0,2,0,1,1,0,3,3,3,2,0,4,1,0,4,1,7,1,0,2,5,2,1,2,2,3,0,1,0,2,2,2,2,3,3,7,1,0,0,0,1,0,3,0,2,1,2,6,20,1,2,16,0,0,3,0,1,0,0,0,0,4,13,0,0,0,0,3,0,2,2,1,11,1,2,0,0,13,0,2,2,1,9,0,3,1,5,1,16,0,2,0,0,1,0,3,4,1,14,18,4,0,0,15,1,6,1,1,2,1,3,4,0,1,0,17,0,0,2,4,0,2,1,1,4,0,3,2,11,5,0,1,3,2,1,0,3,3,3,11,0,0,15,0,1,1,0,5,0,0,1,0,4,0,0,4,2,1,10,0,1,9,1,14,8,13,0,18,4,1
dfg,5,3,0,2,2,0,0,4,2,5,0,15,5,3,21,2,10,2,6,0,0,6,3,1,6,6,1,5,15,7,1,0,14,1,6,6,5,1,15,7,19,6,16,6,3,4,0,1,3,0,1,6,1,0,12,6,9,4,16,7,5,3,0,5,7,0,1,5,2,4,6,2,17,6,0,0,0,2,0,13,5,10,6,0,8,1,0,5,0,2,4,5,0,15,6,7,2,11,4,2,0,3,6,6,1,0,2,2,13,1,4,2,14,3,5,6,6,5,6,5,4,1,3,0,11,4,16,0,2,6,4,3,5,2,0,1,0,2,0,6,6,16,6,0,0,1,2,7,4,0,2,6,4,2,1,10,1,6,17,0,3,0,6,7,3,3,3,14,0,0,4,4,5,5,1,3,6,6,11,7,0,16,1,3,5,6,0,4,6,3,2,2,4,1,5,3,3,1,0,3,0,1,3,7,7,2,0,0,0,4,5,14,0,5,15,1,0,3,3,0,10,11,2,12,0,0,4,6,5,6,0,9,3,12,17,7,4,5,6,7,14,2,3,7,0,6,2,0,1,0,1,5,6,6,7,1,2,0,2,6,0,0,7,0,5,5,13,7,0,6,5,7,8,1,0,5,1,4,0,1,6,3,7,5,0,2,3,5,6,0,2,5,1,3,2,7,1,0,6,11,3,10,0,3,3,1,2,4,16,7,3,7,4
dkr,19,13,0,13,10,14,3,7,0,12,0,12,18,14,20,1,7,18,18,15,7,10,9,12,20,13,0,22,6,20,8,6,3,8,18,22,13,15,10,10,20,0,5,17,11,15,5,10,6,0,3,18,13,0,9,20,10,17,12,10,16,11,0,4,15,18,0,13,9,9,8,0,10,18,12,12,0,7,7,6,10,14,15,6,21,3,0,0,0,0,13,16,5,14,15,17,5,3,16,0,0,6,20,14,2,0,3,20,12,17,8,8,16,16,18,19,20,5,11,9,6,0,0,0,2,13,9,0,9,18,12,0,10,21,5,11,3,12,10,0,12,13,12,0,14,10,3,13,16,0,0,14,16,13,9,2,6,16,13,6,11,1,14,0,14,7,5,16,13,0,0,9,12,13,11,10,17,22,11,17,0,10,0,16,0,19,0,7,12,7,12,14,6,11,16,6,6,9,0,19,0,0,14,22,20,9,0,0,10,2,17,10,6,12,12,5,16,9,0,0,11,8,5,15,0,9,0,21,19,2,0,14,8,11,13,1,18,15,17,12,18,0,16,23,0,18,5,0,20,4,14,15,9,8,22,0,6,2,12,19,0,14,11,0,19,12,7,17,0,19,6,5,20,0,0,15,10,7,2,1,13,15,9,17,0,10,5,0,19,0,6,13,0,16,0,19,7,0,18,9,16,4,5,5,16,0,12,17,8,5,14,21,14
dln,6,0,0,3,3,10,0,1,2,6,0,16,6,4,5,0,10,3,7,13,3,7,12,1,7,7,1,6,13,8,3,0,0,1,16,7,6,2,16,13,6,1,1,7,5,5,0,5,4,6,3,7,3,0,0,7,2,5,13,8,0,4,5,0,8,6,0,6,0,6,1,3,18,7,0,4,0,11,0,14,7,5,7,0,9,1,0,6,3,0,5,5,0,4,7,19,2,8,5,2,0,4,7,4,6,0,2,3,14,5,5,3,4,4,6,7,7,3,7,6,0,0,1,0,7,1,17,0,1,0,5,4,5,3,2,6,0,3,13,7,1,14,7,0,8,10,0,8,5,0,2,0,10,4,1,0,2,7,18,0,4,0,5,8,4,1,0,4,5,0,1,5,6,6,3,3,7,7,2,7,0,13,0,5,0,7,0,7,7,1,3,3,4,1,6,4,4,7,0,4,2,5,4,8,8,4,1,1,3,0,6,15,0,10,5,3,6,0,5,0,9,12,1,7,0,2,1,7,0,8,0,3,9,12,18,8,6,6,7,8,15,3,5,8,0,7,0,0,3,2,5,6,7,1,8,0,3,0,20,3,0,4,8,1,6,0,14,4,0,7,0,8,11,4,6,0,5,3,0,1,7,4,4,6,0,3,0,4,7,0,3,1,0,2,3,8,3,0,7,1,3,11,3,0,5,1,3,5,17,3,4,8,5
