language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
aip,14,10,10,7,6,14,4,11,9,9,0,0,8,6,4,5,0,0,0,8,6,11,11,19,10,1,7,21,0,6,13,1,10,0,1,10,5,0,12,1,0,5,0,3,17,7,11,16,1,5,11,0,6,0,3,12,0,11,11,12,9,3,7,6,9,4,0,1,6,11,7,0,3,10,14,7,18,9,0,9,9,6,8,10,11,5,0,10,3,0,13,8,0,9,13,0,10,1,12,11,17,2,7,11,0,13,11,9,5,4,0,13,12,9,0,11,4,0,11,8,8,2,0,9,6,6,1,2,6,7,7,8,3,12,8,8,4,0,18,8,7,0,2,3,0,8,8,5,8,10,10,10,1,7,7,8,9,8,0,12,0,8,1,8,10,0,8,9,8,7,0,1,8,9,9,9,2,11,5,18,4,8,11,5,9,13,13,0,15,10,5,11,10,0,2,0,6,14,6,8,0,12,0,13,10,9,3,0,10,7,9,2,8,1,10,7,5,7,8,9,0,1,1,11,0,10,5,6,0,10,0,7,11,10,0,0,10,4,9,6,16,18,4,10,9,9,5,5,0,0,6,0,0,0,8,4,14,10,13,11,16,7,5,6,11,10,5,8,4,10,9,10,4,3,1,10,6,8,9,10,19,11,0,17,6,2,0,9,5,6,8,11,9,9,10,11,13,9,0,12,9,2,6,10,8,9,7,0,14,6,4,13,10
bjn,18,15,5,12,9,17,9,8,12,7,9,5,13,0,14,12,7,0,5,12,11,12,12,12,14,12,7,14,0,12,17,1,13,1,0,0,7,8,14,10,0,9,0,1,15,0,16,11,0,6,12,0,2,0,11,16,4,16,14,14,11,4,15,1,14,9,9,4,3,15,0,1,5,16,17,14,14,13,0,13,14,7,13,15,17,1,2,13,8,11,5,0,0,15,14,10,8,0,0,2,13,2,12,17,0,17,14,2,6,1,0,17,9,11,7,16,7,1,15,14,6,11,0,7,12,6,1,0,10,0,0,0,9,16,15,14,5,1,11,16,11,4,14,0,3,16,14,12,2,13,13,14,12,10,13,0,2,13,12,16,0,10,16,12,14,6,14,13,15,5,2,8,16,8,10,11,13,15,11,13,1,2,17,0,14,16,17,6,19,17,1,16,16,6,15,0,13,18,1,16,0,1,1,1,15,16,5,12,14,12,13,1,13,1,15,11,15,9,0,15,8,1,2,5,3,14,0,9,2,14,0,14,19,13,0,3,13,7,14,14,11,10,12,7,2,13,13,5,0,11,0,0,0,0,14,5,19,12,17,20,13,13,0,13,16,16,11,15,0,16,2,14,3,7,2,11,14,14,16,14,15,17,0,12,11,6,0,15,13,0,12,15,15,14,15,15,14,14,0,18,13,16,14,16,14,13,10,0,18,14,10,14,13
bjv,3,2,1,3,1,3,0,3,2,3,3,2,12,2,19,10,3,0,0,4,1,0,1,3,2,4,6,3,0,0,3,1,3,0,2,4,2,0,0,3,0,16,0,2,2,2,3,4,0,1,2,2,0,0,17,0,0,3,3,2,1,0,0,2,16,15,2,4,0,1,3,0,9,1,3,3,3,1,0,4,2,2,1,3,4,3,0,2,11,3,9,9,1,3,3,3,4,0,2,4,3,0,18,3,0,14,2,6,2,0,0,2,4,2,3,2,14,4,1,11,2,2,0,2,10,3,0,0,1,0,2,3,15,19,3,3,11,0,13,5,1,2,5,0,8,3,1,14,3,4,4,3,2,17,2,6,1,17,3,3,0,1,5,5,3,2,1,4,3,2,0,1,0,3,1,2,3,4,14,3,2,3,2,1,17,3,1,0,4,3,12,3,3,0,14,0,3,3,17,1,0,5,2,4,3,2,1,9,2,3,2,3,2,1,1,4,10,4,5,3,10,0,11,6,0,4,3,0,0,2,0,16,4,3,1,11,4,1,17,13,14,0,2,1,4,2,3,6,0,2,0,0,0,0,1,0,3,2,2,3,1,3,2,3,3,3,18,2,0,1,5,3,11,1,8,1,3,2,1,2,4,3,0,3,6,0,0,3,1,2,1,3,4,0,4,0,3,18,1,2,5,5,21,1,5,1,16,2,1,3,6,2,4
bln,13,11,5,9,6,11,7,17,17,7,0,0,9,0,6,11,0,0,3,6,5,8,6,7,7,8,7,10,1,6,11,2,12,0,7,9,6,0,11,1,0,6,0,0,15,0,12,17,1,6,8,0,2,0,5,10,3,12,8,11,12,5,9,6,6,3,8,2,7,10,5,1,4,12,11,8,17,10,0,2,13,5,12,7,22,5,1,9,2,0,3,5,0,11,9,0,11,0,9,1,10,2,4,13,0,10,9,8,0,3,0,11,1,8,0,8,3,7,9,9,9,0,0,8,8,4,0,2,17,6,5,10,0,10,10,10,13,0,2,9,6,7,10,3,0,12,10,7,12,9,7,9,8,3,8,0,2,5,7,9,0,7,11,7,9,3,11,17,10,10,0,4,8,10,10,6,9,12,8,8,4,12,12,5,8,12,9,3,14,12,9,10,12,0,2,4,7,12,8,11,2,11,9,0,7,11,3,5,8,15,8,2,7,1,11,6,4,6,9,6,0,1,12,0,3,11,3,0,0,8,0,8,10,9,0,7,11,4,8,14,7,16,6,11,14,0,12,3,0,9,0,0,0,0,5,0,12,7,10,12,18,10,0,9,10,9,2,1,5,8,10,8,3,5,2,8,8,9,11,7,9,10,0,19,6,9,0,10,13,5,7,10,12,8,7,10,12,6,0,10,8,12,8,18,11,10,5,0,12,7,6,11,7
cim,1,14,8,13,3,19,3,18,14,0,8,5,12,0,13,9,5,0,0,0,1,12,12,11,15,11,0,16,0,13,18,0,18,0,0,11,9,7,11,13,0,11,0,1,11,11,18,11,0,6,8,0,2,2,9,15,0,19,16,18,12,6,16,1,13,10,8,3,3,18,0,1,0,18,19,13,13,12,0,11,13,0,12,17,16,1,2,16,1,10,0,9,0,17,17,11,1,0,0,15,2,0,13,19,4,19,16,14,6,7,0,18,1,12,1,15,11,1,14,16,11,0,0,10,14,8,0,0,9,0,0,18,11,18,16,16,9,1,8,17,13,4,1,0,5,17,9,19,2,7,2,15,11,12,12,0,12,12,11,15,0,0,14,11,15,7,16,12,18,0,2,7,17,15,12,11,11,18,12,15,7,11,16,8,15,20,18,7,21,18,9,18,18,2,7,0,12,17,15,18,0,1,13,17,13,17,5,11,17,13,14,11,11,1,14,12,7,9,0,17,0,3,7,7,0,2,0,8,0,0,0,13,18,14,0,11,1,0,16,9,10,12,13,18,2,11,0,9,0,13,0,7,0,0,16,0,18,12,19,15,12,12,0,12,17,17,12,18,7,13,2,1,10,8,4,13,13,13,19,20,14,16,0,14,0,7,0,16,10,0,11,14,19,12,16,14,17,11,5,16,14,15,16,18,1,14,13,1,15,13,9,17,12
cjv,15,18,5,10,6,21,0,16,16,10,10,1,16,0,10,13,1,0,7,13,14,6,16,8,17,15,10,19,0,11,16,7,14,0,4,13,12,5,2,2,0,13,0,1,7,9,19,14,0,1,8,7,2,0,13,19,4,21,18,14,10,4,18,8,16,12,0,0,4,20,0,1,5,13,13,16,10,17,0,15,10,5,12,19,19,1,0,18,10,0,7,10,3,20,19,8,8,0,17,17,1,5,16,21,0,21,18,17,2,6,0,20,11,13,1,17,10,8,17,18,6,12,0,12,17,11,2,0,12,0,8,14,20,19,12,19,15,1,4,15,16,12,7,5,1,19,0,16,13,15,2,17,9,14,15,10,10,15,8,18,1,9,2,12,18,9,18,16,21,12,1,9,13,17,16,13,15,14,9,17,9,2,18,6,17,18,20,0,1,20,11,15,20,5,11,0,9,20,20,14,0,17,6,12,17,20,0,10,19,18,16,14,11,1,18,8,0,8,14,11,0,0,9,7,0,15,6,4,0,11,0,16,21,16,0,2,14,8,19,6,14,14,9,14,10,14,15,0,0,0,0,0,1,0,18,1,15,0,20,19,9,9,6,16,12,19,14,16,6,18,12,13,7,0,1,9,18,11,21,15,18,13,7,9,10,0,0,18,12,7,15,17,14,15,18,16,20,16,3,18,2,17,19,20,1,6,22,1,21,18,0,20,2
cmy,1,14,6,11,3,18,14,1,13,0,7,5,12,0,15,8,8,0,6,0,10,11,12,13,13,13,7,15,0,12,10,0,17,0,0,11,8,7,11,12,0,10,0,1,10,11,17,11,0,6,8,0,2,0,9,17,0,17,15,15,13,6,14,1,15,8,10,3,3,16,0,1,6,17,18,13,15,14,0,11,13,0,12,6,16,1,2,16,13,12,15,5,0,16,17,0,1,0,15,15,18,0,11,18,4,18,15,15,6,7,0,16,1,0,1,15,11,11,14,15,11,0,0,11,10,8,0,0,9,0,0,17,10,17,14,15,8,1,7,5,12,4,18,0,5,15,0,18,2,7,2,13,11,11,12,0,11,12,11,15,0,0,14,11,11,6,15,12,16,0,0,7,15,15,9,11,11,18,10,14,7,11,7,0,13,19,14,6,20,16,8,17,17,2,8,0,12,17,13,18,0,15,14,18,13,15,5,11,15,11,12,12,14,1,14,0,15,9,0,16,9,3,5,14,0,2,0,8,0,0,0,13,20,1,0,8,15,0,15,8,12,11,2,17,2,11,17,10,0,12,0,7,0,0,15,1,20,12,18,21,14,12,0,14,15,15,10,17,0,9,2,1,10,7,4,12,15,15,17,19,14,18,6,13,0,6,0,14,10,0,13,14,18,12,14,12,18,11,5,15,2,15,15,17,1,13,11,0,19,15,9,15,14
cqw,12,10,10,7,6,13,4,11,7,9,0,0,8,6,9,5,0,0,0,8,6,10,8,18,8,1,7,20,0,4,9,1,10,0,1,5,4,0,12,1,0,7,0,3,18,7,11,16,1,5,9,6,6,0,7,9,0,11,9,0,9,3,7,6,8,4,0,1,6,9,7,0,3,10,21,10,18,9,0,9,9,3,10,9,10,5,0,10,3,0,12,6,0,9,10,0,10,1,10,11,10,2,6,11,0,12,7,9,5,4,0,10,12,9,0,11,6,0,7,8,10,2,0,7,6,6,1,2,6,0,7,12,3,8,8,8,4,0,6,8,7,10,17,3,0,8,11,5,8,10,10,10,1,4,7,8,9,8,0,0,0,8,1,6,10,0,8,9,12,11,0,1,12,12,9,9,2,11,5,6,4,8,11,4,10,10,10,0,16,14,7,11,10,0,16,0,6,10,10,8,0,12,11,16,10,13,3,0,6,8,9,15,9,1,10,7,5,7,8,9,0,1,2,10,0,10,5,6,0,5,0,7,14,10,0,0,10,4,9,6,15,19,4,10,9,10,5,7,0,0,6,0,0,0,6,4,11,10,12,14,16,7,5,6,11,10,7,11,4,11,9,10,6,3,1,10,10,8,9,9,0,11,0,21,6,2,0,9,5,3,10,11,9,10,10,7,11,9,0,11,9,2,6,10,8,9,6,0,10,10,4,9,10
csu,0,0,0,0,0,0,3,0,15,9,3,0,4,0,0,9,0,0,0,1,0,12,0,0,13,0,1,0,0,2,0,1,0,0,4,1,12,0,1,0,0,0,0,3,6,1,0,0,0,0,5,0,1,0,0,8,3,0,0,1,0,1,11,0,0,0,7,3,2,10,1,1,1,0,0,0,1,0,0,1,1,3,10,0,0,0,0,10,0,1,3,6,0,0,0,1,0,0,1,0,0,2,0,0,1,0,18,1,1,6,0,0,0,1,0,0,0,4,14,0,9,1,0,4,2,1,0,0,0,1,1,10,10,0,1,0,0,2,0,0,8,7,0,1,2,0,0,3,1,1,0,0,5,0,8,1,4,1,4,1,0,0,0,5,0,2,9,0,0,1,0,0,1,0,0,1,0,0,1,0,8,1,0,1,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,9,0,17,0,3,1,6,13,4,0,0,0,0,1,1,0,1,0,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,14,12,0,0,1,9,9,4,0,1,1,1,0,0,6,0,0,1,12,0,0,1,1,0,0,0,0,16,1,13,1,0,10,7,4,8,0,5,0,8,7,0,1,0,1,1,0,0,0,1,6,0,0,1,0,8,0,0,5,10,1,0,0,0,0,0,0,0,0,0,1,11,1
csx,7,5,0,4,6,5,1,6,4,5,0,0,4,3,2,1,0,0,0,14,3,3,5,16,4,8,5,5,0,3,3,0,6,0,5,2,12,0,7,4,0,7,0,0,4,0,6,9,0,3,8,7,0,1,19,5,3,6,6,7,5,2,4,1,8,17,4,0,0,4,2,0,2,6,6,16,6,4,0,5,5,8,3,5,1,0,0,5,11,6,1,11,0,6,4,3,2,1,3,8,6,0,18,5,1,4,5,5,4,2,0,4,4,6,0,7,1,0,4,5,4,5,0,7,3,2,0,0,15,2,0,5,17,4,5,8,0,0,15,4,3,4,11,5,9,5,4,2,7,3,1,10,6,19,7,3,7,2,2,6,1,2,8,3,6,13,6,7,5,6,0,1,6,5,4,0,5,6,0,9,3,6,7,5,3,5,6,0,6,5,10,0,6,8,2,0,6,6,3,6,1,7,5,6,5,4,1,2,4,3,4,2,7,2,2,2,13,6,7,4,4,0,13,8,0,1,3,5,2,3,0,5,6,2,3,4,10,3,5,3,2,5,17,5,6,4,6,3,0,6,0,0,0,0,11,1,6,6,4,5,6,4,5,5,6,6,2,16,0,3,0,6,6,0,0,4,7,4,5,4,5,5,0,5,0,5,0,5,4,0,2,5,7,6,6,1,6,4,0,4,0,7,3,6,2,5,18,0,6,20,0,4,6
