language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
aij,2,8,7,9,9,2,7,15,1,3,11,5,0,16,2,9,0,2,15,0,0,9,13,12,0,10,8,0,1,7,9,0,0,11,0,2,5,8,18,6,0,15,10,14,0,5,7,14,5,6,1,12,12,2,4,11,10,8,13,3,2,9,7,1,13,9,3,16,8,0,16,15,0,0,15,19,6,12,9,4,12,0,12,3,21,0,10,4,1,5,7,16,0,12,0,9,12,17,0,0,9,3,7,9,4,5,0,0,0,3,15,0,6,9,15,8,13,6,0,0,2,14,1,0,6,0,8,10,7,21,2,13,2,0,0,3,3,10,15,4,12,16,13,12,0,1,13,0,0,0,4,1,7,14,12,0,2,1,10,0,0,2,1,0,15,6,9,11,14,0,1,10,14,0,12,0,0,15,14,12,7,16,13,5,9,3,1,7,0,2,3,13,1,7,12,0,8,5,1,11,8,12,8,13,7,10,2,12,0,0,21,15,2,12,13,0,2,4,13,0,0,0,9,3,0,14,4,7,14,15,8,8,7,9,5,10,13,0,0,3,2,10,9,11,16,7,9,1,4,7,9,13,9,0,6,5,0,4,0,5,0,13,5,8,9,12,6,4,6,7,14,5,0,8,8,0,2,0,11,1,17,0,0,3,10,2,4,13,0,16,13,7,0,9,0,7,8,0,11,0,1,0,12,2,4,10,0,13,6,3,16,10,0
akr,17,5,8,2,1,2,1,10,5,3,8,4,0,11,2,6,0,11,12,1,2,6,5,7,3,9,2,0,16,2,2,0,0,2,0,2,2,2,1,2,0,1,1,8,0,1,0,7,8,5,4,10,1,0,0,7,5,7,10,0,0,6,2,3,10,2,15,12,4,0,13,14,0,0,11,10,0,9,1,2,8,3,8,0,10,2,0,0,3,4,4,12,3,1,0,4,9,12,0,0,7,15,16,1,12,1,0,0,0,9,13,0,4,5,11,1,9,12,2,7,0,10,16,0,8,0,6,1,1,11,0,7,5,0,0,0,1,8,11,2,8,12,2,10,2,0,2,0,5,0,4,12,16,10,10,1,0,5,0,7,0,1,1,0,11,4,8,16,11,3,1,1,8,0,9,0,0,12,12,9,1,12,11,1,3,0,2,0,0,10,0,1,10,3,9,0,7,1,0,9,6,10,6,9,2,1,10,9,0,0,3,9,1,10,0,0,0,4,2,0,0,0,19,6,0,9,14,2,9,11,4,7,4,1,9,2,3,3,2,0,10,9,3,9,1,4,4,16,5,0,3,10,1,1,4,12,0,4,0,8,0,3,2,2,5,7,2,13,13,1,0,4,0,1,6,0,2,0,2,4,11,0,0,15,8,0,5,10,0,11,8,4,4,1,0,13,5,1,12,0,15,0,3,1,9,7,3,10,6,10,14,8,3
aky,4,11,8,0,12,10,9,20,3,5,1,6,4,16,2,12,0,15,19,0,4,17,11,17,3,13,9,6,3,10,11,0,0,15,0,2,6,12,3,0,0,18,14,19,0,9,2,15,9,10,6,16,15,6,6,13,16,10,13,5,0,10,5,3,15,12,6,19,15,6,19,1,1,0,19,15,3,6,1,2,14,0,15,7,15,5,3,0,5,10,1,19,0,16,0,0,16,20,0,1,0,7,11,11,15,7,0,0,0,6,18,0,6,13,18,10,17,15,5,1,0,19,4,0,13,1,10,12,3,17,4,7,7,0,0,0,0,13,19,12,14,19,18,14,0,0,16,0,4,0,14,6,10,18,15,1,5,11,14,11,0,0,13,0,21,10,13,20,17,4,5,11,18,0,16,0,0,19,18,15,1,17,16,7,12,6,10,7,7,13,6,17,14,2,15,1,12,10,0,2,11,15,2,16,9,14,16,15,0,0,14,18,0,5,16,0,0,0,10,3,0,0,12,1,0,16,8,9,3,21,9,11,8,0,2,12,15,0,16,2,0,13,12,13,22,12,12,3,6,4,0,17,11,1,9,15,0,0,0,11,0,16,8,11,12,14,1,9,19,12,12,7,0,11,12,0,5,0,14,3,20,0,0,9,13,16,0,15,0,20,16,9,0,12,0,19,11,0,2,0,4,0,16,4,6,12,1,16,4,5,18,3,0
apu,13,7,12,2,3,6,3,4,5,2,3,2,0,3,2,4,0,3,5,1,0,4,14,5,0,2,4,1,9,2,4,0,0,4,0,0,3,0,11,2,0,6,1,3,0,1,5,3,0,0,10,5,6,10,2,1,2,1,3,0,0,0,0,5,4,2,5,4,13,0,3,2,0,0,3,3,6,11,3,6,4,1,1,4,2,2,6,0,3,2,3,3,2,3,0,2,4,4,4,0,4,12,2,2,5,1,0,0,0,9,5,0,1,0,4,3,3,0,0,5,0,3,10,0,4,0,0,4,1,2,0,2,6,0,0,0,1,5,2,9,4,3,4,4,0,0,4,0,0,0,2,0,2,5,4,2,0,1,3,4,1,1,5,0,4,1,4,3,2,1,1,4,3,0,2,0,0,16,4,4,3,3,4,3,4,1,1,1,0,4,3,3,3,9,1,0,0,2,0,3,1,18,3,2,4,4,2,5,0,0,19,2,0,4,4,0,3,4,0,3,0,0,4,1,0,4,5,3,4,5,2,5,1,1,11,3,4,0,6,0,6,2,3,4,5,6,11,7,1,6,4,5,3,1,0,2,0,1,0,2,0,5,2,4,2,1,4,2,5,1,2,0,0,3,4,0,2,0,4,8,4,4,1,9,1,2,9,3,0,5,3,1,0,2,0,4,2,2,7,0,10,0,4,2,0,0,1,4,7,0,6,3,4
bgm,3,10,10,10,11,10,1,18,7,3,13,6,5,17,0,11,0,14,17,0,1,11,7,15,5,12,9,0,2,9,10,0,0,13,0,0,7,11,2,8,0,0,13,17,0,7,2,13,7,9,1,14,14,5,0,13,15,4,12,5,0,5,9,0,13,11,13,18,14,0,18,9,0,0,17,14,6,6,11,2,13,0,15,3,14,2,2,0,4,7,1,18,0,14,0,0,15,19,0,0,11,6,9,5,13,1,0,0,0,5,17,0,5,11,17,9,15,15,0,1,0,17,3,0,2,0,10,13,7,16,0,15,0,0,0,0,0,12,17,0,16,18,16,13,0,3,15,0,2,0,13,4,9,16,14,1,4,10,0,10,5,0,9,0,19,8,12,18,16,0,0,13,17,0,15,0,0,17,17,14,10,19,15,8,11,5,9,10,9,1,5,15,2,8,14,1,11,1,0,2,10,14,11,4,8,13,15,14,0,0,13,17,3,5,15,0,9,6,11,0,0,0,10,7,0,5,7,8,17,20,10,10,8,11,9,11,14,0,15,0,3,12,0,14,18,10,0,2,0,0,2,15,11,0,0,14,0,6,0,13,2,0,7,10,10,13,1,8,17,11,11,7,0,10,11,0,2,0,13,3,19,0,0,6,11,15,6,14,0,18,15,0,7,15,0,17,10,0,7,0,3,0,14,5,5,13,5,15,3,0,2,14,0
bjy,14,0,4,6,4,2,1,6,5,1,5,2,0,8,6,4,0,6,8,1,2,17,7,21,0,1,2,0,13,4,4,0,0,5,0,5,2,3,12,2,0,8,1,6,0,1,0,23,0,3,12,8,1,8,0,6,3,1,6,0,6,8,4,0,8,2,5,9,2,0,7,6,0,0,7,15,8,12,4,6,4,1,2,1,20,2,9,3,3,2,5,7,2,7,0,6,7,8,3,0,2,11,5,6,8,1,0,1,0,11,2,0,1,4,1,5,23,4,0,5,0,6,13,0,16,0,0,6,1,7,0,5,5,0,0,2,2,3,7,11,1,7,8,7,0,0,8,0,0,0,3,0,6,9,10,4,0,1,6,2,1,1,1,0,8,3,0,7,6,0,1,6,6,0,6,0,0,7,8,5,1,9,7,1,1,0,3,9,2,8,2,8,3,4,5,0,3,1,0,6,1,5,4,4,2,3,6,7,0,0,7,8,0,4,7,0,0,9,5,0,0,2,8,2,0,8,6,3,6,4,2,2,1,5,4,4,8,0,8,0,0,5,3,20,3,1,18,0,1,1,3,6,1,1,2,13,0,1,0,11,0,8,2,2,1,20,1,3,3,1,4,0,0,4,5,0,2,0,0,3,8,0,0,0,4,5,5,6,0,8,7,1,3,14,0,7,2,1,0,0,20,0,1,1,14,4,1,6,6,8,8,18,4
bov,1,6,6,6,8,8,6,14,5,0,10,0,3,14,2,8,0,12,14,0,2,8,4,9,4,8,5,3,1,6,8,0,3,0,0,0,3,7,16,5,0,14,9,13,0,1,2,11,1,0,2,11,11,0,0,10,9,1,11,0,1,7,6,0,8,0,2,15,7,4,15,8,0,1,14,9,2,1,8,3,11,0,11,0,2,2,1,0,3,0,6,15,0,11,2,7,1,16,0,0,9,2,6,9,13,4,0,0,0,2,14,2,2,8,14,7,12,5,0,6,1,13,10,0,10,0,7,9,6,15,4,12,1,0,0,0,0,9,14,3,11,15,12,11,0,0,12,0,0,0,8,3,2,13,13,6,1,8,9,5,5,0,1,0,17,5,11,10,13,0,3,0,13,0,11,0,0,14,13,11,1,14,6,4,8,2,8,5,5,4,0,12,12,6,10,0,8,4,0,12,7,11,7,3,0,9,13,11,0,0,12,14,0,3,12,0,6,3,9,0,0,0,9,4,0,13,2,6,13,14,1,5,6,8,1,10,11,4,13,0,6,10,8,4,15,6,8,0,3,0,8,12,8,1,5,13,0,4,2,0,0,12,4,7,7,2,2,5,15,6,9,3,1,7,7,0,4,0,10,1,16,0,0,2,5,8,2,0,0,15,12,6,5,9,0,14,7,0,7,1,0,0,11,3,2,12,4,12,0,0,1,12,5
cey,7,13,11,0,15,0,8,17,4,1,14,0,6,19,0,13,0,17,20,1,1,13,4,19,0,16,10,5,6,0,13,0,0,18,0,7,0,10,6,7,0,21,12,16,0,10,8,19,12,11,8,17,17,4,0,15,16,11,2,5,3,12,12,0,17,15,9,22,12,8,21,12,2,0,21,17,0,3,3,5,17,0,17,5,18,7,12,0,6,4,8,22,0,19,0,10,14,23,2,0,11,9,13,13,18,10,0,0,0,4,21,2,9,15,20,12,20,10,6,4,0,21,6,0,15,0,0,16,9,19,5,14,4,0,1,0,4,15,21,7,15,22,20,0,0,0,20,0,2,0,11,3,13,19,13,8,0,13,16,13,0,0,11,0,22,9,15,21,20,5,4,13,19,0,14,0,0,21,16,17,11,18,18,10,15,0,12,11,8,5,0,19,13,1,20,1,15,7,0,12,13,13,12,3,1,16,19,17,0,0,17,20,0,4,19,0,8,0,6,4,0,0,20,8,0,19,11,11,16,18,7,0,10,6,8,14,1,6,14,0,4,15,11,17,20,12,14,5,2,9,13,7,0,0,8,17,3,0,0,12,0,18,1,14,14,18,8,1,21,9,0,0,0,13,10,0,2,0,16,7,23,0,0,5,16,11,8,17,0,22,0,11,8,13,0,21,12,0,1,0,7,0,18,6,16,17,0,17,1,7,5,16,0
dhj,17,4,8,2,1,2,1,8,5,3,6,4,0,2,2,8,0,7,1,1,2,6,2,10,3,9,2,0,14,2,2,0,0,7,0,2,2,2,1,2,0,10,1,8,0,1,0,6,8,5,4,10,9,0,0,9,12,4,9,0,0,6,2,0,12,2,15,2,5,0,10,1,0,0,10,11,0,6,1,2,1,3,5,0,9,2,0,0,3,4,4,11,2,10,0,4,11,11,0,0,6,5,18,7,11,1,0,0,0,9,12,0,4,5,9,1,7,10,3,8,0,9,15,0,9,0,4,1,13,9,0,9,5,0,0,0,1,8,13,2,8,11,2,10,2,0,2,0,5,0,4,12,14,10,10,1,0,5,8,8,0,1,1,0,9,4,8,10,10,3,1,1,10,0,2,0,0,10,11,8,1,12,0,1,3,0,10,0,0,10,2,1,8,3,8,5,6,1,0,8,6,2,0,8,2,6,8,10,0,0,3,13,1,10,10,0,0,4,8,0,0,0,16,6,0,9,14,2,11,9,4,5,1,1,9,2,3,3,2,0,10,8,3,8,12,5,2,15,0,0,7,7,1,1,4,11,2,4,0,4,0,3,2,2,9,9,2,12,11,1,0,4,0,1,6,0,2,0,2,4,12,0,0,0,8,13,5,8,0,13,10,4,4,1,0,12,5,1,10,0,17,0,9,1,16,8,2,8,6,9,13,7,3
dqz,16,2,0,7,6,2,1,1,7,1,0,4,2,2,7,0,0,9,10,1,2,1,3,8,2,5,2,2,15,2,2,0,0,2,0,4,4,6,13,4,0,9,1,7,0,1,0,5,7,0,13,9,8,14,0,1,1,5,0,2,5,4,7,0,9,8,14,10,6,3,9,1,0,0,8,9,0,6,6,2,1,1,4,0,7,2,4,0,8,4,4,8,2,18,0,4,8,9,5,0,2,14,15,0,9,3,0,0,0,13,10,0,3,5,7,1,5,2,6,5,0,7,14,0,7,0,3,7,12,8,4,0,0,0,0,0,1,7,10,2,3,9,10,9,0,0,10,0,0,0,6,11,15,11,8,1,0,1,0,5,0,1,6,0,1,1,7,14,7,3,1,7,7,0,7,0,0,9,9,0,6,11,9,1,3,0,2,0,0,1,4,1,7,5,6,4,5,1,0,7,5,7,5,6,2,5,10,1,0,0,9,11,0,9,8,0,0,4,6,0,0,0,14,5,0,16,15,5,8,2,4,4,1,1,12,7,3,3,10,0,10,7,5,6,10,3,1,12,2,3,6,9,4,1,0,8,0,1,0,11,0,9,2,2,9,6,2,11,10,1,5,0,3,1,1,0,2,0,2,11,9,5,0,13,7,7,5,4,0,10,9,1,0,6,0,9,2,1,9,0,14,0,8,1,9,5,1,7,6,0,11,2,3
