language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
acy,4,13,10,10,15,8,3,0,9,8,10,12,6,0,4,7,10,1,0,0,1,7,9,8,2,6,0,5,13,0,10,9,1,0,9,11,6,7,11,6,12,5,10,8,10,9,1,10,3,8,10,10,8,0,8,8,6,6,11,3,3,0,5,11,9,5,0,0,8,4,10,11,11,9,4,7,8,0,0,6,9,3,3,0,14,10,0,7,3,2,9,0,7,10,5,11,9,6,10,8,7,19,12,12,5,6,9,7,7,2,10,10,4,4,3,8,13,10,10,6,7,9,3,0,6,6,10,5,3,5,3,4,5,6,8,1,0,7,4,6,1,3,11,2,10,12,9,10,11,8,2,6,10,0,12,9,10,7,1,9,8,10,0,7,3,7,8,7,11,9,11,8,4,1,11,4,12,4,0,11,0,10,0,0,11,10,11,11,7,4,8,12,11,8,4,10,12,11,8,7,9,12,11,4,11,8,9,11,9,9,12,0,7,7,3,0,1,12,13,10,11,10,2,0,0,6,0,0,12,10,0,9,9,5,9,13,12,9,0,8,8,0,11,0,10,9,4,2,9,0,8,9,9,12,10,7,13,5,4,3,1,5,10,12,6,10,9,10,9,9,10,0,0,3,4,9,0,9,11,0,6,1,8,9,0,11,2,3,7,9,3,11,9,9,22,0,7,9,2,8,0,6,0,8,6,11,9,7,14,3,6,3,6
ael,5,10,11,1,16,9,2,3,10,9,11,13,8,3,5,8,6,6,0,0,1,8,1,9,3,5,0,6,14,0,11,10,3,0,8,12,7,8,12,7,13,5,11,9,11,5,7,11,0,9,11,11,9,5,0,9,7,7,14,4,0,0,6,1,10,0,0,0,9,5,11,12,12,10,5,3,9,2,0,0,10,6,7,2,2,11,0,8,3,3,10,8,8,11,6,5,10,7,11,9,12,20,13,13,5,1,5,8,0,4,11,11,0,8,5,9,14,11,1,9,12,10,4,0,5,7,11,6,1,6,4,5,6,7,9,4,0,8,5,7,2,4,12,4,11,13,10,11,12,9,3,15,11,3,13,10,11,11,1,10,9,11,0,8,9,4,9,8,12,10,12,9,5,9,12,1,13,5,11,12,0,6,0,7,12,11,12,5,8,5,5,13,12,9,6,11,13,12,9,8,10,13,12,5,12,9,10,8,10,4,13,0,12,8,2,0,1,8,14,11,12,11,2,2,4,3,6,2,13,11,0,11,10,6,10,3,13,10,2,9,9,3,12,3,11,10,0,0,10,9,5,10,10,13,11,8,14,6,5,5,1,6,11,15,1,11,10,5,10,10,11,0,3,6,6,10,0,10,12,0,6,7,1,10,0,12,3,5,8,10,4,12,3,10,23,4,2,10,0,9,0,2,0,9,7,12,10,8,15,8,7,5,0
bfh,12,13,16,9,11,13,1,2,18,13,20,16,9,6,12,14,6,8,0,0,0,4,13,11,3,6,0,11,19,0,6,18,0,2,0,15,11,11,21,2,23,13,19,12,5,4,5,6,2,16,18,19,12,3,10,12,3,8,14,7,1,0,9,19,15,1,0,0,3,13,13,16,20,19,1,11,11,0,0,8,5,0,11,0,17,20,0,4,1,0,12,11,16,15,0,15,18,11,14,12,6,13,17,21,4,7,12,14,2,2,18,21,5,2,0,11,23,5,12,4,6,20,18,0,12,10,20,1,1,15,0,0,14,12,16,0,0,1,0,3,0,0,20,3,14,22,14,16,19,12,11,11,18,5,22,13,14,0,1,5,12,16,0,12,11,9,14,11,15,4,20,5,8,13,18,6,21,0,13,0,0,4,0,11,22,18,16,14,21,11,4,22,16,13,7,17,20,7,11,4,16,16,22,12,19,16,18,17,15,11,17,2,15,2,4,0,0,12,22,14,15,14,0,4,9,12,0,4,21,15,0,14,12,14,17,11,5,17,0,13,19,2,15,4,18,18,0,0,6,11,14,14,12,22,5,13,8,9,13,0,2,0,15,16,8,14,18,4,16,4,20,0,0,0,3,14,1,14,15,0,4,4,5,11,0,21,6,0,14,16,9,15,4,18,20,7,3,4,0,3,0,1,0,16,2,15,4,4,11,9,14,2,4
bkp,6,12,14,6,12,14,1,4,14,14,14,17,4,2,6,11,14,4,0,0,0,4,12,4,3,9,0,9,17,0,0,14,4,2,8,17,10,12,15,10,18,7,16,13,14,4,8,6,2,12,15,14,13,3,4,13,3,0,15,0,1,0,10,15,14,1,0,0,3,9,14,17,15,15,1,10,12,0,0,0,5,7,2,0,12,15,0,4,1,0,13,12,11,14,10,16,12,12,15,13,6,14,6,16,4,8,11,11,2,2,16,15,0,2,0,4,17,5,6,4,6,14,7,0,5,11,14,1,1,11,5,12,11,9,13,6,0,9,7,3,0,0,16,3,16,16,15,14,17,14,6,8,14,4,16,14,5,14,1,14,13,13,0,13,12,8,12,0,16,11,16,11,2,6,11,0,16,0,14,14,4,13,0,12,15,14,13,15,16,8,10,17,17,14,4,13,14,15,12,11,4,14,17,8,14,13,14,13,6,4,18,2,16,2,0,0,4,11,17,15,13,16,0,3,7,13,7,0,17,16,0,12,14,15,13,5,5,13,0,14,12,2,6,1,16,13,1,0,11,6,4,4,4,16,14,11,9,10,9,0,2,0,13,15,7,15,13,6,14,11,15,0,0,9,3,6,1,5,16,0,4,9,5,13,0,15,8,1,11,13,8,17,13,14,14,0,3,4,0,3,0,8,0,13,2,16,13,12,6,2,10,2,4
bkw,21,5,12,3,12,10,0,0,11,10,12,14,5,2,21,9,11,4,3,0,0,9,10,10,0,5,5,10,15,0,12,11,1,0,6,13,8,9,13,8,14,6,12,4,12,10,1,13,0,4,12,12,10,0,9,10,4,3,12,5,2,0,7,12,11,0,0,1,4,6,13,13,13,11,0,8,10,0,0,7,11,0,8,0,9,12,0,5,8,4,18,9,9,12,7,12,19,8,12,10,13,11,14,14,9,3,11,9,3,5,12,12,0,3,2,10,15,12,11,10,8,11,5,0,10,8,12,7,1,7,1,6,9,3,10,5,0,6,6,8,3,5,13,4,12,14,11,12,13,10,4,7,12,4,14,11,12,12,0,11,10,18,0,9,19,3,10,9,13,14,13,10,6,7,0,5,14,3,13,7,0,5,0,8,13,12,6,12,9,6,9,14,13,10,5,12,7,13,10,9,13,14,13,6,21,10,11,18,11,4,14,0,13,3,8,0,3,9,15,12,6,12,1,8,13,12,3,3,14,12,1,10,11,7,11,14,14,11,1,10,10,6,13,0,12,11,0,0,14,11,9,11,5,14,12,9,5,7,6,6,1,0,12,13,2,12,11,9,11,12,12,0,0,7,7,11,0,5,13,0,5,8,9,15,0,13,4,6,9,11,5,13,10,11,12,0,8,6,0,4,0,3,0,10,8,13,11,9,9,8,8,6,0
cmn,11,12,5,8,10,17,1,1,13,15,19,19,4,2,11,11,15,4,0,0,2,11,14,4,3,6,5,0,7,0,14,7,0,3,9,16,10,21,16,14,17,9,15,11,15,4,8,6,2,15,14,16,3,3,4,14,3,9,20,0,5,0,0,17,13,7,0,0,12,11,16,15,17,16,1,10,14,0,0,0,5,8,2,0,13,19,0,10,9,0,14,15,13,19,11,17,17,13,19,17,6,16,8,20,4,2,11,12,2,8,14,20,0,2,0,4,22,15,6,4,6,19,8,0,5,1,15,1,1,14,0,13,10,9,14,6,0,1,8,9,0,0,15,3,17,21,16,15,15,15,8,8,17,4,21,19,5,13,1,17,16,15,0,11,17,8,15,0,21,11,17,5,2,12,17,0,17,0,6,15,0,14,0,13,17,5,13,17,17,10,4,16,20,16,4,15,15,15,5,11,13,17,16,11,13,12,17,14,6,4,19,2,20,9,1,0,4,11,7,17,14,19,0,3,6,14,0,0,18,19,0,13,15,0,16,6,5,14,0,15,18,2,18,1,17,17,0,0,13,12,4,13,13,17,15,10,7,1,12,0,2,0,13,18,7,16,13,6,15,4,19,0,0,0,9,13,1,13,18,0,4,4,5,12,0,20,9,0,3,13,1,20,12,17,15,0,3,4,0,3,0,8,0,19,9,17,13,11,13,2,0,7,4
cpt,16,0,0,1,2,1,0,0,0,3,2,3,1,0,20,0,3,0,0,0,1,3,3,2,0,3,2,14,2,1,2,2,0,0,12,3,0,20,6,0,2,17,3,2,2,0,2,3,0,0,2,2,2,2,1,2,1,2,2,1,0,0,14,3,0,8,0,1,0,0,5,2,6,2,1,2,3,0,0,2,3,1,0,0,5,2,2,0,0,0,3,2,2,3,16,3,2,15,0,2,2,6,0,2,2,0,3,2,1,0,3,2,1,2,1,2,3,3,4,2,3,5,13,1,3,13,2,0,0,19,0,8,3,2,2,7,0,5,13,1,0,1,3,1,2,7,2,0,6,0,15,1,2,9,2,3,3,4,0,3,2,3,0,3,3,2,0,4,3,1,3,4,0,0,3,1,7,13,5,4,0,3,2,16,2,3,0,2,15,15,0,6,3,3,1,0,2,2,2,0,11,6,2,20,2,3,0,7,3,0,2,1,6,1,0,0,1,14,2,2,3,2,1,6,13,6,3,0,2,2,0,13,3,12,2,15,7,3,0,3,2,0,2,0,3,3,0,0,3,5,3,1,2,7,0,2,3,0,21,1,0,2,3,3,0,3,1,2,3,1,3,0,0,1,0,3,0,2,3,0,0,0,0,3,0,3,14,1,0,3,0,6,1,1,3,3,0,3,1,1,0,0,0,0,1,3,2,2,2,0,22,0,1
dfq,17,2,3,10,3,2,0,0,3,2,3,5,1,0,17,3,0,0,0,0,1,0,0,0,0,2,5,15,4,3,5,3,0,0,13,2,0,17,2,0,4,20,4,1,3,3,2,4,0,1,3,3,0,0,2,3,0,0,3,1,7,0,13,2,3,0,0,1,0,15,2,5,3,3,2,3,0,0,0,2,2,1,0,0,4,3,0,3,0,0,4,3,1,4,17,2,3,16,3,3,3,2,3,5,3,0,0,4,1,0,0,3,2,1,1,1,5,4,2,1,2,4,0,3,4,14,3,0,0,18,8,10,2,0,3,7,0,3,12,2,0,7,4,1,4,2,3,4,4,2,18,0,3,8,4,1,2,5,0,0,3,0,0,2,2,0,3,2,5,2,5,1,0,3,5,1,3,14,3,3,0,0,1,18,3,2,3,5,11,16,0,3,4,2,1,4,3,5,1,2,1,3,4,19,3,2,3,5,2,2,3,1,4,1,0,0,1,2,5,3,2,3,8,0,11,7,1,0,5,5,0,3,0,13,1,16,3,2,0,2,3,0,3,0,5,0,2,0,0,4,2,2,3,3,3,1,2,2,18,1,0,1,2,4,0,1,2,3,4,2,2,0,0,1,0,5,1,1,5,0,0,0,0,2,0,4,16,9,0,2,0,0,0,2,5,1,2,0,1,2,0,0,0,1,0,2,1,3,5,1,20,0,3
diw,13,13,17,5,14,13,1,2,19,13,21,22,4,6,13,12,6,8,0,0,0,4,16,12,3,6,0,8,20,0,6,13,0,2,0,15,14,16,22,15,16,14,14,12,5,4,5,6,2,11,19,20,12,3,11,18,3,8,21,7,1,0,9,14,5,1,0,0,13,8,13,16,21,13,1,13,16,0,0,8,5,0,2,0,11,21,0,4,1,0,17,11,10,20,0,18,11,11,20,18,18,18,16,22,4,7,11,10,2,9,15,14,0,12,0,11,24,5,12,4,6,13,19,0,13,12,21,8,1,10,0,15,15,10,11,0,0,1,0,3,0,6,21,3,20,17,14,5,16,12,12,12,19,5,23,13,17,0,1,5,12,17,0,15,18,9,16,11,15,4,15,5,8,11,19,6,22,0,13,0,0,15,0,11,16,19,14,21,22,12,4,23,21,13,7,18,21,18,11,4,11,19,15,13,20,5,19,12,13,13,17,2,15,2,4,0,0,17,23,20,16,14,0,4,0,12,9,4,22,20,0,15,16,14,14,12,15,18,0,13,13,2,15,4,15,19,0,0,6,11,10,15,12,23,17,14,8,9,14,0,2,0,13,17,8,14,14,4,17,4,21,0,0,0,3,12,1,15,15,0,4,4,5,11,0,6,6,0,15,17,7,21,13,19,21,8,3,4,0,3,0,1,0,12,2,15,16,4,11,9,15,2,4
djv,19,2,3,10,4,2,0,0,3,2,3,4,1,0,17,3,5,0,0,0,1,0,0,0,0,2,5,15,3,3,3,3,0,0,13,2,0,17,1,0,3,19,4,1,3,2,2,4,0,1,3,3,0,0,2,3,0,0,4,1,7,0,13,2,4,0,0,1,0,15,2,3,3,3,2,3,0,0,0,2,2,1,0,0,4,3,0,3,0,0,4,1,1,4,17,2,3,16,3,3,3,2,5,3,3,1,0,4,1,0,0,3,2,1,1,1,4,4,2,1,5,4,0,3,4,16,3,0,0,18,8,10,4,0,3,7,0,3,12,2,0,7,5,1,3,4,3,4,4,2,15,0,3,8,3,4,2,3,0,0,3,0,0,2,2,0,3,2,4,2,0,1,0,3,4,1,5,14,3,3,0,0,1,15,5,2,4,3,12,16,0,3,4,2,1,4,5,3,1,2,1,3,3,18,3,2,3,2,2,0,4,1,5,1,0,0,1,2,3,3,2,3,8,0,11,7,1,0,4,3,0,4,5,13,1,16,4,2,0,2,3,0,3,0,4,20,2,0,0,4,2,2,3,4,4,1,2,2,18,1,0,1,2,4,0,1,2,3,4,0,2,0,0,1,0,4,1,1,0,0,0,0,0,2,0,4,15,11,1,2,0,0,0,4,4,1,2,0,1,0,0,0,0,1,0,5,3,3,3,1,20,0,3
