language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
aim,15,15,1,14,0,11,8,10,17,9,6,15,13,0,0,10,0,8,16,0,3,15,15,0,9,14,8,8,9,0,1,19,10,3,11,14,0,10,0,14,8,0,6,0,13,8,0,17,9,10,8,11,0,11,4,1,16,5,14,0,11,9,1,1,17,0,0,1,13,9,5,0,3,13,0,18,17,0,11,15,0,7,1,14,1,14,9,0,1,1,0,0,0,7,9,15,14,12,2,3,0,1,13,16,5,4,8,9,15,17,1,0,12,1,0,15,0,8,0,2,13,6,10,10,17,12,13,4,16,14,1,0,16,7,1,12,1,8,8,15,5,9,10,1,16,16,6,4,0,2,15,14,9,6,0,0,8,12,4,4,8,10,14,9,6,14,6,3,16,0,11,9,12,1,13,0,1,1,7,3,4,0,13,12,0,0,13,4,0,13,17,16,7,11,8,11,7,0,2,12,4,1,6,13,15,10,17,5,23,0,6,16,1,14,13,15,8,10,9,11,9,7,12,7,16,4,0,0,7,0,8,0,12,7,13,0,9,17,10,14,9,9,14,8,8,3,4,1,12,15,0,11,13,0,0,18,14,6,16,6,14,14,7,0,1,4,3,12,11,9,0,13,11,12,0,15,14,0,11,10,13,0,7,0,17,9,15,12,0,0,9,9,0,0,11,15,18,13,13,8,11,1,11,10,1,0,15,16,16,10,13,14,16
ars,10,3,6,11,0,8,9,13,10,10,1,9,9,5,2,9,0,6,10,0,3,10,9,4,6,8,7,10,10,0,4,10,2,3,10,11,6,2,4,9,0,0,6,0,8,10,5,11,5,6,4,3,0,8,7,3,11,7,11,0,5,0,6,1,10,0,0,6,0,5,3,0,0,8,0,11,10,0,8,7,0,8,0,10,1,9,6,0,1,1,0,0,0,8,0,9,10,8,2,9,3,1,7,10,7,4,10,0,12,9,8,0,8,3,9,10,0,3,0,0,10,6,6,11,10,9,9,7,9,9,4,7,1,9,3,7,0,1,7,10,1,7,7,9,10,10,9,3,0,0,8,8,1,5,0,10,0,8,6,0,6,8,9,6,5,8,7,4,10,11,12,8,9,2,7,12,1,7,7,3,5,0,9,8,0,0,9,0,0,11,11,11,7,1,7,12,9,0,2,8,3,7,5,1,10,6,11,7,11,0,6,11,1,10,8,10,6,1,7,7,7,9,6,9,11,1,0,1,3,2,9,2,9,0,9,0,1,11,0,8,5,6,10,5,9,4,1,1,9,11,0,8,17,6,0,12,8,7,10,4,10,8,6,7,8,4,3,10,1,8,5,9,6,10,7,11,10,0,1,9,8,0,8,0,11,0,3,7,0,0,10,10,0,0,8,10,12,9,9,7,1,1,0,11,10,0,10,11,11,0,9,9,10
bvy,19,17,10,16,8,15,17,13,21,17,12,7,7,0,0,14,0,1,21,0,4,19,0,7,13,9,0,16,17,0,1,16,17,0,0,17,4,11,3,17,13,0,15,0,1,13,0,19,0,1,12,12,10,14,11,9,19,12,18,0,4,16,1,5,21,5,4,11,15,14,8,0,6,17,0,21,20,0,14,13,0,11,0,21,0,15,14,0,5,1,6,0,18,12,12,19,18,17,0,15,1,9,19,18,6,0,16,12,18,21,13,0,15,6,15,18,8,19,0,0,17,10,16,18,21,16,16,5,20,16,1,1,18,1,1,8,0,1,12,18,4,1,0,1,19,16,14,0,0,0,20,16,10,0,0,17,0,13,1,5,10,13,17,0,6,18,1,6,19,9,9,6,17,4,16,21,6,13,9,4,1,0,18,17,0,0,18,0,1,16,20,20,1,12,11,19,15,0,1,0,0,9,11,15,18,13,22,13,18,6,8,20,1,19,18,17,5,14,10,5,12,13,17,17,19,1,4,1,9,0,1,0,17,0,18,10,1,22,4,18,6,0,19,12,18,0,8,1,17,18,0,16,16,12,0,20,18,1,19,1,15,18,11,0,11,6,5,15,13,16,0,19,13,16,10,20,19,2,14,13,13,6,0,0,21,0,10,14,0,0,14,17,0,0,13,18,22,15,15,10,12,7,15,16,11,0,21,18,19,0,18,16,20
clr,8,7,3,9,1,0,6,6,8,7,1,1,5,1,1,8,0,0,8,2,0,8,7,2,0,7,3,13,3,0,14,7,6,0,2,7,2,2,0,6,4,0,5,0,5,7,3,8,3,4,18,3,6,1,2,2,9,4,1,0,3,2,5,4,7,0,3,4,9,3,1,0,1,2,3,8,8,0,2,1,0,5,0,8,0,7,1,0,0,0,0,0,9,0,6,7,8,2,0,6,1,2,1,8,4,1,2,2,2,7,7,0,7,2,7,9,2,18,0,0,7,5,7,8,8,7,7,1,7,7,0,5,8,0,0,6,0,2,6,7,8,5,4,4,8,8,3,1,2,0,6,7,3,3,0,4,4,4,0,0,0,7,8,1,5,6,0,0,7,8,1,1,6,0,19,9,0,5,6,0,3,0,8,5,0,1,7,0,1,6,8,7,0,4,3,3,6,4,0,2,0,5,0,6,8,1,7,16,8,0,5,8,0,8,6,7,3,7,0,2,0,7,1,6,8,0,2,0,4,1,6,0,8,5,0,7,0,7,3,6,1,4,7,1,3,0,0,2,2,1,2,6,3,4,0,8,6,2,8,0,0,6,0,6,5,1,0,1,5,5,1,7,4,7,5,8,8,0,7,2,3,1,2,0,8,2,8,0,1,0,6,8,0,0,6,6,8,8,0,1,0,0,2,8,8,0,8,8,3,6,6,1,8
cmr,16,12,9,15,6,8,8,11,18,14,9,13,11,6,0,10,0,1,18,0,3,2,14,0,4,15,8,8,12,0,6,12,14,3,11,15,0,9,5,12,10,0,10,0,9,8,8,16,5,9,9,6,0,9,4,1,15,9,9,0,9,12,1,1,15,0,0,8,11,10,4,0,3,0,0,16,15,0,0,1,1,10,1,18,1,13,12,0,1,1,0,0,14,7,10,13,0,13,2,13,0,1,15,15,5,4,15,10,16,18,10,0,10,1,11,16,0,9,0,2,15,8,11,16,18,13,9,11,17,13,1,0,15,0,1,10,0,8,8,13,5,6,5,12,14,14,13,0,0,0,16,8,1,6,0,15,0,10,8,0,5,11,16,8,6,10,9,3,17,13,14,9,11,1,14,15,1,10,7,3,6,0,14,13,0,0,14,0,0,14,15,14,7,7,10,16,11,0,2,10,5,1,6,11,13,9,19,9,15,8,6,17,1,15,11,11,4,1,9,7,8,11,13,13,18,4,0,3,5,0,8,0,11,9,14,0,10,19,8,15,9,10,16,9,14,3,4,1,13,10,0,12,8,0,0,13,15,6,15,5,9,12,8,0,1,4,3,9,12,12,6,15,6,8,0,16,16,0,1,1,1,0,11,0,15,12,17,11,0,0,9,13,3,0,9,16,19,1,8,9,8,1,0,15,12,0,17,12,4,9,14,12,17
cqy,6,4,2,5,2,4,0,0,4,4,14,4,3,1,1,4,0,4,3,1,0,4,4,2,2,5,3,1,5,0,12,4,3,0,6,5,2,4,0,4,3,0,4,3,4,1,1,4,3,3,8,16,3,1,2,2,5,1,4,0,0,5,3,2,3,0,0,2,5,0,1,0,1,4,1,2,4,0,4,1,0,3,0,3,0,5,1,0,0,0,4,0,5,0,3,5,5,4,0,3,1,2,3,5,3,1,6,4,6,2,0,3,4,2,5,6,4,12,0,0,0,1,4,4,4,5,4,1,4,3,0,3,6,0,0,1,0,5,0,3,1,0,1,6,3,4,1,1,1,0,4,2,5,3,2,6,3,1,0,0,0,1,4,3,1,2,0,0,4,1,4,4,2,0,12,6,0,3,2,1,0,0,4,10,0,1,4,1,2,4,3,2,0,0,2,6,5,0,0,5,0,4,3,4,4,1,2,1,3,2,3,4,3,3,3,4,1,6,3,4,0,2,2,2,3,0,2,0,3,0,0,0,2,2,0,3,4,2,3,4,3,2,2,3,5,0,0,4,4,5,0,2,4,3,0,4,3,4,5,0,4,4,2,2,0,1,0,6,0,1,1,4,2,3,1,5,4,0,4,2,5,3,6,0,4,15,4,2,4,0,14,6,0,0,4,2,3,4,3,1,0,0,2,2,4,0,3,5,5,5,4,5,4
dgu,12,11,8,13,0,10,12,7,13,13,4,12,6,0,0,12,0,1,13,3,3,13,12,5,7,13,10,13,9,0,5,11,13,4,13,12,0,1,0,11,7,0,9,0,7,8,7,14,8,1,7,8,8,6,4,1,12,8,12,0,8,0,7,1,13,0,0,1,0,8,3,0,5,11,0,14,13,0,0,11,0,9,1,13,1,12,7,0,4,1,0,0,12,10,8,12,12,11,2,8,0,7,10,13,5,5,13,0,14,12,9,0,11,1,0,14,0,8,0,2,12,6,9,13,13,11,11,10,13,10,6,0,13,7,1,7,0,8,8,9,5,6,8,1,12,13,6,0,0,0,11,12,8,0,0,11,6,0,7,0,5,0,13,5,7,12,6,3,13,0,9,11,10,3,10,14,1,9,8,3,4,0,11,11,0,0,10,0,0,10,14,13,7,10,9,15,7,0,2,11,0,8,6,10,11,5,14,5,14,0,6,14,1,13,10,14,4,1,9,10,5,7,9,12,13,4,0,3,5,0,8,0,19,8,12,0,1,14,0,11,8,7,13,4,12,3,6,5,10,14,0,9,12,9,0,11,11,9,13,3,13,11,4,0,1,4,3,9,10,11,0,12,9,11,8,12,13,0,1,1,10,0,9,0,14,8,14,10,0,2,12,11,0,0,0,11,14,1,12,5,6,1,9,14,1,0,13,14,14,7,12,11,11
djr,13,9,1,12,0,9,10,7,11,12,5,10,10,1,0,11,0,1,11,0,3,11,10,5,4,12,0,11,9,0,1,8,11,4,12,12,0,4,0,10,5,0,8,0,7,8,2,12,7,7,5,5,0,6,8,4,10,5,13,0,6,10,8,1,12,0,0,7,0,6,3,0,4,9,0,12,11,0,9,9,0,9,1,11,2,10,8,0,1,1,0,0,10,9,8,11,11,9,2,10,0,6,9,11,8,5,11,0,10,10,1,0,10,1,10,10,0,4,0,2,11,6,8,12,11,1,9,8,11,12,1,0,12,10,1,9,0,9,9,11,5,6,5,10,11,12,10,0,0,0,9,10,1,0,0,12,0,9,4,0,5,0,12,7,6,9,6,3,12,12,13,10,10,1,8,13,5,8,7,3,4,0,10,9,0,0,11,0,0,12,12,12,7,8,4,13,10,5,2,8,0,1,7,8,10,7,12,8,12,0,6,12,5,11,9,12,7,1,9,7,5,7,7,11,9,4,0,4,6,0,10,0,0,6,10,0,8,12,0,9,8,7,11,6,10,3,5,5,8,12,0,9,10,8,0,14,10,8,11,3,11,9,4,8,9,0,4,9,8,10,0,10,8,8,0,13,11,0,9,1,9,0,7,0,12,6,12,9,0,2,11,9,0,0,10,13,13,1,10,5,6,1,0,12,1,0,11,13,12,7,10,10,12
dlw,15,13,1,14,0,12,13,12,14,9,8,14,12,0,0,10,0,8,14,0,3,14,13,0,8,16,11,14,9,0,1,18,15,3,11,13,0,8,0,13,9,0,11,0,10,8,0,15,9,8,8,9,9,9,9,5,14,10,9,0,10,9,1,1,14,0,0,9,12,11,3,0,3,12,0,15,14,1,11,1,0,7,1,16,1,0,9,0,1,1,0,0,13,7,9,14,13,14,2,12,1,8,12,14,9,4,14,11,15,13,1,0,12,1,0,12,0,7,0,2,13,6,12,15,16,14,12,12,14,11,1,10,14,7,1,7,1,8,8,14,5,10,9,11,15,15,6,4,0,0,12,13,1,6,0,0,7,7,4,0,5,10,14,5,6,13,6,5,14,0,11,12,13,1,12,16,1,1,7,3,7,0,12,14,0,0,13,4,0,13,16,15,7,11,8,11,7,6,2,13,4,1,9,12,14,8,16,10,21,0,6,15,6,14,12,11,4,9,9,7,5,7,10,14,15,4,0,3,5,0,8,0,13,7,15,0,9,15,9,13,9,9,15,10,13,3,4,1,14,16,0,11,13,0,0,16,13,6,14,3,9,13,4,0,1,4,3,13,11,13,0,14,10,13,0,15,14,0,10,10,13,0,10,0,16,11,16,6,0,0,13,12,0,0,11,14,15,11,13,8,9,1,10,11,1,0,14,15,15,8,8,13,15
efq,17,16,1,17,7,13,16,8,19,8,10,18,14,7,0,13,0,1,19,0,0,17,18,6,11,17,12,15,16,0,7,15,16,5,14,16,4,1,1,16,11,0,13,0,12,12,9,18,11,1,10,6,0,12,5,7,17,11,15,0,12,17,1,7,19,4,0,10,14,12,6,0,7,15,0,20,18,0,13,12,0,1,1,19,0,16,13,0,1,2,5,0,16,11,11,17,17,0,3,14,0,4,18,17,6,0,17,0,17,19,12,0,14,5,14,17,8,10,0,0,1,9,14,17,19,1,14,13,18,15,7,8,0,1,1,14,0,1,11,17,5,1,11,14,17,17,7,5,0,0,19,15,1,7,0,16,0,5,1,0,9,0,0,10,6,17,1,7,18,16,17,9,15,1,15,20,1,12,0,4,8,0,17,15,0,0,17,3,0,15,18,18,1,5,5,17,14,0,1,0,6,1,10,8,17,12,20,11,19,5,7,19,1,18,16,16,9,13,0,12,11,12,15,16,20,1,0,0,0,3,12,0,16,0,16,8,11,21,1,16,11,12,18,11,16,0,1,1,16,19,0,14,15,11,0,19,17,12,17,7,1,16,9,10,10,0,1,14,6,14,0,17,12,14,9,18,17,1,12,12,1,0,12,0,19,13,18,13,8,0,7,15,0,0,12,17,20,14,14,12,5,1,14,18,9,0,20,17,17,11,17,15,18
