language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
agz,2,2,5,0,4,3,3,0,1,2,13,4,4,4,4,18,1,3,0,2,0,5,1,21,4,3,0,7,2,2,3,3,2,0,4,11,4,0,1,0,2,4,0,3,2,4,2,1,1,4,17,0,3,3,0,3,2,0,3,0,0,4,4,0,2,3,1,1,1,3,2,2,0,2,0,0,2,0,2,14,0,4,3,4,0,4,12,0,4,0,5,2,2,1,5,3,2,2,1,0,3,2,3,4,3,1,4,3,2,3,1,0,2,3,1,3,4,4,1,2,5,5,4,0,17,3,0,1,3,2,0,0,3,1,1,6,2,2,4,3,1,3,3,3,3,4,3,2,2,11,0,2,4,1,0,4,0,3,0,1,0,3,3,2,4,3,3,2,2,3,1,3,0,16,5,7,0,3,3,3,3,2,3,3,1,2,0,0,2,3,1,0,2,5,6,4,1,4,3,1,3,2,2,2,3,2,3,3,1,2,1,3,2,1,0,2,4,2,0,0,0,15,0,5,2,4,2,0,5,16,0,0,0,2,16,5,3,2,2,2,1,5,2,0,0,0,2,2,3,4,3,2,5,1,2,0,4,3,3,9,3,4,5,2,0,0,6,4,3,2,3,0,2,1,0,3,4,2,3,3,3,0,0,5,3,0,12,2,4,3,4,6,2,1,4,3,4,8,3,7,3,0,3,11,0,0,3,3,3,4,4,3,4
ahv,12,12,14,13,10,14,12,0,11,0,5,0,7,10,10,12,0,13,0,3,5,16,13,9,0,6,1,11,11,5,14,0,6,15,12,16,1,0,9,7,10,15,0,13,11,0,14,0,14,9,8,5,18,13,9,6,12,0,7,3,0,1,15,5,12,13,6,12,0,8,15,0,0,10,0,9,12,9,13,10,0,16,1,12,3,13,14,12,0,11,0,12,0,7,12,13,11,12,2,0,11,0,0,9,3,13,15,16,12,11,1,0,6,16,13,13,11,0,0,10,15,1,11,11,5,16,7,7,14,11,3,0,6,12,12,8,13,8,9,18,0,8,12,0,15,13,7,7,9,0,1,8,11,7,1,7,2,14,0,6,5,11,0,0,16,12,13,14,10,1,0,16,0,10,10,12,7,14,14,15,0,11,12,14,12,13,0,8,0,12,0,6,14,14,15,11,0,10,18,0,1,0,10,11,14,12,0,13,5,13,4,11,7,14,6,9,16,12,3,6,9,6,0,9,9,8,13,0,9,13,9,7,0,4,10,12,15,11,14,10,1,8,11,7,0,0,7,14,15,12,15,14,12,10,11,0,11,13,15,5,13,0,19,10,1,9,11,1,13,0,0,0,10,0,11,16,10,5,0,10,0,3,0,10,15,0,5,0,15,16,9,7,7,0,1,8,14,13,14,6,9,0,13,11,0,7,9,14,14,11,15,8,0
aiu,13,13,13,12,0,15,14,0,10,3,6,0,10,10,10,11,0,8,0,3,9,17,14,12,0,6,1,11,13,5,13,0,6,13,14,17,12,0,9,7,6,10,0,14,12,0,13,0,11,9,9,5,19,12,9,6,13,0,7,3,0,15,13,5,12,14,7,13,0,8,14,12,0,11,0,1,13,10,15,5,0,0,13,13,3,14,12,7,15,12,0,15,0,7,0,13,12,10,2,0,12,0,12,9,3,13,16,15,14,11,1,0,6,17,13,14,11,0,0,6,14,1,11,11,6,15,10,8,12,12,0,0,1,11,13,0,11,7,9,17,0,8,10,0,14,13,8,7,10,0,1,8,12,12,1,7,0,15,0,6,5,12,0,0,17,13,14,12,14,1,0,12,0,7,10,7,11,13,10,16,0,8,12,13,13,14,0,9,0,11,0,6,14,0,15,13,0,11,17,0,1,5,12,14,15,13,0,14,6,16,4,11,8,12,5,8,17,15,1,13,8,7,0,9,9,8,14,0,9,1,9,1,0,0,10,0,14,14,16,11,1,8,10,6,0,0,7,12,16,8,16,9,12,6,0,0,11,17,16,5,16,12,18,10,3,11,13,1,11,0,0,0,0,0,12,14,14,5,0,8,0,6,0,13,12,0,8,0,14,14,9,7,7,0,7,8,14,10,14,9,0,0,16,12,0,8,12,13,15,16,0,8,12
aiw,10,18,10,10,12,18,13,0,9,0,10,0,7,12,1,13,2,11,0,0,7,13,10,7,0,6,1,0,9,0,11,0,11,16,15,14,7,0,13,6,8,14,0,12,16,0,15,0,12,11,12,4,15,15,11,6,19,0,7,3,0,10,10,5,10,11,0,0,0,10,17,0,0,12,8,10,16,12,9,8,0,13,20,10,4,19,18,10,12,0,11,13,0,6,0,0,7,11,0,0,9,0,13,9,3,12,17,17,16,8,1,0,6,18,14,11,12,13,0,11,11,1,12,10,9,17,9,1,16,18,2,0,1,13,14,12,12,12,13,21,3,13,15,7,17,15,6,7,9,0,1,8,9,6,9,7,0,18,4,0,4,15,5,0,12,15,16,10,12,5,0,13,0,8,8,13,7,15,13,13,0,13,16,12,11,16,0,7,0,15,0,6,12,11,0,15,0,9,14,0,1,0,14,17,21,21,0,17,4,19,4,13,11,10,0,10,13,10,1,7,1,9,0,0,10,12,11,0,14,11,9,1,0,0,8,11,18,17,17,14,1,12,12,6,0,0,11,16,12,8,17,12,15,13,2,0,0,19,12,4,18,7,17,13,1,7,12,1,15,0,10,12,11,3,10,18,12,5,7,8,0,13,0,0,13,0,5,7,13,12,10,7,7,0,1,9,12,11,13,12,12,5,19,8,0,10,21,18,17,19,19,11,14
asu,8,9,11,7,9,10,11,0,5,0,2,0,8,9,9,8,0,9,0,0,6,10,7,5,0,0,1,7,10,0,1,0,7,9,9,16,0,0,10,5,7,12,0,10,9,0,9,0,9,8,6,0,8,9,7,7,9,0,8,3,0,11,11,1,8,9,0,7,0,6,9,9,0,8,5,6,10,1,10,6,3,11,10,11,0,10,9,7,10,5,9,10,6,6,9,10,9,8,0,0,7,0,10,1,3,10,1,11,7,9,1,4,7,10,9,10,9,11,0,7,9,1,9,8,3,11,6,5,9,8,0,0,1,7,8,10,9,3,9,13,0,9,20,6,10,10,4,6,7,5,1,9,8,0,1,8,1,10,0,0,2,8,0,5,10,9,8,8,0,1,3,10,0,6,0,8,8,9,11,10,0,1,10,10,8,9,1,1,0,8,0,6,10,9,13,12,0,7,9,4,1,0,8,2,10,7,0,10,2,10,4,9,4,9,0,5,11,7,1,8,6,3,0,8,7,7,9,0,10,10,10,1,0,0,6,9,10,16,2,8,1,9,8,1,0,0,0,9,10,10,10,10,0,7,8,0,2,10,10,3,10,8,14,8,1,5,1,7,8,8,0,11,8,0,7,10,10,6,5,0,0,4,0,9,10,0,3,0,10,10,0,9,0,0,1,2,10,7,11,5,6,0,10,9,0,0,1,10,10,12,11,12,9
bgn,3,4,1,4,13,4,5,0,0,0,16,1,13,5,6,1,0,19,0,0,0,6,3,0,1,4,0,5,4,0,0,1,4,4,0,1,0,1,4,0,3,6,0,5,4,6,4,1,5,5,2,1,12,5,1,2,4,0,5,1,1,6,6,0,0,5,2,5,2,16,4,4,0,3,0,1,4,2,4,2,0,6,5,5,0,5,4,1,1,4,2,5,9,6,2,5,4,4,0,0,5,2,5,4,1,0,6,5,4,1,0,0,1,5,4,5,0,7,2,0,4,0,6,2,0,6,3,0,5,4,0,0,2,3,3,3,18,15,0,11,0,8,21,0,5,5,2,1,16,1,0,0,5,3,3,1,0,5,7,0,0,5,1,4,5,20,21,4,6,2,0,5,0,2,6,2,0,12,5,5,1,4,9,1,2,4,0,2,1,16,0,2,5,1,4,5,12,5,5,0,0,1,4,4,5,18,5,5,0,5,1,5,2,4,2,0,0,10,0,1,2,11,0,1,9,0,4,1,1,6,6,2,0,0,0,2,5,4,4,4,1,0,0,3,0,0,4,4,5,0,5,4,1,3,0,0,14,5,5,9,5,1,6,5,0,4,2,0,5,3,6,1,16,2,16,5,1,1,1,4,0,0,0,4,5,0,0,1,6,5,6,1,3,0,5,5,0,2,5,16,14,3,5,3,0,4,0,5,5,6,6,4,0
chr,4,5,6,5,5,5,6,0,4,0,16,1,14,14,7,4,0,11,0,0,0,0,4,1,1,1,0,6,5,0,5,1,1,5,6,2,0,1,0,3,1,7,0,6,5,1,5,2,6,0,3,1,13,6,1,2,5,0,1,1,0,15,7,0,5,6,2,6,2,17,5,5,0,4,2,1,5,4,5,3,0,7,6,1,2,6,5,4,6,8,2,6,10,6,7,6,5,5,0,0,2,2,6,5,1,0,7,6,5,1,0,0,1,6,5,6,0,1,2,0,5,0,0,3,6,1,1,0,6,5,0,0,2,4,4,4,19,16,6,12,0,16,22,0,6,6,2,1,17,2,0,0,1,4,4,1,0,6,8,4,6,6,1,0,6,8,22,5,7,2,0,6,0,3,1,3,3,5,6,6,1,12,5,6,2,5,0,5,1,17,0,2,6,6,5,6,13,6,6,6,0,1,1,5,6,19,1,6,0,6,1,1,17,5,3,13,6,4,0,1,2,12,0,1,0,0,5,0,7,0,2,2,0,0,3,6,6,5,5,0,1,0,0,0,0,0,5,5,6,0,6,5,7,0,5,0,8,6,6,2,6,1,7,0,0,1,2,0,6,4,2,1,17,0,17,6,6,1,1,1,6,0,0,7,6,1,1,4,0,6,1,1,4,0,2,1,6,3,6,17,15,0,6,4,0,5,6,6,6,7,7,5,6
chu,0,0,2,2,1,1,1,0,1,0,1,2,2,0,2,0,0,1,0,0,2,1,17,19,2,2,0,2,0,1,1,2,13,0,3,0,2,0,18,2,0,1,0,1,0,2,0,1,3,2,0,0,1,1,14,0,0,1,2,1,0,2,1,2,1,1,4,3,1,1,0,1,0,0,6,2,0,3,0,0,0,2,0,2,1,1,0,2,3,1,3,1,1,1,3,1,1,0,0,0,1,4,1,0,2,3,2,0,21,2,1,1,0,1,0,1,2,3,1,1,1,3,2,10,15,2,2,0,1,0,0,0,0,0,0,1,1,18,1,1,0,0,1,2,1,1,2,0,0,9,0,1,0,1,0,2,1,1,5,2,0,1,1,0,1,2,0,0,3,0,1,0,0,1,2,0,0,0,1,0,0,0,0,2,3,0,0,0,0,1,0,3,1,3,1,1,2,2,1,0,2,0,0,1,0,0,2,1,0,0,1,11,0,2,1,0,1,0,0,2,0,2,0,2,1,1,0,0,4,2,3,3,0,1,1,3,1,0,0,1,0,2,1,0,0,0,1,1,1,1,1,0,3,19,1,0,2,0,1,8,1,2,2,1,0,19,4,3,0,1,1,0,1,0,0,1,2,3,0,0,1,1,0,1,0,0,2,0,2,1,3,2,1,0,3,0,1,19,0,1,7,1,0,1,0,1,19,1,0,2,1,1,2
cqx,6,7,8,20,6,7,8,0,5,0,18,0,0,8,8,6,0,7,0,5,3,8,3,3,0,0,1,7,7,4,7,5,5,7,18,5,5,0,7,1,4,0,0,7,7,8,6,3,0,1,4,0,6,7,3,1,7,3,6,2,0,8,8,1,6,7,0,2,0,5,7,7,1,6,3,3,7,6,7,16,2,9,7,6,0,8,7,5,9,0,7,8,5,5,1,8,0,6,0,0,3,0,7,6,0,7,8,8,22,6,1,2,4,9,7,8,6,10,0,14,7,6,14,5,1,8,5,2,7,7,0,0,1,5,6,7,6,1,8,5,0,5,6,4,8,8,0,6,5,4,1,5,7,10,5,6,0,8,2,1,0,20,0,0,8,6,6,7,9,1,0,8,0,4,0,5,5,7,8,9,0,6,7,8,0,7,0,1,0,5,2,5,7,0,8,9,4,1,8,0,1,4,6,7,9,5,6,8,10,9,0,6,2,6,0,4,7,5,1,5,7,1,0,0,16,5,6,0,0,7,12,6,0,0,4,7,8,8,8,7,3,6,6,4,0,0,5,7,8,6,9,7,8,2,0,0,6,8,9,1,8,5,9,8,1,2,9,5,20,5,7,5,5,0,5,0,8,0,4,6,4,11,0,18,8,0,5,5,9,8,7,12,5,4,1,1,9,5,8,18,16,0,8,7,0,0,5,8,9,9,10,0,7
crz,18,22,16,16,0,23,19,0,13,2,15,0,1,14,13,15,0,18,0,0,10,22,21,17,0,0,3,9,17,0,18,7,13,21,4,9,11,0,15,4,0,17,0,20,19,9,19,0,16,7,16,0,11,18,13,8,17,0,0,0,0,0,17,9,7,19,0,16,10,12,22,16,0,15,0,5,18,14,21,13,0,0,7,8,6,21,23,8,19,0,1,19,8,8,17,15,16,15,1,0,14,4,16,0,0,15,19,21,20,14,1,3,1,22,16,21,15,0,0,13,22,9,8,15,14,20,15,4,19,16,0,0,5,15,17,15,17,14,17,10,0,15,20,9,21,15,10,9,15,8,2,7,16,10,1,13,0,21,6,0,0,19,0,0,21,19,20,19,19,1,3,23,0,14,12,8,1,19,21,21,0,17,9,16,17,20,0,14,0,19,0,7,20,13,12,0,10,16,11,5,1,0,17,22,19,17,8,20,2,24,0,15,16,17,1,12,20,17,1,12,13,15,0,11,15,15,14,0,0,17,12,8,0,0,14,8,22,21,21,18,5,1,13,1,0,0,8,20,20,13,22,20,17,17,0,0,3,24,22,8,22,11,0,17,1,16,15,8,19,7,12,10,15,0,8,21,16,0,10,0,0,13,0,16,19,0,2,0,21,22,11,11,10,0,1,12,18,18,18,14,18,8,23,16,0,0,17,23,20,20,23,7,0
