language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
afg,8,11,5,2,5,9,2,0,7,8,5,0,7,10,13,0,13,5,0,10,7,7,5,8,0,10,0,9,5,0,10,0,6,3,10,14,7,12,7,7,0,7,11,11,0,15,14,18,9,12,2,0,6,6,8,0,0,7,13,6,0,1,0,2,3,4,11,8,14,8,0,10,9,0,4,11,0,4,20,12,0,1,7,7,14,0,4,8,4,0,9,0,0,0,11,1,11,11,8,8,0,0,1,0,0,3,3,4,7,0,17,10,1,2,14,13,7,4,9,9,20,8,2,10,15,9,1,8,9,7,10,6,0,11,0,11,11,0,3,10,17,0,0,0,7,1,0,0,8,2,0,0,7,5,0,3,0,9,3,2,12,11,0,11,12,7,10,10,0,10,3,12,6,0,4,0,11,1,3,1,9,11,1,5,10,17,10,3,13,10,8,10,20,0,9,1,6,12,0,0,1,9,8,0,0,11,2,0,3,9,10,0,8,9,0,0,9,12,0,12,0,0,0,1,1,0,11,1,0,0,1,7,0,0,12,11,1,1,8,11,9,12,7,1,2,0,10,0,0,5,0,3,3,10,5,0,3,3,2,2,11,0,11,1,12,7,0,0,0,2,8,10,6,3,1,8,11,3,0,3,8,8,9,11,2,11,1,8,3,12,0,6,0,15,11,1,6,4,8,7,11,9,0,1,15,5,0,9,12,15,12,6,0
afk,15,12,8,18,0,14,9,3,11,14,1,10,9,12,21,3,20,0,0,13,11,8,8,11,3,12,0,17,1,0,12,9,7,6,13,7,13,20,9,10,0,10,21,2,0,4,4,2,14,15,6,0,0,1,9,1,0,13,0,10,0,2,0,11,8,0,15,12,17,18,0,14,12,4,1,19,5,6,12,16,10,0,0,10,10,0,11,1,0,11,8,7,0,0,19,0,19,17,0,0,0,7,0,3,0,6,11,0,10,6,10,0,9,8,21,22,13,7,15,12,18,0,5,14,23,15,14,11,17,10,19,12,0,18,0,14,15,10,7,13,5,0,5,0,11,0,0,0,13,2,0,3,9,2,0,4,0,17,0,0,1,14,1,0,15,0,13,19,0,17,1,14,8,0,14,2,14,0,11,6,12,15,14,12,13,11,13,0,0,15,17,17,18,2,13,4,9,21,8,0,0,10,16,0,0,18,5,1,0,19,14,0,16,19,3,2,14,20,0,14,0,0,0,0,4,1,22,0,3,10,9,8,4,12,3,15,0,5,18,12,12,16,1,0,12,7,13,0,0,9,0,0,12,13,8,6,16,0,5,7,15,13,16,7,14,11,20,0,1,6,15,14,0,1,3,12,20,4,17,11,4,18,18,15,5,14,0,13,7,19,0,10,0,17,22,8,11,9,1,17,15,12,2,12,5,11,0,12,19,5,8,14,4
afw,14,14,7,11,2,13,6,1,10,13,7,9,1,11,15,0,16,1,0,12,10,10,7,10,0,0,2,12,1,0,0,1,7,5,8,2,12,14,4,9,0,9,13,12,0,3,3,11,13,14,5,0,9,9,11,0,0,8,7,8,0,0,0,8,7,0,13,7,16,11,0,13,11,3,11,13,0,0,11,15,9,11,7,9,9,0,10,1,10,8,1,6,0,0,13,0,15,15,11,18,0,0,0,8,0,0,7,6,9,0,9,2,8,0,16,15,12,6,14,11,15,9,0,13,16,14,7,10,11,8,12,10,0,13,0,0,14,9,5,12,3,0,3,0,10,0,6,0,12,2,0,0,8,1,0,4,0,10,0,2,3,13,1,0,14,0,12,13,4,0,1,10,7,0,7,2,13,3,10,5,11,14,9,8,12,10,12,0,15,14,12,13,11,0,12,3,11,14,6,0,5,0,10,1,0,13,2,1,5,12,12,0,12,13,0,1,0,14,5,13,0,1,1,0,0,12,15,14,0,9,8,10,0,1,7,14,0,0,12,15,11,14,9,2,4,5,16,0,3,1,0,0,10,12,7,1,10,0,1,0,13,12,15,0,2,10,21,0,0,0,13,0,9,5,0,10,13,4,11,0,0,12,12,10,4,13,3,12,7,14,0,9,0,3,16,7,9,7,0,9,13,11,0,11,4,10,0,11,13,17,2,9,0
bno,18,17,14,17,5,18,0,0,1,19,1,14,13,1,19,5,19,10,0,15,8,14,11,14,0,14,0,16,4,0,16,1,7,1,19,3,15,15,14,12,0,13,20,17,0,8,6,13,17,19,1,0,11,1,9,0,0,11,0,9,0,3,0,8,11,1,14,16,22,17,2,18,15,6,13,17,5,0,17,19,14,14,0,13,14,6,0,11,15,10,1,9,0,7,18,0,18,16,15,13,4,0,0,0,0,8,0,0,13,5,12,14,0,10,20,21,17,9,18,16,9,12,0,18,22,18,11,14,15,13,18,0,0,0,0,19,17,11,9,17,8,0,9,4,15,10,0,0,15,2,0,0,9,3,0,9,0,16,0,0,7,19,3,14,19,4,16,18,0,16,7,19,9,0,10,5,18,0,14,0,15,19,13,14,16,14,18,0,19,18,16,4,17,2,16,6,9,19,7,0,0,9,15,0,0,17,6,1,9,18,17,0,4,16,0,0,1,19,0,17,0,0,0,0,6,1,21,16,0,15,13,15,7,1,7,18,0,8,17,18,12,19,1,0,11,6,17,0,0,12,0,0,15,17,10,0,14,0,1,0,19,17,19,0,17,15,19,0,0,0,18,17,0,7,0,15,18,5,15,15,6,16,16,17,7,17,0,14,7,18,0,12,0,22,20,0,13,11,0,14,18,0,3,15,8,13,0,16,17,21,7,12,6
brv,12,14,7,11,2,12,6,1,10,13,7,9,1,11,15,0,16,1,0,12,10,10,7,10,0,0,2,13,1,0,0,1,7,5,8,2,11,14,4,9,0,8,14,12,0,3,3,10,12,14,5,0,9,3,11,0,0,8,7,8,0,0,0,8,7,0,13,7,16,12,0,12,11,3,10,13,0,0,10,15,9,11,7,9,9,0,10,1,10,9,1,6,0,0,13,0,14,15,11,8,0,0,0,8,0,0,12,6,9,0,9,2,8,0,16,16,12,6,13,11,14,9,0,13,17,14,7,10,11,8,12,11,0,14,0,0,13,8,5,12,3,0,3,0,10,0,6,0,12,2,0,0,8,1,0,4,0,10,0,2,3,13,1,0,14,2,12,13,4,0,1,10,7,0,7,2,13,3,10,4,11,13,10,8,12,10,12,0,15,14,12,13,11,0,8,3,11,15,6,0,5,0,10,1,0,13,2,1,5,12,13,0,12,13,0,1,0,14,5,11,0,1,1,0,0,12,15,14,0,9,8,11,0,1,7,14,0,0,12,17,11,15,9,2,4,5,16,0,3,1,0,0,10,12,6,1,10,0,1,0,13,12,15,0,2,10,3,0,0,0,13,11,9,5,0,10,13,4,11,10,0,11,12,10,4,13,3,10,7,14,0,9,0,24,16,7,9,7,0,9,14,11,0,11,4,10,0,11,13,17,2,9,0
byz,8,11,5,2,5,9,2,0,7,11,5,0,7,10,13,0,12,6,0,10,7,7,5,7,0,10,0,9,5,0,10,0,6,3,10,14,7,13,6,3,0,7,11,10,0,15,14,17,9,12,2,0,6,6,8,0,0,7,12,6,0,1,0,2,3,4,11,9,13,7,0,10,9,0,8,11,0,4,20,12,0,1,7,6,14,0,4,8,4,0,9,0,0,0,8,1,11,11,9,8,0,0,1,0,0,3,3,3,7,0,18,10,1,2,13,11,7,4,11,8,16,7,2,10,14,9,1,8,9,7,10,6,0,11,0,12,11,0,2,10,17,0,0,0,7,1,0,0,10,2,0,0,5,4,0,3,0,9,3,2,12,11,0,1,10,7,9,10,0,10,3,11,6,0,5,0,11,1,3,1,9,8,1,6,8,17,9,3,12,12,8,9,21,0,10,1,6,12,0,0,1,13,8,0,0,8,2,0,3,9,9,0,10,11,0,0,9,10,0,12,0,0,0,1,1,0,13,1,2,0,1,3,0,0,16,12,0,1,8,11,9,11,8,1,2,0,7,0,0,5,0,3,3,9,0,0,3,3,2,2,11,0,12,1,11,7,0,0,0,2,11,10,6,3,1,8,11,3,0,3,5,8,10,12,2,8,1,8,3,12,0,6,0,13,14,1,6,4,8,7,10,7,0,1,15,5,0,9,11,14,12,6,0
cdz,20,12,8,12,0,14,10,3,11,14,1,10,15,15,16,3,21,8,0,13,11,8,8,11,3,15,0,14,1,0,17,1,7,6,13,4,13,16,9,10,0,10,15,19,0,4,4,2,14,15,6,0,0,10,9,1,0,0,14,10,0,2,0,8,8,0,15,17,23,19,0,14,12,4,1,20,5,6,12,21,10,0,0,10,10,0,11,12,0,11,1,7,0,0,4,0,16,12,0,15,5,7,0,9,0,6,11,0,16,6,14,0,9,8,22,23,13,10,15,12,19,0,5,20,24,15,15,11,12,10,13,12,0,19,0,14,15,10,7,13,9,0,10,0,17,0,0,0,10,2,0,3,9,2,0,4,0,12,0,0,1,20,1,0,15,0,18,14,0,12,1,14,8,0,9,2,14,0,11,7,12,20,11,9,13,11,19,0,0,15,13,14,12,2,18,4,9,22,8,0,0,10,11,0,0,15,5,1,9,13,19,0,17,20,3,2,11,21,0,19,0,0,0,0,4,1,16,0,3,10,9,8,8,10,3,15,0,5,13,12,12,22,1,0,12,7,13,0,0,9,0,0,12,18,8,6,12,0,5,9,15,13,16,5,19,16,14,0,1,6,15,18,0,1,3,16,14,4,2,16,4,19,13,15,5,14,4,16,11,20,0,10,0,23,23,8,11,9,1,11,19,12,2,12,5,11,0,17,14,22,4,10,4
cho,6,0,3,3,1,5,2,0,3,3,0,4,4,7,4,0,5,0,0,4,4,0,4,5,0,7,0,5,1,0,3,3,5,2,3,11,1,5,16,0,0,2,2,2,0,12,11,2,1,4,2,2,1,0,4,0,0,3,5,1,0,1,0,4,14,0,5,10,5,1,0,4,5,0,5,4,0,2,5,4,5,5,5,1,12,4,6,4,7,3,4,3,0,0,5,1,6,5,5,2,1,3,1,0,0,0,2,0,2,3,6,6,1,4,3,3,3,3,3,9,4,1,1,6,4,6,3,4,6,3,5,0,0,6,0,8,7,4,6,4,12,0,7,0,0,5,0,0,4,5,0,0,0,0,0,11,1,4,0,0,8,4,0,6,5,0,5,5,7,5,0,3,4,0,18,0,2,0,6,1,2,4,10,3,3,6,5,1,6,4,4,0,5,3,2,1,2,5,0,0,2,3,1,0,0,5,6,0,8,6,3,0,5,6,0,0,2,5,0,5,0,0,0,0,1,4,6,4,1,3,3,0,0,4,10,2,1,9,5,7,5,5,6,0,6,0,4,0,0,0,0,0,6,5,0,0,7,0,0,2,5,2,0,2,4,6,5,0,0,0,3,6,0,1,1,5,5,0,5,0,2,2,4,5,1,5,1,5,0,4,0,3,0,6,4,14,0,6,1,18,2,5,0,6,12,2,0,5,5,6,3,3,0
cju,13,15,0,13,1,15,7,3,8,15,8,11,9,13,8,4,15,9,0,7,3,11,9,12,0,13,0,15,1,0,13,7,9,1,14,5,14,17,10,0,0,11,16,13,1,5,6,12,15,16,7,0,0,8,12,0,0,9,8,1,0,2,0,9,9,0,16,13,18,13,1,15,13,3,0,14,5,0,13,17,11,0,0,11,11,6,12,9,12,12,6,0,0,0,14,1,9,13,12,3,0,0,0,10,0,5,0,0,11,5,11,11,0,0,17,17,14,8,16,13,20,10,0,15,18,16,9,12,13,11,14,13,0,15,0,15,0,6,8,14,6,0,6,0,12,0,7,0,12,3,0,0,6,1,0,5,0,13,4,0,4,15,1,13,16,3,14,15,4,13,5,15,1,0,8,2,15,0,12,0,13,16,12,10,14,12,14,0,16,16,14,15,13,2,14,2,12,16,9,0,6,11,12,0,0,16,0,1,6,14,15,0,13,14,4,0,2,15,0,15,0,0,0,3,3,10,17,15,0,11,10,12,5,1,4,16,2,6,14,13,13,17,1,0,13,8,14,0,0,10,0,0,13,14,4,0,11,0,6,8,14,14,17,0,15,12,15,0,0,0,16,12,0,6,0,13,15,4,13,12,4,13,14,14,6,15,0,11,9,15,0,0,0,18,17,9,10,8,0,12,14,13,0,13,6,12,0,13,15,19,5,11,4
der,0,6,11,7,1,3,2,0,3,6,2,3,5,5,6,0,7,0,0,3,0,4,1,1,0,5,0,3,1,0,5,0,3,2,7,8,6,7,12,5,0,3,5,5,0,14,9,3,6,6,3,0,1,3,2,0,0,0,4,4,0,1,0,6,16,0,3,5,6,3,0,6,3,0,6,6,0,3,6,6,6,7,3,5,2,0,4,0,6,4,5,2,0,3,7,2,3,6,4,4,0,0,0,4,0,0,4,0,0,0,0,2,1,5,5,4,6,2,5,5,6,4,1,3,5,7,5,5,5,4,4,3,0,8,0,5,8,5,11,5,2,0,3,5,6,7,0,0,2,5,0,0,4,0,0,0,1,5,0,0,9,6,0,1,2,0,7,2,0,6,0,6,4,0,15,0,4,0,3,1,5,2,4,2,4,7,0,1,7,6,6,6,3,0,5,1,3,2,0,0,0,7,5,0,0,7,6,0,1,4,0,0,8,7,0,0,8,7,0,6,0,0,0,0,1,4,3,4,2,5,5,0,0,5,10,6,1,7,3,8,7,6,4,0,3,0,5,0,0,0,0,0,4,6,3,0,5,0,0,2,2,4,4,0,2,6,7,0,0,0,5,3,0,1,1,4,7,0,2,7,3,6,5,2,4,3,1,0,0,6,0,2,0,4,6,15,0,5,4,3,4,6,0,3,13,4,0,0,7,4,3,5,0
