language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
abn,22,20,8,7,7,0,0,1,0,0,20,20,18,21,17,20,18,16,20,11,22,19,19,8,3,20,20,19,23,7,19,0,13,0,1,21,10,1,10,21,19,11,0,23,0,1,6,19,8,13,11,0,0,11,0,22,23,0,4,0,6,17,0,17,15,8,22,6,8,0,19,9,8,23,21,17,0,7,0,20,22,15,8,20,22,0,0,14,0,22,18,13,22,18,21,12,22,1,20,23,0,20,20,0,19,14,18,16,19,19,17,4,0,19,19,15,2,16,0,21,16,0,0,7,0,1,0,20,16,15,2,8,7,1,0,21,0,22,17,8,1,18,12,11,13,18,18,19,19,20,18,0,15,0,23,2,15,1,0,23,0,16,16,17,16,4,22,0,11,14,19,0,14,0,0,0,7,15,13,20,23,2,11,19,10,12,10,2,12,1,9,7,19,18,22,6,19,14,8,12,5,16,8,0,10,23,0,19,0,7,12,17,1,10,1,8,0,0,1,22,23,19,17,22,18,23,19,15,15,1,17,12,0,17,19,7,14,22,11,0,23,16,0,17,18,19,0,17,0,13,17,0,4,6,21,20,16,0,0,0,17,0,20,22,20,20,14,19,16,10,15,0,22,0,1,14,20,16,13,1,17,9,15,18,19,15,15,8,14,0,5,19,0,0,10,21,0,14,0,0,10,19,21,15,9,23,20,16,16,23,17,22,7
adh,8,4,0,6,0,2,6,0,0,1,6,8,7,8,8,8,0,5,7,6,8,4,10,0,2,6,8,8,8,1,5,0,2,0,0,5,8,0,5,8,9,3,0,8,1,20,0,4,7,2,2,0,0,16,0,7,5,0,0,0,2,14,5,0,7,3,8,1,7,8,0,0,0,8,8,7,0,1,0,6,8,16,12,21,8,0,1,5,0,6,5,7,8,0,8,4,8,2,3,8,5,7,6,0,9,5,8,8,8,21,8,0,3,5,8,4,0,6,0,7,21,0,2,5,8,0,0,5,5,7,3,4,2,4,1,8,3,4,5,0,0,6,18,0,7,8,8,4,7,7,3,0,1,1,8,14,19,0,0,8,0,6,6,7,4,2,5,3,3,5,8,4,9,1,0,0,4,7,1,7,5,0,0,4,12,0,5,4,6,0,4,6,5,4,7,1,21,18,0,6,6,7,0,0,15,8,6,9,1,17,2,7,6,4,2,22,0,0,0,7,8,7,1,5,5,9,4,6,4,5,6,0,2,5,6,5,3,8,0,0,6,3,17,7,6,5,1,5,3,4,2,3,0,1,6,5,6,0,0,7,10,0,8,6,8,5,2,4,17,0,4,0,7,0,7,6,6,4,0,4,8,2,1,1,7,4,1,3,5,1,15,7,0,8,5,4,4,0,1,2,7,0,6,3,0,9,9,6,6,5,4,7,5
agk,1,3,5,3,1,0,0,0,0,0,2,1,2,2,0,3,4,2,1,1,3,0,5,4,0,3,3,3,2,0,1,0,0,1,0,1,3,2,2,2,3,2,0,1,1,0,2,1,2,4,1,1,0,13,0,1,2,1,0,0,0,0,2,3,3,2,2,4,3,3,3,2,1,2,2,3,0,0,0,1,2,3,3,1,2,0,1,4,1,1,1,5,3,1,2,1,2,4,2,2,1,3,1,0,4,2,2,12,1,2,3,0,5,2,3,0,0,1,0,3,2,0,0,1,2,0,4,2,4,5,0,1,1,1,1,2,1,2,2,0,0,3,0,4,4,1,2,2,1,2,2,1,3,2,2,12,3,0,0,2,0,3,4,2,3,0,1,1,1,3,1,17,0,3,0,3,0,3,2,3,2,2,2,0,3,0,0,2,2,4,15,2,4,2,2,2,3,1,0,13,6,3,0,3,1,2,3,3,0,4,0,2,0,2,4,20,0,0,4,1,2,3,2,1,3,2,2,2,1,1,3,2,8,3,2,3,16,2,1,0,1,0,2,2,2,22,2,3,1,0,4,0,0,2,22,1,0,0,0,10,3,0,1,2,2,4,1,20,2,0,3,0,1,0,0,2,3,2,3,8,0,2,1,3,1,3,1,1,1,1,2,2,1,4,1,2,2,1,4,0,7,2,2,7,3,2,3,3,3,2,16,2,3
alq,4,18,8,2,1,2,2,0,0,0,21,2,0,4,3,4,5,15,3,4,0,3,2,1,0,4,2,1,4,0,4,1,2,0,0,4,0,0,3,4,0,1,0,4,2,5,0,3,0,3,10,1,0,1,0,3,4,1,1,0,0,1,3,4,4,1,0,9,2,1,4,3,0,4,0,2,0,0,0,3,0,5,2,3,5,0,1,3,1,4,4,2,0,2,4,6,4,3,1,4,4,0,3,0,5,4,0,4,4,4,4,7,2,4,4,1,0,2,0,0,4,0,0,3,4,0,2,4,2,4,10,1,3,1,1,0,1,3,4,0,0,5,1,2,2,3,0,0,3,3,0,0,2,3,4,3,18,0,0,4,0,4,5,0,1,0,3,1,1,1,4,3,2,2,0,4,2,12,4,0,4,0,3,1,2,1,0,2,4,1,1,3,3,20,3,0,1,0,0,2,1,4,0,2,2,4,1,5,0,5,3,3,4,3,3,2,1,1,0,3,4,4,0,14,1,4,0,4,2,3,4,4,9,2,3,2,1,4,2,0,4,1,3,3,3,1,1,1,0,3,5,0,0,0,2,3,0,0,0,1,6,0,4,13,0,3,16,1,5,3,1,0,3,0,5,3,5,3,1,2,5,1,2,5,3,1,0,2,14,2,3,3,0,3,4,3,0,2,2,0,3,6,0,2,0,0,5,1,1,0,19,0,13
bdv,12,10,7,0,0,0,7,2,0,0,11,10,2,14,9,10,1,6,10,13,13,9,16,14,0,12,10,9,13,3,23,4,5,0,0,11,13,0,11,11,13,6,0,10,1,2,0,9,10,10,8,1,0,3,0,12,13,3,3,0,9,8,7,8,9,7,11,0,11,13,10,6,0,13,11,21,1,0,0,10,13,0,4,7,9,1,1,7,0,12,9,1,13,7,23,6,14,7,8,13,9,9,8,0,11,7,12,0,12,10,10,0,1,13,10,8,0,10,2,12,18,0,0,11,13,0,1,13,10,10,4,0,0,1,0,12,5,12,20,0,0,9,5,1,8,20,13,21,5,16,6,0,10,0,13,3,9,0,0,13,0,11,0,6,17,1,10,1,4,5,12,6,2,7,0,12,6,2,5,1,13,0,8,11,4,6,0,0,15,2,0,9,13,6,12,0,10,5,0,17,8,15,0,7,5,13,8,14,0,8,5,21,7,1,5,12,0,4,2,12,13,9,2,12,8,13,9,9,0,4,8,14,4,21,10,9,7,13,12,0,13,9,6,4,9,10,4,10,7,12,9,0,1,0,11,11,11,0,0,1,14,1,12,11,9,11,20,9,7,6,8,0,12,0,2,9,12,8,0,1,11,5,8,10,12,8,8,1,6,4,10,12,1,11,13,9,5,6,12,0,5,17,11,18,4,13,11,18,9,13,10,12,12
bny,5,6,3,5,2,0,4,0,0,1,5,6,5,5,6,7,6,3,6,15,7,6,8,6,0,5,7,0,6,2,7,0,4,0,0,15,7,0,6,7,7,5,0,6,3,19,3,6,6,5,4,0,0,2,0,5,7,2,0,0,3,4,6,5,1,4,6,11,16,6,5,3,0,6,5,5,0,2,0,4,7,7,10,5,6,0,1,1,0,5,7,0,6,0,6,0,5,5,5,7,7,6,6,0,8,15,6,5,7,6,6,0,3,7,6,3,0,4,0,5,19,0,0,0,7,0,0,7,6,2,2,1,4,3,1,6,0,6,5,2,0,7,16,6,6,6,6,19,5,5,5,0,5,1,6,13,5,0,0,6,0,7,8,5,5,0,6,2,2,7,6,1,0,4,0,5,3,5,1,6,7,0,5,6,1,4,0,0,5,2,3,5,7,22,6,1,6,17,0,4,2,1,0,4,13,6,11,7,0,16,1,5,5,0,2,4,0,2,0,5,6,5,4,3,4,7,6,5,3,0,5,6,3,7,5,1,2,6,5,0,7,5,15,6,1,4,1,4,2,0,7,0,0,3,8,6,5,0,0,2,8,0,7,4,5,7,7,3,12,0,6,0,5,0,6,1,8,6,4,1,7,0,4,7,5,5,1,1,14,1,14,5,3,6,7,6,1,0,6,0,1,4,4,5,0,7,8,8,4,7,2,6,0
bsu,7,7,4,0,0,0,0,0,0,2,3,7,6,7,7,5,7,0,4,5,5,7,9,0,1,6,5,7,7,1,8,0,2,2,0,5,5,0,7,5,8,3,0,7,5,18,0,4,4,2,2,0,0,15,0,6,8,0,0,0,2,14,5,0,6,5,7,1,6,7,0,6,4,7,6,6,0,1,0,5,6,15,11,6,7,0,1,5,0,6,5,0,7,5,7,0,7,2,6,5,5,5,4,0,7,5,7,7,5,20,7,0,3,8,7,4,0,5,0,6,20,0,3,4,5,0,0,8,7,7,4,4,2,4,1,7,2,7,7,3,3,6,17,0,1,7,7,6,6,6,3,0,1,4,7,0,10,0,0,7,0,6,6,7,6,2,7,3,3,8,7,4,10,1,0,0,4,6,1,6,8,0,0,7,7,0,2,0,8,0,4,1,8,3,4,1,20,15,0,5,13,6,0,0,14,7,4,8,0,0,2,6,3,4,2,21,0,0,0,6,7,6,5,4,7,8,7,4,4,13,0,7,2,8,4,6,3,7,1,0,8,3,16,4,4,2,1,5,0,4,2,3,0,1,5,7,3,0,0,7,9,0,5,5,6,5,2,2,0,5,4,0,6,0,3,5,6,4,5,4,6,2,5,1,6,4,4,3,5,3,16,6,0,9,8,7,3,0,19,1,7,0,5,3,0,8,6,9,5,8,3,4,0
cnw,5,8,0,0,0,0,5,0,0,1,3,0,3,9,4,9,8,0,4,7,9,4,6,0,1,8,9,0,9,1,9,0,2,0,0,7,5,0,5,5,5,3,0,9,1,18,0,4,4,7,2,0,0,0,0,8,9,0,0,0,2,14,5,7,5,6,19,1,0,4,0,0,2,9,7,8,0,1,0,7,9,17,0,6,0,0,1,5,0,8,5,0,9,6,9,4,9,2,3,9,5,8,7,0,3,5,4,9,5,22,2,0,3,9,8,6,0,5,1,8,22,0,2,6,5,0,0,9,5,7,0,4,5,4,1,4,2,8,8,0,0,8,19,0,1,4,4,7,7,8,3,0,7,1,9,14,16,0,0,9,0,8,6,7,7,2,8,3,3,9,9,4,11,5,0,7,4,1,1,5,9,0,0,4,12,15,4,0,6,0,4,1,9,5,8,1,4,19,0,7,6,8,0,5,0,9,4,6,0,18,2,8,3,4,2,23,0,3,0,8,9,8,1,6,5,5,8,4,4,14,7,8,2,9,4,5,3,9,0,0,9,3,18,4,7,6,1,5,0,6,2,3,0,1,7,4,7,0,0,7,7,3,8,7,7,8,4,5,18,0,4,0,8,0,3,7,6,7,5,4,6,3,1,8,8,6,5,3,4,1,15,8,0,7,9,8,3,0,1,7,7,13,7,3,0,5,10,6,7,9,5,8,4
djl,13,12,13,0,0,4,10,0,0,0,12,14,11,15,3,14,11,0,11,16,16,11,12,10,0,13,15,11,14,0,11,0,9,0,0,12,15,0,15,13,15,0,0,14,7,9,0,12,15,12,9,1,0,7,0,13,14,5,5,0,0,5,8,3,10,11,12,3,14,15,14,5,0,14,12,9,0,3,0,12,14,11,13,12,13,0,4,9,4,13,12,15,15,10,13,7,15,8,12,14,10,13,12,0,12,6,13,10,13,11,11,8,6,14,13,11,0,12,3,22,8,0,5,13,15,0,3,15,0,0,0,6,1,0,0,13,0,13,10,6,4,11,6,1,10,9,14,10,15,12,11,0,0,6,14,8,11,0,0,14,0,12,11,8,9,6,15,5,7,16,0,1,0,6,0,14,8,13,6,11,14,0,9,13,7,5,8,6,16,2,12,0,1,9,13,0,12,6,6,18,9,10,0,9,6,14,6,10,0,12,8,9,11,5,0,13,0,0,7,14,15,12,10,15,11,14,13,11,9,7,12,15,0,0,12,10,8,14,6,0,16,11,5,11,13,11,0,11,0,14,10,4,2,0,12,12,13,0,0,5,15,1,14,12,12,0,5,10,10,12,10,0,13,0,2,11,13,11,8,6,13,7,0,14,14,10,9,1,9,6,11,13,5,9,18,12,0,7,13,2,6,8,12,6,8,14,16,5,12,14,11,14,14
dlo,6,5,2,4,1,0,3,0,0,1,4,5,4,6,5,6,0,4,5,22,6,5,7,5,0,7,6,6,5,2,6,0,3,0,0,6,6,0,4,6,6,4,0,5,4,17,3,5,5,6,3,0,0,5,0,4,6,8,0,0,0,3,6,6,1,0,5,0,5,5,6,0,3,5,4,4,0,1,0,3,5,6,9,4,10,0,1,6,0,7,6,6,5,0,5,0,6,2,4,6,6,4,5,0,6,6,5,6,6,5,5,0,3,6,5,5,1,4,0,4,18,0,0,17,6,0,0,6,1,8,9,1,4,2,1,5,0,5,6,0,0,0,15,0,1,5,5,5,4,4,4,0,6,1,5,5,4,0,0,5,0,2,7,4,16,0,4,4,2,6,5,5,0,4,0,6,5,4,1,11,6,0,4,5,1,3,0,3,7,2,5,4,6,21,5,1,5,16,0,3,6,5,2,8,12,5,5,0,0,15,4,4,3,0,2,3,0,0,0,4,5,5,4,2,6,6,5,0,5,0,0,5,1,6,1,14,4,5,4,0,5,4,14,5,5,3,1,6,0,5,6,0,0,1,4,5,4,0,0,2,1,0,6,3,4,6,3,15,6,4,5,2,4,0,6,1,7,5,4,1,6,0,1,6,4,1,3,4,4,1,14,4,3,5,6,5,1,5,5,0,1,7,3,4,0,6,7,7,4,6,1,5,4
