language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
adj,0,3,2,6,4,16,1,5,3,3,7,10,7,4,1,0,1,0,0,6,0,1,7,23,0,6,2,3,6,1,0,5,4,7,12,1,3,5,0,18,2,3,7,5,3,0,0,3,2,7,7,5,16,4,2,7,5,2,3,20,2,2,1,4,6,1,6,3,2,5,5,5,0,4,1,18,0,3,0,5,6,7,3,8,0,4,3,6,8,4,2,2,5,2,6,5,2,2,0,3,7,1,0,5,1,3,0,0,6,6,1,6,2,17,4,4,5,4,5,4,4,5,3,2,3,6,5,2,9,1,0,4,7,0,2,15,2,5,1,0,5,0,5,0,7,1,0,1,2,5,0,2,18,0,0,1,2,20,4,4,3,6,2,2,6,0,2,1,7,4,5,1,2,0,0,2,6,4,19,5,5,7,4,5,19,3,6,2,3,1,4,3,6,19,11,3,2,1,5,2,4,5,1,5,6,2,0,8,6,7,3,0,5,7,1,6,20,18,6,2,6,3,2,1,17,16,6,2,6,0,5,19,3,5,8,7,4,6,4,0,1,15,2,3,13,2,0,1,13,0,5,1,1,3,0,2,0,2,2,1,3,0,6,0,6,0,0,1,0,0,6,3,2,1,6,0,5,4,5,6,3,2,4,19,3,5,3,4,5,3,0,3,7,13,4,0,2,4,10,6,3,6,4,3,0,0,4,3,1,4,3,3,4
ano,1,2,1,4,2,3,2,2,2,1,3,0,2,11,4,0,5,0,0,3,1,5,5,3,0,3,3,3,3,0,0,2,1,4,10,4,2,0,0,2,1,4,3,2,0,0,0,18,3,3,3,2,1,1,6,4,2,0,2,2,0,3,0,0,1,3,5,19,3,3,1,4,1,0,11,4,0,1,2,2,5,5,4,4,3,1,2,4,2,6,1,1,1,1,4,3,12,14,0,1,5,0,0,2,0,1,0,0,3,3,0,4,12,2,1,6,3,2,2,10,1,1,0,3,2,1,3,18,0,18,13,1,4,4,0,13,11,1,14,0,3,2,2,13,2,0,0,3,1,3,0,4,15,0,2,0,0,3,2,0,2,2,0,1,4,0,1,7,1,0,1,2,8,0,0,1,2,3,1,2,1,4,2,1,17,4,3,1,2,2,9,2,1,2,9,1,4,3,3,4,2,4,2,1,4,2,0,2,1,4,1,2,2,4,16,4,3,1,4,4,4,13,0,2,3,14,3,3,15,0,3,3,2,3,5,5,2,2,1,0,1,13,2,13,4,0,1,0,3,0,2,6,4,4,5,4,0,4,1,3,0,0,4,0,1,0,4,17,7,0,2,1,1,3,3,5,1,6,2,4,2,4,2,4,2,1,2,2,1,7,1,2,4,3,0,0,1,0,1,4,2,3,2,2,2,0,0,1,1,1,2,2,2
bck,0,15,0,14,12,10,4,7,5,13,13,11,9,19,8,0,14,0,0,17,0,16,16,14,0,15,7,11,14,4,0,15,14,23,3,16,8,15,5,11,13,11,11,13,4,0,2,12,13,11,10,10,10,9,7,18,0,7,4,13,0,8,15,16,11,0,16,12,7,19,11,14,9,16,6,11,0,6,6,17,16,16,16,17,15,0,2,16,8,10,13,3,9,13,16,10,8,10,0,5,17,4,11,0,5,13,0,0,15,10,4,17,8,11,10,0,15,9,10,12,14,15,9,14,6,17,3,11,5,12,10,13,17,7,8,8,2,10,10,0,9,3,15,8,0,6,0,5,9,15,0,10,7,3,4,0,0,8,7,6,4,10,3,2,11,0,2,1,11,10,14,6,13,0,0,16,15,14,11,16,16,12,12,20,3,17,17,0,8,7,6,0,16,7,15,6,13,10,10,1,8,14,12,9,16,7,3,12,17,15,8,0,10,10,11,13,12,9,12,11,16,4,3,0,11,9,8,8,19,0,10,11,8,14,18,11,8,22,8,0,0,4,3,5,7,0,3,4,0,6,9,0,17,14,0,10,0,6,5,12,12,4,11,7,16,0,14,6,7,8,17,14,6,7,16,0,14,13,11,15,0,0,0,12,0,8,8,13,17,13,0,11,22,9,4,0,9,12,8,17,1,16,0,5,8,2,0,13,7,15,8,6,9
bgw,6,16,6,17,13,13,1,11,8,11,14,6,16,9,6,0,15,0,0,19,0,18,19,17,0,17,6,12,16,3,4,17,15,17,4,18,12,10,9,14,14,12,0,16,6,0,0,14,15,17,13,14,6,16,14,21,14,5,8,16,4,9,10,18,13,0,20,13,13,13,9,16,10,18,8,14,0,5,0,13,11,2,17,19,17,4,8,19,12,0,15,5,15,18,19,16,9,11,0,5,19,2,6,11,5,0,0,1,16,15,4,19,11,13,11,10,16,11,9,8,17,17,12,15,4,11,10,13,1,14,17,14,19,1,9,17,5,16,12,0,14,3,17,9,18,9,0,6,4,17,0,7,10,0,4,0,0,15,5,17,5,15,0,0,17,5,10,1,19,7,15,7,6,0,0,18,17,15,13,10,17,15,1,12,11,7,19,10,10,9,0,5,18,14,7,5,15,9,14,15,0,15,14,15,19,10,0,14,19,17,6,8,17,16,13,16,22,11,13,12,18,10,0,5,2,18,11,13,18,3,16,13,15,10,20,18,12,0,0,0,6,10,4,10,10,9,4,9,7,10,15,5,18,16,2,6,3,6,0,14,7,1,19,5,19,0,16,11,9,9,19,16,11,6,18,3,16,14,10,18,11,0,14,14,0,13,7,15,19,16,0,13,16,13,0,0,11,15,18,19,9,19,12,4,9,1,0,17,8,17,10,13,16
bqv,7,20,0,19,15,8,7,12,4,13,17,6,18,13,11,0,17,0,2,20,0,23,23,21,0,21,6,4,19,7,0,21,19,20,8,22,7,19,4,15,16,17,15,17,7,0,0,17,19,19,14,15,14,17,17,23,16,5,11,19,0,0,17,9,14,9,18,15,6,16,16,20,12,19,9,15,8,9,10,15,13,21,0,20,18,3,9,22,13,0,16,0,16,16,22,17,10,12,0,9,23,2,12,12,6,10,0,0,18,17,4,20,12,14,13,11,17,12,16,1,20,20,13,17,11,21,11,16,6,6,19,18,23,9,6,9,9,19,4,0,7,9,20,12,19,10,3,6,4,9,0,14,12,0,4,0,0,18,9,15,5,18,0,0,19,0,13,5,22,7,19,8,6,0,0,19,18,18,17,17,21,1,15,15,12,8,23,11,12,3,9,6,20,15,16,7,16,14,16,16,10,8,2,16,22,11,0,18,22,20,11,11,20,19,14,17,17,13,0,15,19,11,0,2,13,21,12,14,19,0,19,16,18,5,21,19,13,19,0,0,0,11,6,11,0,10,0,10,7,6,18,6,20,11,3,0,3,6,2,16,14,1,22,8,22,0,17,14,1,10,22,8,12,6,21,4,17,18,18,21,12,12,15,17,7,7,11,19,21,2,3,0,20,14,0,0,15,6,14,20,6,22,8,4,6,1,0,6,10,18,13,14,19
cek,0,3,2,7,4,8,1,5,3,3,8,10,6,3,1,0,6,0,0,7,0,7,8,24,0,7,5,3,5,1,0,6,5,8,12,7,3,6,0,19,2,2,2,6,3,2,0,2,5,6,7,6,16,5,2,8,3,2,3,7,0,2,6,5,16,1,6,2,2,6,4,7,10,5,2,19,0,4,0,4,7,8,3,7,6,0,0,7,4,4,3,5,6,2,7,6,4,3,0,4,8,1,0,3,1,9,0,0,6,1,1,7,3,18,5,2,4,5,5,11,5,6,5,2,3,7,0,3,9,2,1,3,6,0,2,15,2,5,0,0,1,0,5,4,3,2,0,1,2,5,0,6,17,0,0,0,2,21,4,13,3,6,2,2,7,0,2,1,6,3,5,1,1,0,0,2,5,5,6,6,6,6,5,6,20,3,7,4,3,1,3,3,7,18,12,1,7,1,6,2,0,6,1,5,7,4,0,9,7,6,3,4,6,2,2,7,19,19,6,3,7,3,2,1,18,17,5,4,7,0,6,18,3,13,7,2,4,7,4,0,0,4,2,2,14,2,0,1,13,0,5,3,7,7,0,2,0,2,2,1,3,0,7,1,7,0,0,2,9,0,7,4,2,1,6,0,6,4,6,7,4,2,5,20,3,5,3,5,6,4,0,5,6,6,4,0,3,5,17,7,3,7,4,0,0,0,4,4,1,5,3,3,5
cgz,3,10,0,11,8,9,6,7,6,1,0,2,10,7,9,0,10,0,0,11,0,11,13,8,1,8,6,4,11,3,0,11,11,12,4,11,9,12,1,7,10,4,12,7,0,5,3,10,9,12,13,17,7,10,8,13,9,8,3,8,3,2,12,11,7,5,12,9,7,9,10,8,6,9,9,8,6,5,7,10,14,12,12,12,11,2,5,11,7,11,7,0,10,7,11,11,13,7,0,7,12,2,7,9,8,7,0,0,0,11,4,11,9,6,10,0,11,0,11,6,9,11,1,9,11,12,8,14,1,8,6,10,11,1,7,2,6,11,5,0,10,5,10,7,11,7,0,5,4,11,0,7,3,1,4,0,0,8,0,7,0,11,0,5,12,3,8,4,12,8,9,0,7,2,0,10,11,9,7,11,11,11,7,8,4,12,11,2,6,7,7,8,11,8,9,9,8,11,11,11,0,10,8,10,11,1,0,10,11,12,9,0,11,11,6,10,9,11,10,8,12,13,3,0,9,4,9,9,12,0,11,7,9,6,12,12,9,11,9,2,4,6,5,6,6,6,4,5,8,7,10,0,12,13,0,9,0,10,0,9,8,1,12,2,11,0,10,7,8,1,12,9,7,8,11,0,10,10,12,10,8,8,9,7,5,9,1,9,10,8,3,0,11,10,2,2,16,10,9,11,0,11,10,6,7,2,1,8,5,10,9,0,10
cln,0,11,0,13,9,9,4,7,7,0,3,8,12,15,7,0,12,0,1,13,0,12,14,10,0,11,8,9,12,5,0,1,9,13,1,13,1,13,7,9,1,8,13,8,4,5,2,11,11,13,8,18,8,11,10,15,11,6,4,10,3,7,11,13,9,7,13,11,0,9,12,9,7,10,8,9,5,5,5,12,15,14,10,23,13,2,6,12,9,12,9,0,12,9,13,13,7,0,0,5,13,5,10,10,6,8,0,0,11,13,4,12,1,7,0,7,10,0,13,5,10,13,1,10,8,13,3,6,1,10,8,11,13,1,7,6,0,12,7,4,11,7,12,6,13,7,0,7,10,12,0,12,4,0,5,0,0,9,0,8,7,12,0,0,13,0,4,3,13,0,11,0,10,0,0,12,13,11,9,13,13,12,10,10,6,13,12,9,6,8,6,9,12,10,6,10,10,12,12,12,6,11,9,12,12,9,0,2,13,14,7,9,12,12,7,11,6,6,11,9,14,7,3,1,10,6,10,10,13,2,12,9,11,8,13,13,0,13,11,0,5,7,5,7,6,7,3,6,9,0,12,0,14,0,1,11,0,11,0,10,10,1,14,2,12,0,12,9,1,6,14,11,9,9,12,0,12,12,14,12,10,9,11,8,0,10,10,10,12,10,3,9,12,3,3,0,17,6,11,13,2,12,9,0,0,2,0,10,6,11,7,8,12
cnq,1,2,1,1,2,4,2,2,2,1,3,0,4,12,4,0,2,0,0,4,1,2,3,1,0,4,4,3,3,0,0,3,1,5,10,5,2,3,0,3,5,4,3,3,0,0,0,18,3,3,1,4,1,1,6,5,2,0,2,3,0,3,4,0,1,3,2,7,3,4,1,5,1,0,12,1,0,1,2,2,5,3,5,5,4,1,2,2,2,3,1,1,1,1,1,2,12,14,0,1,2,0,0,2,0,1,0,0,3,3,0,2,15,2,1,6,3,2,2,10,1,1,0,3,2,4,3,18,0,19,16,1,2,4,0,12,11,1,15,0,3,2,2,13,2,0,0,3,1,2,0,4,13,0,2,0,0,0,2,2,2,4,0,1,2,0,1,7,4,0,1,2,17,0,0,4,2,0,1,2,1,1,8,1,16,4,4,1,2,0,12,2,4,3,9,1,4,4,3,4,2,4,2,1,2,2,0,2,4,2,1,3,2,4,16,2,3,3,4,18,1,14,0,2,4,11,0,1,2,0,2,3,2,0,2,3,2,2,1,0,1,13,2,2,4,0,1,0,3,0,2,6,5,4,0,4,0,4,1,3,0,0,3,0,4,0,1,18,4,0,2,1,1,3,4,5,3,19,3,2,2,4,2,5,2,1,2,2,1,20,1,2,1,4,0,0,1,0,1,1,2,3,2,2,2,0,2,1,1,1,2,2,2
cqz,0,14,7,14,10,10,4,7,5,8,12,2,14,17,8,0,17,0,0,15,0,15,0,13,0,13,3,10,13,6,0,13,13,22,0,14,8,2,8,6,12,7,11,11,5,0,2,9,4,16,14,11,9,14,11,17,0,7,4,7,0,5,14,15,10,0,15,8,10,1,11,12,9,13,4,10,5,6,6,11,0,15,15,15,10,0,3,15,8,15,11,4,13,11,15,14,7,4,0,5,15,4,8,0,7,1,0,0,10,14,4,15,10,10,0,0,13,10,10,11,13,10,10,8,9,15,8,9,1,7,9,9,15,7,0,7,12,15,4,0,9,3,14,6,0,8,0,5,9,14,0,10,6,2,4,0,0,12,6,11,4,13,3,2,16,0,7,1,16,9,12,5,12,0,0,14,14,9,10,12,15,18,11,18,8,11,15,0,10,7,13,10,15,12,13,5,11,10,10,1,0,9,11,9,15,7,0,17,15,11,8,10,14,15,10,12,8,5,0,7,11,9,3,0,2,8,16,16,16,0,15,10,13,5,16,16,10,20,8,0,3,9,3,5,9,8,3,7,0,6,13,0,16,12,0,8,0,6,4,11,11,4,16,2,15,0,9,10,7,1,16,13,10,5,15,0,13,9,11,14,0,10,12,11,0,7,8,11,14,12,0,0,21,9,0,0,8,6,13,15,7,15,0,7,5,2,0,12,2,14,8,9,14
