language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
abf,16,1,20,14,15,11,6,0,2,12,16,16,17,4,8,7,15,5,0,3,8,14,7,12,4,9,13,5,1,6,4,6,0,16,11,10,13,7,15,13,9,10,18,18,13,12,0,12,13,11,12,0,14,1,16,15,11,0,11,11,14,0,15,6,3,4,0,0,11,8,13,13,7,0,2,9,14,16,8,12,14,9,16,14,17,4,17,12,12,11,14,13,13,13,4,6,20,0,13,0,1,0,0,16,6,13,9,0,2,4,11,16,3,11,14,16,13,16,12,20,12,19,3,0,0,8,10,16,4,3,4,5,13,14,12,16,15,0,12,9,8,12,0,11,14,16,5,13,6,7,14,9,7,14,12,12,16,14,0,15,2,1,14,5,13,15,3,15,17,7,13,20,1,9,0,16,10,0,10,16,0,15,3,0,12,16,7,16,21,12,3,4,12,15,12,9,15,2,9,0,15,0,7,9,8,5,0,16,16,12,2,11,1,13,10,4,5,16,15,8,16,0,0,7,6,13,15,3,10,11,0,0,6,15,17,2,16,12,9,3,0,3,1,5,0,4,12,0,7,13,7,6,2,4,4,11,14,14,6,13,1,3,11,0,5,0,6,0,0,17,12,0,8,12,0,5,20,0,5,4,0,12,14,8,0,10,4,17,14,5,15,11,17,10,5,12,14,10,15,15,18,13,15,13,4,14,14,12,7,10,12,7,9
adu,8,12,3,5,2,2,10,0,9,2,4,7,3,0,3,0,0,1,0,1,0,3,1,5,0,0,1,8,1,1,16,0,1,0,2,2,22,1,3,2,1,2,3,3,3,3,1,1,0,3,0,0,3,0,4,3,3,0,3,2,4,0,4,2,11,1,1,2,3,0,1,3,0,0,0,0,22,4,1,2,2,0,2,4,12,8,0,1,0,0,3,1,21,4,6,1,0,0,4,0,1,1,3,3,0,1,0,1,17,1,1,3,6,1,4,2,24,1,2,3,2,4,0,0,0,1,0,4,0,0,11,12,4,4,15,8,0,1,3,1,1,23,3,1,2,3,15,4,0,16,3,18,2,4,3,4,3,4,1,1,10,0,2,0,3,1,1,3,4,0,0,0,0,1,0,3,2,0,16,3,0,1,1,0,0,3,1,7,20,2,10,6,1,4,1,2,1,0,0,3,3,0,14,0,1,10,9,3,2,2,11,2,2,0,2,0,13,3,3,6,4,0,0,17,3,2,0,1,3,0,0,0,1,3,3,1,7,2,0,0,0,3,13,16,1,9,0,0,1,3,13,0,0,8,1,2,3,3,1,0,4,0,2,0,11,0,0,0,1,3,3,0,2,0,0,11,3,0,17,8,1,1,3,0,0,9,0,3,2,1,3,0,4,0,0,1,3,1,2,4,3,4,4,1,0,23,3,0,0,4,2,12,1
ahr,13,5,15,4,19,15,13,0,6,12,20,5,21,0,11,11,20,1,4,0,11,17,9,15,6,4,16,14,10,3,9,8,8,20,13,0,18,14,19,17,0,14,22,21,15,14,0,15,17,7,17,12,19,0,21,19,16,2,16,13,18,0,18,7,19,8,14,0,14,0,16,15,8,0,0,10,17,19,0,15,19,10,20,18,13,4,14,14,16,13,18,10,17,16,14,10,14,0,17,0,0,7,15,21,11,15,4,7,6,0,14,21,4,14,18,19,17,19,16,17,14,16,7,0,0,11,13,19,1,0,22,10,16,18,15,3,18,0,15,10,0,16,6,14,19,20,8,15,0,11,18,14,12,18,15,13,20,19,7,20,5,6,17,8,15,20,10,19,20,10,9,15,0,11,0,18,14,2,9,20,0,8,10,2,18,20,8,4,15,16,7,13,14,17,17,6,18,0,11,3,12,0,9,14,10,1,9,20,19,15,5,12,12,16,16,7,11,19,20,4,19,0,0,11,14,18,20,16,13,15,0,0,0,20,19,6,4,15,12,4,2,7,9,9,1,7,14,7,4,13,10,0,0,16,6,15,17,19,8,1,10,2,14,1,4,0,7,0,0,21,13,0,11,16,0,9,16,14,9,2,7,15,18,11,0,0,7,22,17,0,20,12,20,15,5,14,11,12,19,17,11,15,18,15,3,19,15,15,9,15,15,10,12
amu,6,19,9,9,9,7,0,0,15,8,5,14,10,0,0,6,10,10,0,2,3,9,1,6,0,1,3,12,8,2,22,12,3,8,0,1,8,0,4,4,0,4,9,10,7,7,2,0,8,4,7,6,8,0,11,8,4,0,9,17,5,0,9,1,16,1,5,4,8,0,10,9,0,1,0,0,6,5,2,3,8,0,9,0,8,0,5,4,2,5,8,1,6,9,12,10,10,0,0,0,6,2,8,10,5,7,0,9,9,11,5,10,7,9,7,9,7,10,4,10,8,10,0,0,1,2,4,9,0,0,17,16,0,11,0,12,8,0,20,0,1,7,4,5,10,10,20,0,0,23,11,4,0,10,8,5,11,8,1,9,16,0,3,0,5,8,3,9,11,0,2,7,0,5,0,10,6,0,2,10,0,8,0,0,7,9,1,12,8,0,6,13,3,8,3,5,8,13,3,0,7,0,4,2,1,0,0,9,10,1,2,3,13,7,8,13,19,10,4,0,22,0,0,0,0,7,10,3,10,0,0,0,0,4,9,0,8,3,2,0,0,0,19,22,1,15,2,0,2,10,0,13,0,10,1,0,9,4,1,13,0,1,8,0,15,0,3,0,1,11,4,0,0,4,0,17,10,8,22,19,1,6,7,3,0,3,0,10,7,1,8,5,9,7,0,1,8,4,3,5,10,6,8,7,0,7,8,6,0,0,18,20,4
bhu,2,0,11,1,11,9,3,2,20,11,11,2,13,2,0,0,19,13,0,6,6,10,6,9,2,5,10,9,4,4,1,2,0,13,6,7,9,8,17,8,7,8,13,13,10,0,6,9,11,8,10,9,10,0,0,11,8,1,19,8,0,0,12,0,4,5,8,0,3,6,0,10,5,0,2,6,9,12,0,7,0,0,12,12,11,1,10,9,7,1,12,7,10,11,0,10,17,0,11,0,3,2,11,12,6,10,7,6,9,8,8,12,1,12,13,11,9,12,9,12,11,12,11,3,0,4,7,11,4,0,0,1,9,0,9,13,12,0,8,8,5,8,4,10,15,12,1,14,3,2,12,6,8,0,10,11,13,10,3,11,0,3,10,4,8,11,11,11,13,4,11,10,0,8,1,11,0,1,8,13,2,11,6,5,9,11,5,1,11,9,13,1,7,16,8,17,10,6,7,0,0,0,11,7,6,3,0,12,12,9,12,7,5,10,11,0,2,10,11,1,12,0,0,3,9,10,11,11,9,8,0,0,4,12,13,0,13,9,6,1,0,3,5,1,0,3,9,0,5,12,2,0,2,2,3,7,12,10,1,10,7,0,0,4,2,0,0,0,0,13,10,0,6,8,1,1,4,11,2,1,0,9,9,6,0,8,1,12,10,3,11,8,12,0,2,8,12,9,10,10,15,9,10,9,6,11,12,7,4,8,8,3,6
cko,15,3,19,14,16,13,6,3,1,13,18,18,19,4,8,8,16,19,2,3,9,13,6,13,4,9,14,4,11,0,7,0,0,17,10,10,15,12,16,14,10,11,20,19,12,13,6,10,15,12,14,15,16,1,18,16,13,0,13,10,15,0,16,6,4,4,0,0,13,8,13,14,7,0,2,8,15,18,9,13,17,0,18,15,18,4,19,13,13,12,15,1,15,14,4,5,22,0,14,0,0,5,12,17,7,12,9,12,4,3,10,18,3,18,15,15,14,15,11,15,0,21,5,0,0,8,11,18,5,2,7,6,14,15,11,15,15,0,14,9,8,15,0,12,17,18,6,12,5,6,16,11,14,16,13,11,17,15,0,16,2,5,13,6,12,17,0,18,19,8,12,18,0,9,0,15,11,0,10,16,0,16,3,0,13,18,0,0,23,13,5,5,11,19,14,10,14,3,9,0,17,0,10,11,8,0,12,15,15,13,2,10,1,14,18,5,7,17,17,0,15,0,0,6,12,14,17,13,10,12,0,0,0,17,18,4,15,6,8,5,1,3,7,7,0,5,0,0,8,14,8,5,2,19,4,12,15,15,6,7,1,0,10,0,6,0,6,0,0,19,11,0,10,14,0,6,19,17,7,6,1,11,16,9,3,13,3,16,13,3,17,4,18,11,4,11,17,10,16,14,20,12,16,13,4,16,9,11,6,13,11,8,0
clz,1,16,8,9,3,6,18,0,14,7,8,13,8,0,0,4,7,9,0,2,2,21,1,6,0,3,6,11,7,1,20,12,3,7,5,1,6,0,4,4,0,3,8,8,1,18,2,5,6,4,6,4,6,0,10,7,6,0,7,9,5,0,8,1,14,1,4,1,1,0,9,7,1,2,1,4,4,9,2,6,7,3,7,8,6,10,4,7,5,3,7,3,1,8,10,0,8,0,0,0,1,2,6,8,4,6,0,10,13,1,2,8,7,7,6,7,4,8,6,8,4,9,0,0,0,2,2,0,0,0,16,20,7,9,6,9,4,0,19,0,1,5,1,2,9,8,9,9,0,20,8,2,5,9,6,7,9,7,1,0,15,0,3,0,0,6,12,4,9,2,2,6,0,0,0,7,5,0,2,9,0,7,0,0,14,7,1,11,6,0,2,11,5,5,7,5,0,12,3,1,14,0,1,3,1,6,4,7,7,6,0,5,0,6,6,0,17,8,9,0,0,0,3,21,5,0,4,8,11,0,0,0,0,4,8,0,8,3,2,0,0,0,17,20,1,13,5,0,0,8,20,13,2,13,1,0,8,7,1,12,0,0,7,0,12,0,3,0,1,8,4,0,0,4,0,15,8,6,19,18,1,0,6,4,0,5,0,8,0,1,4,10,0,0,4,1,7,4,8,8,8,5,0,3,0,6,0,5,0,5,17,0,1
cxy,7,11,2,7,0,15,12,0,18,17,3,9,1,0,2,0,2,0,7,1,1,1,0,3,0,13,16,6,1,1,14,11,2,2,0,1,1,0,2,0,2,1,1,1,2,1,3,3,1,1,2,2,2,0,2,0,1,0,1,0,3,0,3,3,9,3,3,3,2,2,3,7,0,0,0,0,1,2,1,0,0,1,20,1,1,7,0,3,0,2,1,3,7,2,8,0,2,0,2,0,4,1,1,1,5,2,0,8,16,1,0,1,6,3,3,19,22,0,1,1,1,2,1,0,0,0,0,1,3,4,9,14,1,2,1,6,2,1,1,2,1,21,0,1,4,1,14,9,8,15,1,17,1,2,2,2,1,3,1,3,9,9,0,1,1,0,10,1,0,0,0,2,0,1,0,1,0,0,1,2,0,3,0,0,2,1,1,0,1,3,6,6,2,3,2,0,3,9,1,5,0,0,16,0,2,0,0,1,0,1,8,0,0,1,4,9,15,1,1,0,3,0,0,15,1,1,2,2,0,1,0,0,0,1,1,0,5,0,1,0,0,0,12,14,1,0,0,0,0,1,15,0,0,6,1,1,1,0,1,1,2,0,6,0,3,0,1,0,2,1,1,0,1,2,0,12,0,0,13,1,3,3,2,2,0,2,0,1,1,1,2,2,3,2,11,2,2,3,0,1,1,3,2,0,1,1,2,1,0,2,0,14,1
dkz,13,5,15,4,19,15,13,0,6,12,20,5,21,0,11,11,20,1,4,0,11,17,9,15,6,4,16,14,10,3,9,8,8,20,13,0,18,14,19,17,0,14,22,21,15,14,0,15,17,7,17,12,19,0,21,19,16,2,16,13,18,0,18,7,19,8,14,0,14,0,16,15,8,0,0,10,17,19,0,15,19,10,20,18,13,4,14,14,16,13,18,10,17,16,14,10,14,0,17,0,0,7,15,21,11,15,4,7,6,0,14,21,4,14,18,19,17,19,16,17,14,16,7,0,0,11,13,19,1,0,22,10,16,18,15,3,18,0,15,10,0,16,6,14,19,20,8,15,0,11,18,14,12,18,15,13,20,19,7,20,5,6,17,8,15,20,10,19,20,10,9,15,0,11,0,18,14,2,9,20,0,8,10,2,18,20,8,4,15,16,7,13,14,17,17,6,18,0,11,3,12,0,9,14,10,1,9,20,19,15,5,12,12,16,16,7,11,19,20,4,19,0,0,11,14,18,20,16,13,15,0,0,0,20,19,6,4,15,12,4,2,7,9,9,1,7,14,7,4,13,10,0,0,16,6,15,17,19,8,1,10,2,14,1,4,0,7,0,0,21,13,0,11,16,0,9,16,14,9,2,7,15,18,11,0,0,7,22,17,0,20,12,20,15,5,14,11,12,19,17,11,15,18,15,3,19,15,15,9,15,15,10,12
ehp,13,8,18,9,21,17,9,0,5,20,22,19,20,6,10,10,23,22,3,7,10,20,8,0,5,10,0,4,1,7,12,7,0,19,12,13,20,13,18,16,11,16,17,24,17,17,8,14,19,16,16,1,21,1,23,21,15,0,17,16,13,0,17,8,12,7,13,2,0,0,18,0,2,5,4,12,20,22,1,14,21,4,23,21,21,4,13,8,15,15,17,12,19,18,13,8,16,0,16,2,0,1,17,20,10,18,11,6,5,5,13,20,3,15,20,22,20,22,15,20,0,15,0,4,0,10,12,22,0,0,21,9,15,17,18,2,17,0,18,5,10,19,0,15,1,23,11,14,7,13,21,16,11,21,16,0,5,18,6,19,7,0,19,7,14,19,6,22,22,0,8,14,0,10,2,21,13,0,15,19,0,17,9,0,20,19,0,3,18,6,9,9,0,16,16,15,17,7,10,1,19,3,13,13,0,6,8,22,22,14,1,15,10,18,16,6,10,18,19,3,21,0,1,13,13,20,19,15,12,14,0,0,0,19,22,0,0,14,11,0,0,5,8,12,0,6,13,8,3,18,12,11,0,18,5,17,20,18,0,19,12,2,17,6,9,1,0,0,7,24,6,0,0,15,0,8,15,13,11,9,0,14,17,13,0,7,0,21,16,0,19,13,0,14,9,13,11,10,18,16,14,14,17,14,8,21,10,14,8,7,14,0,14
