language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
acw,19,12,14,14,0,13,6,1,0,17,9,8,19,15,6,0,6,5,23,16,0,8,0,15,17,11,0,12,11,19,9,19,2,14,7,5,16,14,16,10,0,14,16,9,8,21,17,0,0,12,18,5,0,14,0,6,0,11,1,0,12,1,0,0,8,13,19,0,3,22,16,18,0,5,16,0,0,12,18,15,15,0,21,1,13,15,0,0,15,0,7,17,17,6,20,20,12,6,0,13,6,1,0,0,11,17,18,15,0,22,16,17,1,0,8,20,14,15,0,3,0,13,16,7,12,0,12,11,10,19,15,13,9,17,0,12,18,10,20,0,12,19,0,3,15,14,19,16,15,18,7,12,14,16,10,14,13,14,14,15,11,17,0,16,0,22,6,11,11,4,0,13,5,0,16,13,4,4,0,15,0,16,7,20,15,12,2,1,14,11,15,14,3,0,1,17,13,21,13,14,18,0,0,6,16,22,18,2,17,20,13,6,0,8,11,5,13,5,7,1,22,18,11,5,0,9,19,9,0,2,0,0,11,0,12,1,16,12,15,5,9,13,20,12,16,10,12,10,5,13,19,4,0,17,14,19,5,10,19,5,11,0,11,0,13,7,4,0,17,6,0,9,17,12,0,17,10,20,5,5,0,0,9,0,0,15,9,16,20,14,16,0,6,11,6,3,0,9,15,3,0,0,10,11,16,15,0,0,7,11,13,0,10
afy,20,9,15,16,0,19,0,1,0,18,5,8,20,16,6,0,7,6,24,17,8,9,15,1,15,12,14,5,14,20,1,16,2,15,10,5,0,15,2,11,6,15,17,10,9,22,0,0,14,13,19,0,18,15,11,8,0,5,2,0,13,1,4,0,9,14,20,0,6,23,17,3,0,0,17,0,9,17,19,11,16,5,22,8,14,16,0,0,4,13,7,14,10,7,21,21,17,0,0,14,7,0,13,5,7,14,19,16,12,23,17,18,1,0,7,21,15,16,0,4,0,0,0,7,9,4,13,12,11,20,11,18,9,18,11,13,19,11,21,1,13,20,0,3,16,15,20,17,6,19,11,13,15,17,15,0,14,15,15,16,12,18,0,17,0,23,7,12,9,0,0,14,5,0,17,14,4,5,4,16,2,11,6,21,16,15,6,0,15,12,16,15,0,0,3,18,13,15,18,15,19,0,0,7,2,23,18,6,18,21,5,7,8,9,12,5,14,4,7,15,23,0,14,6,4,10,20,2,16,4,11,0,11,0,17,1,17,19,16,9,3,14,21,0,17,14,17,11,5,0,20,5,0,18,14,20,0,11,20,0,12,8,14,1,14,0,1,0,18,7,0,9,8,8,10,18,11,21,5,3,0,0,4,12,0,10,10,17,14,0,17,0,0,17,7,1,9,10,16,3,0,0,11,9,17,0,0,0,4,12,19,0,10
aim,13,1,14,11,0,14,0,1,0,16,0,0,14,14,7,0,6,3,20,12,9,0,12,16,12,8,10,0,12,4,11,15,3,13,0,0,12,2,10,6,0,10,12,7,5,19,16,0,10,14,3,3,7,10,9,7,8,10,17,0,0,4,0,12,6,11,14,6,2,20,7,19,0,1,11,4,0,13,14,13,0,0,18,6,15,11,0,0,14,9,6,13,14,1,18,15,16,0,0,0,0,11,10,0,8,15,12,11,8,14,15,11,1,0,0,14,12,10,7,2,1,8,15,6,8,0,9,8,0,16,12,15,8,16,10,10,16,9,18,0,8,17,4,0,13,12,15,1,10,14,7,9,16,15,14,13,11,10,11,11,8,12,0,13,0,20,1,18,0,0,3,10,1,0,12,12,5,6,16,12,0,12,5,15,11,11,5,0,9,5,11,0,1,0,2,12,14,20,17,10,13,0,0,0,15,16,17,5,16,15,12,4,6,6,9,0,10,3,6,1,19,17,3,0,2,0,15,11,12,12,8,0,13,0,16,0,9,17,14,13,6,10,18,9,12,11,15,9,0,8,18,3,0,15,15,14,2,9,15,0,9,7,12,0,10,6,2,2,14,2,0,8,16,11,6,16,9,19,7,4,0,6,8,10,0,12,8,12,19,11,11,3,0,13,5,2,7,8,14,4,3,0,8,7,14,12,0,0,9,8,14,9,11
ajw,5,6,4,1,1,2,0,5,0,1,5,3,4,5,2,0,0,0,3,9,0,2,3,5,3,1,1,5,2,11,4,3,0,1,0,3,4,4,3,2,2,6,6,0,1,1,5,0,5,5,4,0,15,1,2,4,3,5,7,0,4,1,1,6,3,19,6,3,7,5,2,8,0,7,1,1,1,4,3,6,1,0,3,11,4,3,0,0,4,2,1,5,4,11,5,2,2,3,0,4,0,3,7,0,2,3,3,2,3,5,1,1,2,0,0,24,1,3,3,7,0,2,2,0,3,0,2,4,2,5,2,1,0,1,3,2,3,12,6,0,0,3,1,0,3,4,1,5,3,6,0,2,3,4,1,3,1,3,6,2,7,4,0,4,0,5,12,13,5,0,0,5,2,3,4,5,0,10,8,1,0,4,6,4,5,4,1,0,2,5,5,7,1,1,0,3,3,5,5,1,3,0,0,0,1,6,3,0,1,5,3,17,1,4,1,0,3,6,2,0,3,5,9,2,5,1,6,2,6,2,4,0,2,1,7,0,5,6,3,5,0,17,6,13,3,4,6,0,1,3,6,0,0,0,5,4,0,3,5,0,4,2,3,0,4,2,0,0,3,12,0,2,5,4,1,1,1,3,0,0,0,4,0,4,0,0,0,0,3,6,0,1,0,4,3,4,2,14,2,0,4,0,2,2,2,6,1,0,2,0,6,1,0
anr,17,1,12,11,8,17,0,1,0,12,0,0,14,12,7,0,6,3,21,9,9,0,14,19,16,8,13,0,12,5,11,15,3,11,0,0,12,2,10,6,0,10,12,7,5,20,13,0,10,14,20,3,7,10,9,7,8,15,18,0,0,4,0,12,6,7,18,6,2,17,18,20,0,4,11,4,0,13,14,13,0,0,19,3,15,11,0,0,0,12,6,13,15,1,14,19,14,0,0,12,0,11,10,0,8,15,16,11,8,14,12,0,1,0,0,18,13,14,10,2,1,12,12,6,8,0,9,8,0,17,12,15,8,12,10,10,17,9,19,0,8,18,4,0,14,12,14,18,10,14,10,9,16,11,11,10,11,10,11,11,8,12,0,13,0,16,1,14,0,0,3,10,6,0,12,12,5,0,0,13,0,12,7,16,11,11,5,0,9,5,11,2,2,0,2,16,16,17,14,10,13,0,0,0,11,20,13,2,13,15,8,5,6,6,9,0,10,3,6,1,20,13,5,0,5,0,15,11,15,2,8,0,13,0,14,0,9,18,6,10,6,11,19,9,12,11,0,5,0,12,14,0,0,16,15,14,2,6,18,0,9,7,12,0,10,6,2,2,15,2,0,8,12,9,6,12,7,15,0,4,0,5,5,10,0,16,8,12,15,11,11,3,0,13,5,0,7,7,12,4,3,0,8,10,11,12,0,0,9,8,14,9,11
bfo,9,0,6,8,0,8,4,0,0,9,3,7,7,2,7,0,4,2,11,7,4,2,8,10,0,6,7,8,8,6,6,9,6,0,4,0,9,1,5,13,4,1,8,0,5,10,2,0,1,8,8,0,5,5,2,5,6,8,9,0,0,3,1,1,1,2,9,8,10,9,8,12,0,0,2,0,4,0,10,0,8,0,8,18,6,8,0,0,1,5,3,8,0,18,9,10,7,0,0,6,0,5,4,0,2,8,8,6,6,7,7,8,2,0,1,7,2,7,1,10,0,6,7,0,6,0,5,5,0,11,6,8,6,8,6,2,7,4,9,0,6,9,1,0,6,8,8,1,7,9,2,0,9,1,6,5,6,5,4,9,0,8,0,8,0,10,0,8,7,0,0,0,2,2,8,8,1,13,12,7,0,0,3,10,8,7,5,0,4,3,2,12,7,3,7,9,8,10,0,8,9,0,0,3,6,10,7,3,8,10,14,9,6,0,5,0,6,0,1,7,9,9,11,0,10,5,10,7,9,7,6,0,7,1,9,0,8,9,9,7,0,1,8,1,8,2,9,4,2,1,10,0,0,6,9,9,12,4,9,0,11,0,6,0,1,2,0,0,5,15,0,5,8,1,1,8,4,8,3,0,0,4,11,7,0,6,0,8,9,9,7,0,2,8,0,0,0,2,6,0,7,1,2,1,8,9,0,0,3,3,14,1,3
cds,12,0,2,7,5,11,0,6,0,8,3,3,9,2,7,0,3,2,10,6,0,1,7,11,10,1,3,7,3,15,7,11,5,7,2,2,8,6,2,12,5,8,9,0,2,9,8,1,1,2,10,0,17,4,5,2,0,1,10,0,1,2,1,1,1,1,10,0,0,10,10,14,0,11,7,0,3,8,9,9,7,0,11,17,9,7,1,0,1,3,4,10,7,17,11,9,8,5,0,5,0,2,4,0,5,7,13,7,11,10,1,19,5,0,0,8,2,6,1,0,0,0,6,0,5,2,4,7,3,10,7,10,0,7,8,7,8,6,11,0,0,11,1,0,2,9,9,9,6,8,2,6,8,10,8,2,7,7,4,10,0,9,0,9,0,9,16,1,6,0,0,0,2,2,9,10,1,12,11,8,0,9,4,1,9,6,0,0,6,9,8,11,8,2,10,8,7,9,8,7,8,0,0,2,8,12,8,7,7,12,15,12,1,0,6,2,7,1,3,9,11,8,13,0,9,3,12,3,1,9,5,0,8,1,2,0,11,8,8,14,0,2,9,5,1,7,8,3,1,5,11,0,0,5,1,10,11,2,10,0,0,4,5,0,5,5,10,0,8,4,0,4,7,1,1,7,4,10,0,0,0,0,12,6,3,0,7,12,11,2,0,0,0,9,0,0,0,1,8,0,8,1,2,6,5,3,0,0,5,3,8,1,7
cfq,10,0,2,7,5,12,0,6,0,8,3,7,11,2,1,0,3,2,13,9,0,1,10,13,10,1,3,7,3,15,7,12,5,6,5,2,10,9,7,12,0,8,7,4,0,13,11,1,1,2,12,0,1,4,5,2,0,1,11,0,1,2,1,8,1,4,1,0,0,13,9,15,0,9,7,0,3,9,12,9,7,0,10,17,7,7,1,0,8,3,0,7,6,21,8,12,9,5,0,5,0,3,9,0,2,10,1,7,1,8,0,21,5,0,0,11,2,6,1,0,0,0,6,0,5,1,4,7,3,10,7,7,0,9,7,5,8,7,10,0,0,10,1,0,2,7,9,9,6,8,2,7,11,19,5,2,5,6,9,10,5,7,0,10,0,13,17,1,6,0,0,0,2,2,7,7,1,12,13,9,0,8,2,19,7,6,3,0,6,8,7,13,8,2,9,8,7,12,10,7,10,0,0,2,0,13,8,10,7,9,17,12,1,0,6,0,0,1,3,0,13,8,13,0,12,3,13,4,1,6,5,0,6,1,2,0,10,11,8,15,0,4,11,5,1,7,11,3,1,1,9,0,0,5,1,11,11,2,10,0,0,0,5,0,0,5,0,0,6,15,0,4,10,1,1,7,4,12,0,0,0,0,12,6,3,0,7,10,10,10,8,0,0,9,0,0,7,1,1,0,10,1,5,7,8,3,0,0,1,3,10,6,7
ckn,16,11,12,13,0,15,5,1,0,14,10,0,16,2,0,0,0,0,18,14,7,0,12,18,14,9,11,11,2,2,10,18,0,12,8,0,15,13,13,7,0,12,11,6,0,17,14,0,11,15,16,4,9,11,10,0,9,13,15,0,11,5,0,15,0,9,16,3,5,18,15,1,0,3,13,0,6,15,16,12,13,0,16,4,17,13,0,0,12,11,9,15,11,3,16,18,13,0,0,11,5,0,12,0,9,13,14,13,0,16,11,14,8,0,10,16,10,12,9,2,1,10,14,8,11,0,11,9,7,14,13,16,8,14,0,11,14,13,16,0,10,19,0,4,10,13,16,14,9,15,9,11,18,13,12,9,10,12,0,13,7,14,0,0,0,19,4,16,0,0,0,12,1,0,15,16,0,2,2,18,1,14,1,22,13,14,5,0,11,13,14,1,2,0,0,14,12,19,16,12,15,0,0,0,13,18,15,6,15,17,10,1,5,0,10,8,12,10,9,13,17,15,4,0,5,8,17,12,13,3,10,0,12,0,13,0,14,16,12,11,5,8,17,10,14,13,14,7,0,11,16,0,0,13,13,16,4,8,14,0,10,7,10,0,9,0,3,0,11,5,0,8,14,0,8,14,6,17,6,0,0,4,6,14,1,13,3,14,17,13,13,2,5,15,5,0,8,6,11,0,0,5,7,9,7,13,0,4,10,10,16,11,13
clo,22,0,9,10,0,13,2,0,0,9,1,1,13,10,1,0,0,0,16,3,0,8,11,15,2,3,1,10,0,18,8,14,4,9,6,1,11,11,7,5,0,9,10,0,2,15,12,0,9,11,14,0,9,8,3,3,0,9,13,0,1,0,1,11,5,6,13,2,2,15,13,17,2,12,10,0,2,11,3,10,12,0,14,21,12,10,0,0,10,8,0,12,9,16,13,14,11,5,0,2,4,8,2,1,6,12,11,10,1,13,10,10,2,0,5,13,7,18,1,5,0,0,10,2,7,0,8,5,6,12,10,12,7,11,0,9,11,10,18,1,0,13,1,0,9,11,13,12,14,12,0,6,13,9,16,8,9,9,3,1,6,11,0,12,0,15,3,10,8,0,0,0,4,6,11,11,3,14,15,11,0,10,5,12,10,10,4,0,8,5,10,12,5,1,0,11,11,14,12,17,12,0,0,0,10,15,12,10,11,14,3,15,4,2,14,4,9,0,5,11,15,12,1,7,14,7,0,0,11,0,5,0,10,0,11,0,12,12,12,10,4,6,13,7,11,9,3,0,4,7,13,0,0,10,12,13,6,1,13,0,7,6,9,0,8,1,5,0,10,16,0,6,0,1,1,11,1,14,0,2,0,0,2,1,0,9,6,17,13,0,10,0,0,10,4,0,6,0,10,1,12,1,6,6,10,0,0,2,6,2,12,8,2
