language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
acn,10,0,2,0,11,10,9,10,8,0,9,13,10,12,0,10,12,6,7,10,9,2,9,0,11,13,11,13,10,9,12,5,9,1,9,11,9,11,10,7,8,12,7,3,0,0,9,10,7,9,0,11,11,11,8,9,13,5,0,2,0,10,10,9,10,8,10,11,11,5,2,10,10,11,9,0,1,0,12,10,2,12,9,10,10,6,7,11,7,12,5,0,2,13,8,9,12,11,11,9,10,2,7,11,10,10,11,0,7,10,10,11,0,3,9,0,9,12,11,8,10,6,3,10,0,11,0,12,12,11,9,8,9,12,12,9,9,9,9,9,10,10,12,12,7,0,1,9,5,9,0,12,7,11,13,11,11,3,9,0,12,0,10,10,6,9,6,0,9,6,0,13,9,8,0,10,11,10,10,10,12,0,11,10,0,0,10,11,12,9,8,8,11,9,6,12,9,11,7,8,9,9,8,7,7,10,10,10,11,11,9,9,9,0,11,4,1,11,10,13,12,9,11,11,7,1,1,0,1,10,2,11,0,9,10,10,10,12,12,4,12,0,6,2,0,7,7,5,12,9,9,11,3,11,9,9,11,9,12,10,12,11,10,12,11,11,9,5,8,9,10,9,11,12,12,10,8,4,0,10,5,8,10,9,1,11,12,0,1,11,10,10,9,6,9,11,13,0,8,0,8,0,9,13,7,9,11,0,10,7,12,11,4
ary,6,6,5,2,7,6,6,7,6,0,6,7,8,5,0,6,7,3,5,1,6,0,6,3,6,7,7,7,6,6,7,1,5,0,2,7,6,7,7,6,0,2,2,2,0,1,7,7,6,6,0,2,7,6,7,6,7,3,3,3,0,6,7,6,6,6,2,5,6,1,1,7,7,6,3,6,6,1,8,6,3,7,6,7,7,1,4,6,0,7,2,1,0,2,6,6,7,6,7,5,7,5,5,7,7,1,6,0,3,7,6,7,4,2,6,0,6,3,7,5,6,4,0,2,0,7,0,7,7,7,6,6,7,7,6,6,2,6,6,3,7,7,7,7,1,0,0,2,4,6,0,7,2,6,9,8,8,0,6,8,6,0,7,7,3,6,0,2,6,2,0,2,5,6,0,2,1,7,8,6,7,1,6,6,4,0,6,6,7,6,5,6,7,5,4,6,2,7,0,5,7,6,3,3,5,6,6,5,6,6,4,5,6,1,7,2,3,8,8,0,6,6,6,5,1,0,0,3,3,6,6,2,1,6,6,6,7,7,8,3,7,1,0,0,2,2,5,0,7,8,7,8,0,6,2,2,7,3,7,6,8,7,7,7,7,7,5,0,1,7,7,6,7,6,7,8,1,0,1,8,4,3,6,8,0,6,8,0,0,2,7,7,3,3,6,6,8,0,7,2,5,0,6,7,3,5,7,2,7,5,6,7,3
bdr,8,7,7,0,9,0,21,20,17,0,20,18,13,15,0,21,9,10,6,13,19,2,21,6,0,9,20,19,8,14,15,4,14,0,12,19,17,21,19,13,5,8,14,1,0,0,17,9,14,19,0,7,20,8,15,19,9,7,4,9,0,19,20,20,21,15,7,20,8,4,8,18,20,8,10,7,1,0,17,17,11,18,8,18,9,3,13,8,6,9,0,0,0,16,7,8,9,15,9,17,20,7,6,20,9,14,18,2,0,19,19,8,6,0,18,0,18,16,9,18,8,0,2,8,0,9,0,9,20,9,19,15,20,9,17,19,12,18,20,13,9,21,8,9,2,4,5,12,1,18,0,19,11,20,10,19,16,2,16,9,16,0,9,1,1,17,5,0,20,3,0,9,7,0,0,20,8,21,9,20,18,0,19,8,5,0,8,8,8,21,16,1,18,17,5,9,17,21,0,17,8,18,12,12,6,20,8,16,8,16,6,0,19,4,17,0,6,17,2,9,8,19,8,8,13,4,1,4,5,8,2,8,5,20,19,8,20,21,17,0,9,0,4,0,0,6,6,6,17,18,18,21,2,20,17,13,9,14,20,8,20,19,8,8,21,19,8,0,2,17,19,19,9,16,18,18,17,11,0,9,1,0,18,0,1,8,20,0,1,18,9,17,7,5,20,18,16,0,17,0,7,0,19,9,9,6,21,4,8,6,8,18,0
bdu,12,0,2,0,13,9,11,12,10,0,13,9,10,1,0,14,13,0,7,8,13,2,11,0,8,10,13,15,12,10,13,8,7,1,11,12,11,13,14,7,6,9,9,5,0,0,12,10,7,11,0,9,12,12,10,11,10,4,0,7,0,12,12,11,13,8,12,10,12,5,9,12,13,13,8,0,1,0,9,11,2,14,11,11,10,4,7,12,7,14,5,0,0,9,9,11,10,12,12,7,12,2,7,12,12,11,9,0,5,12,12,13,0,5,11,0,11,1,15,10,9,5,3,12,0,13,0,10,15,14,11,11,13,14,9,11,7,11,11,10,12,12,15,10,7,0,7,9,1,12,0,13,1,12,1,13,12,3,9,0,8,0,11,12,1,11,6,0,11,4,0,14,11,0,0,13,12,12,12,8,13,0,14,14,0,0,12,13,11,11,10,1,10,11,9,10,11,13,7,10,11,11,8,9,9,11,14,11,13,8,7,6,11,0,13,4,8,13,2,15,14,11,12,13,5,1,2,0,1,12,2,12,3,11,8,12,13,15,9,4,14,0,1,2,0,7,9,5,8,12,12,14,5,13,12,7,13,9,15,14,13,12,12,9,15,9,9,0,6,12,11,11,13,8,10,12,10,8,4,12,1,7,12,9,1,13,9,0,1,13,10,11,9,6,11,12,12,0,11,0,10,0,13,14,0,12,14,0,12,7,9,13,5
cft,15,8,2,0,17,14,16,19,13,0,19,16,2,10,0,19,10,9,8,7,18,2,18,9,9,11,18,17,16,13,9,10,12,0,10,16,14,17,18,9,9,10,12,4,2,0,14,12,8,14,0,14,18,9,14,14,18,0,5,2,0,18,16,17,19,14,14,17,16,6,14,16,19,16,1,8,8,0,16,13,10,15,14,16,12,5,11,16,8,18,6,0,0,10,0,15,17,14,16,13,15,8,0,16,16,9,15,0,4,18,18,16,7,4,17,0,15,14,17,16,14,7,5,16,0,17,0,17,18,16,15,9,16,16,10,18,8,14,17,7,15,18,16,15,2,0,1,0,1,15,0,18,9,16,11,16,15,1,10,10,14,0,15,13,1,15,2,6,17,5,0,19,8,9,0,19,9,20,14,17,9,0,18,19,0,0,18,16,10,16,14,1,15,14,7,14,15,20,9,14,13,14,0,6,0,18,19,15,15,9,13,7,18,0,15,0,10,1,2,10,10,16,16,16,12,1,1,5,7,15,11,14,0,17,14,16,19,19,16,4,19,0,9,0,3,11,2,9,14,16,15,17,4,18,14,8,17,10,19,19,16,15,17,15,9,16,12,0,10,15,18,18,16,9,15,16,16,10,0,18,1,6,15,14,1,18,19,0,1,9,15,15,8,8,17,16,11,0,14,0,14,5,16,17,5,16,18,0,16,8,19,15,0
crx,7,6,6,2,8,7,7,8,7,0,7,8,5,8,0,7,8,3,4,5,7,0,7,3,7,8,8,8,7,7,8,1,5,0,8,8,7,8,8,2,0,7,5,0,0,1,6,6,5,7,0,2,8,7,2,7,8,2,0,5,0,7,8,7,7,7,6,6,7,1,7,8,8,7,3,4,7,0,7,7,7,7,7,1,5,1,5,7,0,8,2,1,0,8,3,7,8,7,8,6,8,6,5,8,8,7,7,0,0,8,7,2,5,2,7,0,7,3,8,6,6,1,0,7,0,8,0,8,6,8,7,4,8,8,7,7,2,7,7,3,8,8,6,8,6,0,0,7,4,7,0,8,2,7,8,5,7,0,7,2,7,0,8,3,5,7,4,2,7,2,0,8,6,7,0,8,1,8,7,7,8,1,7,7,2,0,7,7,2,7,6,5,8,7,0,7,7,8,0,6,2,7,6,4,2,7,7,1,7,7,5,2,7,1,8,3,3,9,6,8,7,7,7,6,1,3,0,3,3,7,1,7,1,7,7,5,7,8,1,3,8,1,0,0,2,5,1,0,7,2,8,7,0,7,2,6,8,7,8,7,5,8,2,6,8,8,6,0,5,8,8,7,8,7,8,2,1,0,1,2,4,5,7,2,0,7,5,0,0,8,8,8,6,4,7,7,7,0,6,2,2,0,7,8,3,2,8,2,6,5,7,8,3
dew,9,0,2,0,10,8,8,9,9,1,8,11,10,11,0,9,0,0,7,9,8,2,8,0,10,12,10,10,9,8,11,6,8,1,9,9,8,10,9,7,6,11,7,3,0,0,9,11,9,8,0,10,9,10,9,8,12,4,0,6,0,9,9,8,9,8,9,8,9,7,2,9,11,10,7,9,1,0,11,9,9,9,10,9,10,4,8,10,7,10,5,0,0,11,0,10,11,10,10,8,9,2,7,9,11,8,10,0,6,9,9,10,0,3,8,0,8,10,12,9,7,5,3,9,0,10,0,11,11,10,8,10,10,11,11,8,7,8,8,8,11,9,11,11,7,5,6,10,1,10,0,10,1,9,12,10,10,3,11,0,10,0,10,9,1,8,7,0,8,4,3,11,10,0,0,11,10,9,11,9,11,0,9,9,0,0,9,10,9,8,7,7,9,8,6,11,9,10,7,7,10,8,9,5,8,9,9,8,10,8,7,8,8,5,10,4,7,12,9,11,11,8,9,10,6,1,1,6,1,9,8,10,2,8,9,9,9,11,11,4,11,0,5,0,4,7,8,5,10,10,11,9,3,10,8,7,10,9,11,9,10,10,9,11,10,10,10,4,6,11,9,8,10,10,11,9,7,7,0,11,1,7,9,10,1,10,10,0,1,10,10,9,0,7,8,10,10,0,9,0,6,0,8,11,6,7,10,0,9,7,10,10,0
djm,9,0,2,0,10,8,8,9,9,1,8,11,10,11,0,9,0,0,7,9,8,2,8,0,10,12,10,10,9,8,11,6,8,1,9,9,8,10,9,7,6,11,7,3,0,0,9,11,9,8,0,10,9,10,9,8,12,4,0,6,0,9,9,8,9,8,9,8,9,7,2,9,11,10,7,9,1,0,11,9,9,9,10,9,10,4,8,10,7,10,5,0,0,11,0,10,11,10,10,8,9,2,7,9,11,8,10,0,6,9,9,10,0,3,8,0,8,10,12,9,7,5,3,9,0,10,0,11,11,10,8,10,10,11,11,8,7,8,8,8,11,9,11,11,7,5,6,10,1,10,0,10,1,9,12,10,10,3,11,0,10,0,10,9,1,8,7,0,8,4,3,11,10,0,0,11,10,9,11,9,11,0,9,9,0,0,9,10,9,8,7,7,9,8,6,11,9,10,7,7,10,8,9,5,8,9,9,8,10,8,7,8,8,5,10,4,7,12,9,11,11,8,9,10,6,1,1,6,1,9,8,10,2,8,9,9,9,11,11,4,11,0,5,0,4,7,8,5,10,10,11,9,3,10,8,7,10,9,11,9,10,10,9,11,10,10,10,4,6,11,9,8,10,10,11,9,7,7,0,11,1,7,9,10,1,10,10,0,1,10,10,9,0,7,8,10,10,0,9,0,6,0,8,11,6,7,10,0,9,7,10,10,0
dqz,1,4,4,2,3,2,1,2,3,0,1,3,3,3,0,3,5,3,2,2,1,4,2,3,4,3,2,2,1,2,3,1,2,0,5,3,1,3,2,2,0,4,2,0,0,1,3,4,1,3,0,3,2,3,2,1,3,2,0,3,0,1,3,2,1,3,4,1,2,1,5,2,2,3,3,3,3,0,2,3,4,3,2,3,3,1,1,1,0,3,2,1,0,4,3,3,2,2,3,2,3,1,3,2,3,3,2,0,2,2,3,4,2,2,1,0,1,5,3,2,3,1,0,3,0,3,2,3,3,3,1,3,3,3,2,1,4,1,1,5,3,2,1,2,4,0,0,4,3,2,0,2,4,1,4,2,3,0,4,4,1,0,3,5,3,3,0,3,2,1,0,3,2,3,2,3,3,2,3,1,3,1,1,1,2,0,1,3,2,1,2,0,2,3,0,3,4,2,3,2,3,1,4,2,2,2,1,2,1,1,2,2,1,1,3,0,3,3,4,4,1,1,1,2,2,0,0,0,3,2,4,3,1,2,2,3,2,3,3,0,2,1,0,0,2,2,1,2,3,4,2,3,1,3,3,3,2,3,1,2,2,2,4,2,3,3,3,0,4,3,2,2,3,4,4,3,2,0,1,3,2,3,3,4,0,3,3,2,0,3,2,2,3,3,1,1,4,0,1,0,2,0,1,3,2,3,2,2,1,0,3,2,0
drw,17,8,2,0,18,16,17,16,14,0,17,10,2,10,0,16,16,8,8,7,17,2,16,8,14,11,17,17,17,13,9,10,13,0,10,16,16,18,16,11,9,10,8,4,0,0,16,13,8,16,0,14,17,9,13,16,11,0,5,8,0,15,17,15,16,12,14,15,15,6,12,16,9,17,1,8,8,0,15,13,10,15,16,14,8,5,10,17,9,11,6,0,0,15,0,16,18,8,17,14,16,9,0,17,17,9,16,0,4,17,15,17,7,4,16,0,16,9,18,15,15,7,1,15,0,18,0,16,17,16,16,9,17,16,15,16,8,14,16,7,17,16,16,15,2,0,1,0,1,16,2,17,1,17,14,16,15,1,10,10,15,0,17,13,1,16,2,7,16,5,0,18,8,0,5,18,14,18,15,16,16,0,17,18,0,0,17,17,14,17,15,11,16,16,10,14,16,18,9,15,13,16,0,6,11,14,17,7,17,15,14,7,16,0,16,0,9,16,2,10,16,17,17,7,11,1,1,5,1,17,11,14,0,16,15,15,17,18,10,4,18,0,9,0,3,9,2,9,14,17,16,18,4,17,15,11,18,10,17,18,16,17,15,10,18,17,7,0,11,14,17,16,18,15,16,17,13,6,0,17,1,6,16,14,1,15,17,0,1,9,15,16,8,0,16,8,11,0,16,0,13,6,17,18,5,15,16,0,17,10,18,16,0
ekm,15,8,2,0,19,14,20,17,13,0,16,17,2,10,0,20,10,9,8,12,16,2,19,8,9,18,16,18,18,13,9,10,12,0,10,18,14,19,18,9,9,10,12,4,0,0,14,15,8,17,0,14,16,15,13,17,18,0,5,2,0,16,16,18,17,13,14,18,16,6,12,16,18,18,1,8,8,0,10,13,10,17,14,14,12,5,6,16,8,18,6,0,0,10,0,18,17,13,16,15,18,8,8,19,18,9,15,0,4,18,17,16,7,4,15,0,15,14,17,13,14,7,5,16,0,17,0,16,19,17,18,9,19,16,16,15,11,16,18,7,15,19,19,15,8,0,1,0,1,15,0,9,10,18,11,18,15,1,15,10,14,0,15,13,1,15,2,8,18,5,0,10,8,0,0,17,15,19,14,15,9,0,8,20,0,0,19,18,10,19,14,1,15,14,7,14,15,17,9,14,13,17,0,6,0,16,20,14,18,9,13,7,15,0,15,0,9,1,2,17,10,16,18,7,12,1,1,5,1,15,12,14,0,18,17,14,16,20,10,4,20,0,9,0,3,9,2,9,14,16,17,17,4,9,14,12,17,12,17,17,19,15,15,10,20,16,7,0,10,16,16,15,16,9,15,16,13,10,0,15,1,6,17,14,1,15,16,0,1,17,15,15,10,0,18,17,11,0,14,0,14,5,18,17,5,14,19,0,18,8,20,17,0
eko,11,0,2,4,12,11,10,11,8,0,10,12,11,12,0,12,11,6,7,11,10,2,10,0,12,14,12,12,11,9,12,7,9,1,9,10,10,12,11,7,6,12,7,3,1,0,9,10,10,10,0,12,10,11,8,10,14,5,6,2,0,11,11,10,10,10,11,12,10,5,2,11,12,11,1,10,1,0,9,10,2,13,9,10,10,6,7,9,7,13,5,0,2,12,8,9,13,11,11,9,11,2,7,10,10,10,12,0,7,11,11,12,8,3,10,0,10,11,11,8,11,5,3,11,0,12,0,12,10,10,10,8,11,13,13,10,9,10,10,1,10,11,13,12,7,0,1,9,5,11,0,11,1,10,1,12,9,3,12,0,11,0,10,10,6,10,6,4,10,7,0,12,9,0,0,12,7,11,10,11,10,0,10,11,0,0,11,12,12,10,9,8,12,10,8,13,9,12,7,9,9,10,10,8,7,8,11,9,12,10,10,10,10,0,12,4,1,11,10,14,12,10,10,9,8,1,1,0,1,11,9,9,0,10,10,11,10,13,12,4,13,0,1,2,0,7,7,5,11,11,9,10,3,12,10,9,12,9,13,11,11,9,11,12,12,12,9,5,8,9,12,10,12,11,10,11,9,4,0,10,1,8,11,9,1,12,11,0,1,12,12,10,9,6,10,9,10,0,10,0,9,0,10,12,0,8,12,0,11,7,11,12,4
