language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
aeu,22,0,23,0,1,0,18,0,0,22,0,0,1,0,1,0,0,19,21,20,19,21,1,0,21,1,0,1,0,23,22,0,4,0,0,0,20,14,19,0,17,0,19,0,21,1,1,21,1,1,0,7,0,1,19,11,0,18,0,0,21,1,0,16,0,0,0,16,0,0,0,17,0,1,0,20,15,0,21,21,20,0,16,22,19,0,0,20,0,16,0,1,19,0,1,0,23,0,1,1,0,0,0,0,1,0,0,0,20,22,1,1,19,24,0,0,23,21,23,1,23,20,1,1,1,1,0,21,9,15,1,16,21,20,18,0,0,0,0,0,1,22,21,0,20,0,0,19,0,0,1,14,0,0,0,0,23,21,0,13,0,0,0,21,16,0,0,0,22,23,0,21,14,19,22,0,19,20,0,22,22,0,0,22,18,10,0,1,0,12,15,20,0,1,11,21,1,0,0,20,0,22,11,21,0,22,15,0,23,0,21,3,0,0,17,0,0,18,19,18,0,20,18,0,0,0,20,0,23,10,14,0,0,1,0,20,21,18,20,20,14,1,19,0,18,1,0,0,22,18,20,1,10,19,0,7,1,21,23,14,21,0,0,0,22,21,22,0,0,14,0,16,1,0,1,16,0,1,0,23,0,0,22,21,0,0,23,0,21,0,0,20,0,0,0,21,0,0,0,23,16,21,23,0,15,16,0,19,1,0,0,12,0
afq,6,2,1,2,3,5,2,4,1,7,6,3,6,0,0,4,7,5,1,1,4,1,0,0,5,3,2,6,7,7,5,0,0,0,3,1,6,3,2,2,4,4,7,0,6,3,4,5,4,3,7,0,0,0,2,5,2,6,6,3,1,3,1,2,7,3,1,4,1,3,0,1,4,4,0,2,5,1,3,5,6,3,2,6,3,0,6,6,4,8,0,0,2,3,2,0,5,4,4,6,3,0,4,3,0,7,4,5,4,1,3,0,8,3,4,0,5,2,1,2,6,6,5,2,0,0,4,6,2,4,2,4,6,3,3,4,2,6,2,2,0,7,3,3,1,0,4,2,0,0,6,3,3,2,1,4,2,1,0,3,0,2,6,1,3,4,3,4,5,5,0,6,6,2,5,2,5,4,3,1,2,0,6,5,2,4,3,5,0,0,3,2,6,3,3,1,0,0,7,2,7,4,2,5,2,5,5,2,5,5,1,0,3,2,6,4,6,6,4,2,4,6,1,0,8,3,3,3,6,2,6,4,0,3,3,3,5,4,1,5,4,0,4,3,7,0,2,8,7,4,1,0,0,1,1,4,4,2,5,5,5,6,3,4,6,2,2,2,0,5,0,2,4,1,0,2,4,0,1,6,2,3,7,2,1,0,6,4,7,3,2,1,1,4,4,2,6,6,6,7,5,4,5,4,3,4,3,5,0,5,6,4,3
agq,10,7,10,10,0,9,8,3,0,12,11,9,9,0,0,6,12,8,10,9,1,10,0,0,9,9,3,9,9,11,10,0,0,0,1,1,11,7,8,9,10,3,11,0,11,0,8,10,0,7,10,6,0,8,9,7,8,8,7,9,9,8,8,9,11,6,6,6,5,6,0,9,2,10,5,8,7,11,11,10,9,9,7,10,11,0,11,10,7,3,1,0,8,10,3,0,10,10,11,10,1,0,9,10,4,11,9,10,11,9,5,0,12,11,5,0,10,8,9,6,10,10,8,2,3,0,11,11,5,0,3,9,8,6,7,11,3,11,10,10,2,11,12,6,9,0,10,8,6,5,9,10,9,11,1,9,11,9,0,8,0,11,11,9,10,7,10,1,10,10,0,11,9,8,10,0,9,10,8,9,9,0,10,10,9,7,9,0,4,8,9,9,11,5,1,9,7,0,12,9,11,9,0,9,0,10,8,9,10,8,10,0,9,3,8,7,11,2,9,10,11,9,9,0,12,1,11,8,10,5,8,8,0,2,6,12,9,10,10,9,2,6,9,11,10,0,8,12,11,9,9,0,0,8,5,1,5,10,10,8,10,1,11,6,11,8,10,6,0,9,0,7,5,3,5,8,10,5,0,11,9,7,11,8,9,7,10,9,10,10,9,8,3,10,11,9,11,11,9,11,10,9,10,9,9,11,11,9,0,9,11,7,10
aiy,7,6,7,7,7,6,7,5,0,9,8,6,0,1,0,3,9,6,7,6,8,7,0,0,7,6,3,7,8,8,7,0,0,0,5,3,8,1,5,6,3,6,8,0,8,0,7,7,8,2,8,4,0,7,0,2,6,9,1,7,6,5,3,7,8,4,2,2,1,7,1,6,5,7,3,5,6,3,8,7,7,6,8,7,8,1,8,7,6,9,0,3,5,7,3,0,7,8,8,7,5,0,6,7,3,9,7,7,8,6,6,0,9,8,2,4,7,5,6,5,7,7,7,2,7,0,8,8,3,7,2,6,9,7,8,9,5,8,7,8,0,8,9,0,6,0,7,6,0,0,8,0,6,8,4,6,8,6,0,5,1,8,8,6,8,1,7,6,7,7,0,8,7,5,7,0,6,2,7,6,6,0,7,7,6,1,6,6,3,5,6,6,8,0,6,6,3,0,9,6,8,6,4,7,0,7,6,7,7,6,7,0,6,5,7,6,8,8,6,7,9,7,6,0,9,5,8,6,7,0,7,6,0,4,5,9,6,8,7,7,2,3,8,8,2,0,6,9,8,6,6,0,3,5,1,1,2,7,7,0,7,7,8,5,8,5,7,4,0,6,2,8,6,1,0,5,8,3,2,8,7,5,8,5,7,4,7,6,8,2,7,5,3,7,8,6,8,8,7,8,7,6,7,7,7,8,8,6,0,6,8,5,7
alv,2,2,6,2,3,3,2,4,1,2,7,3,7,0,0,2,2,3,6,1,4,6,0,0,6,3,2,3,2,2,6,0,0,0,3,1,2,3,2,2,7,4,3,0,7,3,4,6,4,6,4,0,0,6,5,3,2,7,1,3,1,3,6,2,2,3,1,4,1,3,0,5,4,4,0,2,2,1,7,6,1,5,2,2,7,0,7,3,5,0,0,0,4,6,2,0,6,4,4,3,3,0,4,6,0,3,4,6,4,1,3,0,3,7,4,3,6,2,1,2,1,3,3,2,6,0,7,7,2,4,2,4,7,3,3,7,2,7,2,7,0,2,8,3,1,0,5,2,0,0,7,3,3,2,1,4,7,1,0,3,0,7,7,1,3,5,3,4,2,6,0,7,0,2,1,2,3,7,3,1,5,0,3,6,2,4,3,3,0,0,3,5,7,4,5,1,0,0,3,2,3,5,3,6,0,6,3,6,6,3,6,0,3,2,3,4,7,7,5,2,8,1,1,0,4,3,7,3,1,3,4,5,0,3,3,8,1,7,6,6,4,0,4,7,8,0,4,4,2,5,1,2,0,1,1,4,0,2,6,0,6,1,3,4,7,2,6,2,0,3,0,6,4,1,0,2,4,0,0,7,2,3,3,4,6,0,1,5,2,8,2,1,1,6,4,2,7,7,4,2,6,5,6,5,3,7,7,1,0,2,7,4,3
bku,8,6,8,9,8,7,0,3,0,11,9,8,8,0,0,5,10,7,9,7,10,8,0,0,8,7,7,8,3,9,8,0,0,0,6,4,10,6,6,7,9,3,9,0,9,0,0,9,9,2,9,5,0,0,7,6,7,10,1,8,7,7,7,8,9,5,2,7,1,8,0,7,6,8,4,7,0,10,9,9,8,7,9,8,10,0,10,8,1,10,0,0,6,8,3,0,8,9,9,9,6,0,7,8,0,8,8,8,9,8,7,2,11,9,2,0,8,6,7,3,8,8,0,2,9,3,10,9,4,8,2,7,11,8,9,10,3,10,8,9,0,9,10,0,8,0,8,7,5,0,0,8,7,9,1,7,9,8,0,7,0,10,10,7,9,1,8,8,9,8,0,10,8,7,8,0,8,8,1,7,7,0,8,8,8,6,8,0,0,7,7,7,9,0,7,7,6,0,11,7,9,7,5,8,3,8,0,8,8,7,8,2,7,6,2,1,9,9,8,8,10,8,8,0,10,1,9,1,8,4,3,7,0,5,1,11,7,0,8,8,6,5,1,9,9,3,7,11,9,8,7,0,0,6,4,1,2,9,8,6,8,8,9,1,9,6,8,5,0,7,0,9,0,1,4,7,3,3,0,9,8,6,10,7,1,6,8,7,9,9,8,6,4,8,10,7,9,9,8,9,8,8,8,8,8,9,9,7,3,8,9,6,9
blr,5,5,5,6,4,1,6,2,0,6,5,2,5,0,0,2,6,4,5,5,7,5,0,0,4,5,6,5,5,6,4,0,0,0,3,1,5,1,4,3,5,2,6,0,5,4,3,4,7,4,3,0,0,3,0,3,5,5,1,6,5,0,5,5,4,2,3,3,1,5,0,2,3,3,0,1,2,5,6,4,5,2,6,5,2,0,5,4,3,5,0,0,1,1,4,0,4,3,7,5,3,0,2,5,0,6,3,2,7,5,0,0,7,6,3,1,4,4,5,2,5,2,0,2,0,0,1,5,2,3,2,3,5,1,2,6,2,3,6,6,0,6,7,2,5,0,3,3,4,3,3,4,2,6,1,5,6,5,0,3,0,6,5,5,6,3,6,3,1,4,0,2,5,1,4,0,2,6,6,5,4,0,2,4,1,3,4,3,0,3,5,4,3,0,3,5,5,0,6,5,6,1,2,4,0,4,2,4,4,3,3,0,4,2,1,3,5,5,3,6,3,5,5,0,7,1,6,5,5,2,2,3,0,3,1,7,2,3,5,4,3,4,3,6,6,0,3,5,6,3,3,0,0,2,1,3,0,6,4,3,4,5,7,3,2,4,1,3,0,1,0,5,3,1,0,0,2,4,0,5,6,4,6,1,5,0,5,1,6,7,6,3,1,3,7,5,3,5,3,6,2,1,4,1,4,3,6,2,2,2,5,3,6
boq,20,9,20,20,9,14,9,12,2,20,21,15,13,0,0,3,20,18,11,18,15,19,0,0,18,18,10,15,15,20,20,0,0,0,7,1,19,12,17,5,15,12,13,0,20,0,9,19,17,12,11,0,0,0,16,9,14,17,11,10,18,9,3,14,21,10,2,10,4,6,0,10,10,17,2,17,11,8,20,19,18,11,7,19,17,3,21,15,9,11,0,0,9,1,3,0,20,1,0,0,1,0,14,17,2,20,16,20,2,19,15,0,17,21,5,0,20,18,19,3,19,19,6,2,12,4,15,20,0,13,2,1,19,15,11,3,7,20,20,20,0,20,20,7,18,0,6,5,0,6,13,7,16,7,5,1,21,10,1,0,0,20,20,19,14,11,18,1,18,20,0,15,0,17,19,3,15,18,9,19,19,0,11,16,16,1,19,0,0,10,10,18,20,0,1,19,3,0,19,18,21,18,9,18,0,20,0,17,19,1,16,0,12,10,15,1,21,11,17,14,20,18,16,0,1,8,19,1,20,0,9,10,0,2,7,18,18,11,18,18,11,8,18,21,16,0,15,20,20,0,18,0,0,17,10,1,7,19,20,0,19,1,2,1,17,18,17,7,0,1,0,11,10,1,7,4,15,5,0,20,19,1,20,18,15,9,19,13,18,17,19,17,3,18,18,19,21,17,2,20,14,16,20,6,14,15,16,17,4,15,21,11,15
bot,21,0,21,21,1,16,16,0,0,0,0,0,1,0,1,0,22,0,20,19,0,20,1,0,20,19,12,19,0,22,21,0,1,0,0,0,0,0,18,0,1,0,0,0,0,10,1,20,18,1,0,1,0,1,18,1,0,0,0,0,19,15,13,15,0,0,0,1,0,0,0,16,0,1,0,19,14,0,0,20,19,0,15,21,0,0,23,1,10,1,0,4,18,0,1,0,22,17,18,13,0,0,0,0,1,22,0,22,0,21,1,1,0,0,0,0,21,19,21,1,22,0,13,1,1,7,0,0,0,1,1,0,20,0,0,19,0,21,0,21,1,0,0,11,19,0,0,17,8,0,15,1,0,18,0,0,0,20,0,12,4,21,22,20,15,0,0,11,21,22,0,0,1,18,21,0,0,19,16,21,21,0,16,20,17,0,20,1,0,1,0,19,22,1,0,20,1,0,20,19,22,20,10,20,0,21,14,19,22,12,20,0,15,0,16,0,0,17,18,0,22,19,17,3,0,0,0,16,22,9,0,0,0,1,0,0,20,1,19,19,0,1,0,22,0,1,0,23,21,17,19,1,1,18,0,0,1,20,22,1,20,0,20,0,0,20,21,0,0,0,0,15,1,0,1,15,0,1,0,0,20,10,21,20,0,0,22,14,20,18,20,19,0,0,0,20,23,0,0,0,0,20,22,0,0,0,0,18,6,18,22,0,0
chs,19,0,19,19,9,14,15,12,2,21,20,15,13,0,0,3,21,17,11,18,15,19,0,0,18,18,10,18,15,20,19,0,0,0,7,1,18,11,17,5,15,12,13,0,20,9,9,19,17,12,11,0,0,0,17,9,14,12,11,10,18,9,3,14,22,10,2,10,4,6,0,10,10,17,2,18,11,8,20,19,17,11,7,20,17,3,20,18,1,11,0,0,9,1,3,0,19,1,0,0,1,0,15,17,2,21,16,19,19,20,15,0,17,22,5,0,19,17,18,3,20,19,6,2,12,4,15,20,0,13,2,1,16,15,17,3,7,17,19,19,0,20,20,10,18,0,6,5,0,6,13,7,16,7,5,1,22,19,0,0,0,20,20,18,14,8,19,10,19,21,0,15,0,17,18,3,15,13,9,18,20,0,11,16,5,1,18,0,7,10,10,18,20,0,1,18,3,0,19,18,20,15,0,18,0,19,0,16,20,1,16,0,12,10,15,1,22,11,16,14,19,18,16,0,1,8,19,15,21,8,13,10,0,2,7,19,18,11,18,18,11,8,17,20,17,0,16,21,20,0,18,0,0,17,8,1,7,19,19,0,19,1,19,1,20,9,20,7,0,1,0,11,10,1,7,4,15,5,0,21,18,1,20,17,15,9,20,3,19,17,18,17,3,15,2,18,17,22,2,20,14,19,21,6,14,15,16,17,4,15,20,11,15
