language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
aij,15,11,0,0,11,0,9,14,10,14,0,13,17,8,0,1,0,14,15,15,0,7,10,9,11,12,9,0,11,1,12,17,3,15,8,0,15,7,5,13,16,14,10,12,0,12,14,16,8,17,13,9,0,13,4,0,9,15,13,0,7,17,15,10,10,0,12,7,8,17,14,9,12,15,5,12,6,7,13,11,9,1,0,15,5,0,14,11,8,7,15,14,9,16,16,16,10,9,7,15,16,14,5,13,9,16,5,12,10,14,16,12,7,15,14,4,15,11,17,0,14,7,0,15,7,16,14,6,13,15,6,10,4,14,6,0,13,15,17,17,7,12,13,0,0,16,0,8,3,9,9,10,5,12,3,2,2,10,12,10,13,0,3,6,6,8,7,0,0,0,2,15,14,8,17,11,16,0,15,17,15,13,9,5,0,9,8,17,0,16,15,9,14,17,14,17,5,6,14,11,13,16,10,10,5,15,14,16,8,12,10,0,16,9,17,14,0,9,8,10,15,10,13,15,9,0,5,3,11,6,0,11,0,17,12,13,5,0,6,2,4,11,0,14,17,10,0,8,8,14,14,16,15,0,17,1,0,9,0,13,12,6,6,0,12,1,14,14,8,14,3,0,7,13,8,13,14,0,13,7,4,10,9,0,17,4,14,10,16,11,12,6,13,9,11,0,6,13,0,8,12,9,11,0,0,14,16,12,12,12,0,7,16
akr,10,5,0,0,7,3,6,8,1,3,1,9,14,3,0,1,3,9,12,13,2,0,1,1,9,10,1,0,6,1,9,12,0,12,2,2,11,4,0,10,2,12,3,1,0,8,10,1,3,13,9,2,0,9,0,3,7,12,3,0,4,12,2,6,4,0,10,4,2,12,10,6,8,9,1,8,4,0,10,9,6,6,2,9,0,0,11,8,2,1,11,10,7,11,3,11,3,1,1,13,13,11,0,8,2,13,1,9,3,1,12,10,1,10,10,1,12,3,12,5,12,0,4,9,3,13,1,4,11,12,1,3,2,8,1,0,11,11,13,13,4,1,4,2,6,10,4,5,4,2,1,2,0,2,0,1,1,3,4,3,10,3,0,0,1,7,2,0,0,3,0,10,9,6,13,9,11,0,12,13,10,9,6,1,2,2,1,12,0,13,9,1,12,13,10,13,2,4,9,8,9,13,2,1,1,10,11,11,4,10,8,0,14,1,13,11,0,4,3,6,10,0,10,1,0,0,3,0,1,1,0,9,0,14,2,10,0,2,0,5,0,7,0,12,12,0,2,1,1,12,1,13,11,0,12,7,4,3,0,10,2,4,3,0,10,6,10,1,4,10,0,1,2,9,1,7,12,0,11,5,0,7,7,0,10,1,8,4,13,8,1,1,11,3,2,0,0,11,0,0,3,7,7,0,4,2,10,1,7,2,0,2,10
aky,18,14,1,0,16,7,13,17,15,17,0,16,20,11,4,0,9,17,17,18,8,1,13,12,14,17,12,0,14,0,16,20,0,19,12,0,18,10,7,15,19,17,13,16,6,16,18,19,12,20,16,13,0,15,7,0,13,18,16,0,2,20,18,13,14,3,16,12,10,21,17,12,15,19,6,15,1,0,16,16,10,8,0,19,6,0,17,15,1,0,18,17,0,20,19,20,13,13,11,18,19,17,6,16,11,19,0,16,2,17,19,15,10,18,18,0,18,14,20,11,18,1,8,17,9,19,17,10,17,1,10,14,0,17,10,0,17,18,20,20,8,15,17,11,0,20,0,10,2,12,13,13,0,1,5,3,3,2,15,14,16,0,0,7,9,10,11,12,0,11,0,18,0,0,21,14,19,0,18,20,18,17,13,7,0,12,9,20,0,19,19,12,17,21,18,20,9,8,17,13,15,19,13,14,6,19,17,19,12,15,12,0,19,13,20,1,0,11,10,15,19,14,16,18,12,0,2,5,15,9,0,14,0,20,15,16,6,3,8,0,0,14,0,18,21,11,6,10,12,17,17,19,19,3,20,2,6,13,0,16,15,0,7,0,15,10,18,18,9,17,4,0,0,16,12,16,17,0,0,8,5,13,12,0,21,0,16,2,20,1,13,9,15,11,12,2,0,16,0,9,16,12,15,0,12,18,18,15,16,15,4,0,19
apu,4,3,0,0,5,3,4,4,1,7,1,4,4,0,0,1,0,4,7,5,2,0,3,3,4,4,5,2,1,1,5,2,0,5,2,2,5,0,0,2,5,5,5,3,0,3,5,5,3,4,4,5,0,5,2,2,4,6,4,0,4,4,4,2,1,0,4,3,3,4,2,1,4,2,1,1,3,0,4,5,4,2,2,3,0,0,3,4,5,3,2,4,2,2,6,4,4,4,1,4,4,3,0,3,4,5,1,6,3,5,4,4,3,3,4,3,4,5,4,2,4,3,3,6,1,4,6,1,6,3,1,4,1,1,1,0,6,4,6,4,2,3,6,4,3,4,2,1,1,1,2,2,0,5,0,0,0,3,5,4,4,6,0,3,1,2,3,3,0,4,0,6,2,2,6,1,6,0,3,6,2,4,5,2,0,6,3,4,0,3,2,3,3,4,3,4,3,0,4,4,2,5,5,4,1,3,6,3,0,4,2,0,5,1,5,5,0,2,3,5,4,4,1,6,2,0,3,0,4,1,0,1,0,5,5,4,2,0,0,2,0,3,0,4,2,0,2,4,3,2,5,3,5,0,4,4,2,1,0,2,4,3,2,0,6,4,6,5,1,4,0,1,2,5,3,4,4,0,5,3,0,2,2,3,4,1,5,5,6,2,1,1,6,6,2,0,2,2,0,4,5,1,1,0,2,3,4,4,1,5,0,2,2
bgm,17,13,7,0,13,8,12,16,13,16,3,15,19,10,4,0,0,16,0,17,6,1,12,11,13,15,11,0,13,0,14,19,0,18,11,5,17,9,9,16,18,16,12,14,8,15,16,18,10,19,15,11,0,17,6,0,12,17,15,0,2,19,17,0,12,3,14,11,11,19,16,11,14,18,0,14,1,9,15,14,0,8,7,17,6,0,16,14,1,0,17,16,11,18,18,18,12,12,9,17,18,16,0,15,10,18,0,15,12,16,18,14,9,17,17,0,17,13,19,10,16,9,8,16,8,18,16,9,15,18,9,13,0,16,9,0,16,17,19,19,8,14,16,10,10,19,0,12,9,11,12,12,0,14,0,0,3,12,14,13,15,10,0,8,8,12,10,11,2,10,3,17,0,11,19,13,18,0,17,19,17,16,11,7,0,11,10,19,0,18,18,11,16,19,16,19,7,8,16,15,14,18,0,13,7,17,16,18,10,14,11,0,18,12,19,16,0,0,2,13,18,12,15,17,0,0,2,4,14,8,0,13,0,19,14,14,6,0,7,7,0,13,1,17,19,13,6,11,11,16,16,18,17,2,19,10,0,12,0,15,14,7,9,0,14,12,16,16,11,16,0,0,0,14,11,15,16,0,15,0,0,12,11,8,19,5,15,2,18,14,14,8,14,11,12,0,7,15,0,10,14,10,14,0,11,16,19,14,14,13,3,8,18
bjy,1,1,2,0,1,3,5,7,1,1,2,7,8,5,0,1,4,1,10,9,3,3,3,1,0,3,3,0,3,1,7,8,0,7,2,2,8,0,2,5,9,2,1,5,3,7,7,9,6,8,6,3,0,1,0,5,3,3,7,0,6,8,8,4,1,0,3,3,5,8,7,4,5,7,1,5,3,0,8,6,5,5,4,6,0,0,6,1,2,5,5,8,2,7,2,2,7,1,1,9,7,7,4,6,7,8,1,2,7,1,7,1,1,6,7,2,8,1,8,4,1,0,0,5,1,8,9,1,8,7,1,6,0,7,1,0,7,1,9,8,2,3,1,6,0,8,2,1,1,4,4,6,0,6,0,0,0,6,8,1,7,2,0,0,1,2,4,3,0,6,0,8,6,2,9,3,8,0,6,3,7,6,3,2,0,2,4,8,0,8,7,1,7,8,6,8,2,0,8,1,3,8,2,1,1,7,8,7,0,2,2,0,8,6,8,7,0,7,4,4,7,6,7,8,5,0,3,0,1,1,0,1,0,8,8,3,3,0,0,2,0,5,0,6,8,0,2,1,5,8,7,7,9,0,8,4,3,5,0,8,3,3,1,0,8,2,8,7,1,7,1,1,2,2,2,3,8,0,8,4,0,2,3,0,8,1,7,4,8,4,5,1,5,1,6,0,0,6,0,0,1,1,5,0,5,6,9,7,1,8,0,2,7
bov,14,10,5,0,10,0,8,13,9,13,0,12,16,7,2,1,7,13,14,14,0,0,9,8,10,11,8,3,10,1,11,16,2,14,7,0,14,6,4,12,15,2,9,11,5,10,13,15,0,16,12,7,0,12,0,0,8,14,12,0,0,16,14,9,9,0,11,0,7,16,13,8,11,14,4,11,0,0,12,10,8,7,6,14,0,0,13,10,7,6,14,13,8,15,15,15,9,8,6,14,15,13,0,12,2,15,1,11,0,13,15,11,5,14,13,1,14,10,16,8,13,6,6,14,6,15,13,5,12,14,5,9,0,13,5,1,12,14,16,16,1,11,12,8,0,15,5,7,8,8,8,0,4,11,2,0,0,0,1,9,12,0,0,4,1,0,1,8,0,9,0,14,12,1,16,10,15,0,14,16,14,12,8,4,0,8,6,16,0,15,14,8,13,16,13,16,0,2,13,10,11,15,9,9,4,14,13,15,7,11,9,0,15,8,16,13,0,8,7,9,14,9,12,14,8,0,1,0,10,4,2,10,0,16,11,11,4,0,0,2,3,10,0,13,16,9,0,7,7,13,13,15,14,0,16,8,5,8,0,12,10,2,5,0,11,8,13,13,7,13,0,0,0,11,6,12,13,0,12,6,0,9,8,5,16,0,12,0,15,10,10,5,12,8,10,0,5,12,0,7,11,8,10,2,9,13,15,11,11,11,2,5,15
cey,21,17,6,4,14,2,14,19,17,19,4,18,23,13,0,0,0,20,19,0,10,9,15,15,16,14,15,4,16,0,18,23,0,17,10,0,21,0,8,19,21,18,15,18,7,17,20,21,11,23,18,10,0,16,8,7,14,21,18,0,10,22,21,12,16,4,19,13,12,23,20,14,18,21,0,17,8,0,19,17,0,9,8,22,0,0,19,16,12,8,20,20,12,22,21,22,15,15,8,20,22,19,7,18,12,22,0,17,14,20,22,17,12,21,21,5,21,17,23,13,21,10,0,20,12,22,20,8,16,19,8,12,0,20,12,0,19,21,23,23,9,17,18,0,9,18,0,11,2,14,11,14,9,16,6,0,0,11,17,16,18,11,0,9,11,11,9,10,1,12,0,21,16,10,24,16,21,0,21,23,21,19,15,0,0,13,12,23,0,22,17,14,20,23,20,23,8,9,19,16,18,22,14,12,8,21,20,22,2,17,0,0,22,11,23,19,0,13,2,17,21,13,19,20,13,0,2,0,13,7,3,16,0,23,17,18,8,0,0,6,0,17,2,16,23,12,0,14,10,15,20,22,21,0,23,11,7,14,0,18,16,0,10,0,18,13,20,20,13,20,0,3,0,0,13,18,20,0,16,10,0,15,14,7,24,0,18,11,23,13,16,1,17,13,14,0,0,19,0,0,15,14,13,0,14,20,22,17,18,18,0,0,22
dhj,12,5,0,0,9,3,7,11,7,3,1,10,13,6,1,1,3,9,12,11,2,0,1,6,8,1,1,0,6,1,9,10,0,11,2,2,10,0,0,9,2,12,3,10,0,8,12,1,3,12,11,2,0,10,0,3,1,10,10,0,4,11,12,2,4,0,7,4,2,11,12,1,10,13,1,6,4,0,10,8,6,6,2,9,0,0,10,8,2,1,7,10,7,13,12,10,3,1,1,1,12,10,0,8,2,12,4,9,3,11,11,8,1,9,1,1,11,8,11,5,9,0,4,11,5,12,11,3,9,8,1,3,2,8,1,0,11,10,12,12,6,1,4,2,6,10,4,5,4,2,1,2,0,8,0,0,1,3,4,3,10,3,0,0,1,4,2,0,0,8,1,10,9,2,12,8,13,0,10,9,10,9,7,1,2,7,1,10,0,12,11,1,10,12,8,11,2,4,9,7,10,11,8,1,3,12,10,9,4,9,8,0,12,1,12,10,0,4,3,7,12,0,10,11,0,0,3,0,1,1,0,7,0,12,2,9,0,0,5,2,0,6,0,11,11,7,2,1,1,11,1,11,11,0,11,4,2,7,0,10,9,4,3,0,10,2,10,11,4,12,0,1,2,2,1,9,3,0,9,5,0,8,4,0,12,1,11,4,11,2,1,1,10,3,9,0,0,10,0,0,10,6,1,0,4,2,12,1,7,10,0,4,12
dqz,9,6,0,0,3,3,3,9,6,11,1,8,10,3,0,1,3,8,4,10,2,4,6,1,6,1,6,0,8,1,1,9,0,9,4,2,9,2,0,7,11,11,8,8,0,8,8,11,3,9,3,6,0,8,0,3,1,1,9,0,4,9,10,5,6,0,7,5,6,9,9,1,7,11,1,3,5,0,9,7,6,2,2,8,3,0,8,3,2,1,9,9,7,10,10,8,3,6,1,11,9,9,0,7,2,11,1,8,8,9,10,7,4,7,8,1,2,7,9,6,9,5,0,3,3,10,1,1,9,10,1,3,0,9,1,0,10,8,10,10,5,1,9,7,0,9,4,4,6,2,6,7,0,7,0,0,0,7,10,3,9,3,0,0,1,4,2,0,0,3,0,9,8,2,11,6,9,0,9,11,9,8,0,3,2,2,1,9,0,10,8,6,9,9,7,9,2,4,2,3,8,10,2,6,1,8,9,8,4,6,7,0,10,1,10,9,0,4,6,3,9,7,9,10,6,0,3,0,8,3,0,6,0,10,2,1,0,0,3,4,0,1,0,8,9,0,2,5,6,10,9,9,2,0,9,4,2,3,3,9,7,4,3,0,9,2,9,9,4,8,0,1,5,8,1,1,10,0,2,2,3,5,6,0,9,1,9,4,10,2,7,4,8,3,2,1,0,8,0,0,8,1,1,0,4,8,1,8,8,2,0,2,9
