language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
agz,3,5,3,4,3,0,3,4,5,4,3,2,3,2,5,3,1,0,0,2,4,4,2,5,2,0,3,2,0,4,3,0,3,3,3,0,3,4,4,2,3,0,5,5,4,1,3,6,3,2,3,2,2,4,5,0,0,4,3,2,2,3,1,3,2,0,5,2,3,3,3,0,3,3,2,0,0,0,4,3,4,3,2,0,0,2,0,4,1,2,3,2,5,1,2,3,0,3,1,3,2,3,3,3,5,5,3,3,3,0,3,5,0,2,3,3,3,2,3,5,2,3,2,3,5,2,3,6,0,3,2,2,5,3,2,2,3,3,1,3,0,1,0,3,3,0,3,2,5,3,3,3,0,4,1,4,4,3,1,3,5,0,3,0,3,1,5,3,0,0,1,3,3,3,5,3,2,0,3,2,0,0,2,2,3,3,2,3,2,3,4,3,3,4,3,1,3,0,2,0,1,0,0,3,5,3,3,3,0,3,3,0,3,3,0,4,0,4,3,3,4,6,1,0,4,3,3,4,4,3,2,3,3,2,3,4,3,3,1,3,3,1,2,3,3,4,3,0,1,4,1,2,3,6,3,3,3,3,5,4,3,3,4,4,3,2,6,3,0,2,2,3,3,0,4,0,3,3,2,2,0,0,1,5,1,1,0,5,4,3,2,0,3,0,2,3,0,3,2,2,4,5,2,0,2,3,3,0,3,3,3,1,0
ahv,14,10,9,11,14,0,12,0,16,7,14,15,15,10,1,7,10,0,8,15,0,14,14,12,6,1,15,15,0,1,7,0,12,14,13,0,12,9,1,17,0,1,15,11,13,0,15,12,13,0,13,14,0,16,14,3,3,11,16,10,12,15,3,13,13,0,13,14,8,10,8,5,13,15,8,2,0,1,11,13,15,10,14,0,0,14,0,10,13,12,14,10,10,0,10,6,14,4,0,15,15,15,6,12,15,0,9,8,15,0,13,17,0,12,10,11,0,14,11,12,5,6,13,14,0,0,15,10,7,0,11,13,11,13,5,13,13,13,5,14,1,8,7,15,15,0,15,14,13,13,0,13,5,0,8,14,13,9,0,14,13,5,16,1,14,9,12,13,0,0,11,17,15,12,1,9,9,11,15,16,0,5,4,13,1,10,11,14,12,14,13,10,14,14,14,8,16,1,13,1,11,0,11,13,12,9,16,14,0,16,12,0,15,6,0,13,0,14,13,16,14,15,8,0,0,13,14,1,12,16,1,9,13,13,12,0,14,13,0,9,12,9,13,15,1,11,1,0,0,0,11,14,13,10,1,0,0,15,9,16,11,10,1,16,10,15,10,15,0,15,6,16,14,8,10,8,16,12,14,14,0,1,14,14,0,15,3,7,14,11,13,1,0,1,5,14,3,14,0,14,12,10,15,0,15,1,5,4,9,14,15,0,0
aiu,15,10,14,11,15,2,13,0,15,1,17,14,13,10,1,7,15,0,8,13,8,15,13,13,6,1,16,15,0,13,7,0,13,15,14,0,16,10,1,13,0,0,16,11,14,0,13,13,14,0,14,16,10,17,15,3,0,12,14,10,13,13,3,14,14,0,0,13,8,8,1,4,16,14,7,2,0,1,13,14,12,10,13,0,0,12,0,10,14,13,15,9,10,0,13,6,15,4,2,14,13,16,6,12,11,9,9,8,14,0,16,16,0,13,10,11,12,13,13,14,5,6,14,15,14,0,13,14,7,0,14,13,1,14,5,17,15,14,5,15,1,8,7,14,14,0,13,13,14,14,13,14,5,0,6,11,14,9,0,13,15,5,10,1,16,9,13,14,0,0,12,16,13,14,1,13,14,8,14,14,0,1,4,12,1,10,14,16,11,16,14,10,17,10,15,8,15,1,11,1,10,0,10,13,11,14,15,14,0,14,0,0,14,6,8,9,0,15,13,15,16,16,11,0,0,13,15,10,13,15,1,8,14,16,13,0,13,12,0,9,13,11,13,16,1,11,1,0,0,0,0,9,14,10,1,0,0,14,9,14,7,8,1,15,10,16,16,16,0,13,6,15,11,7,10,9,15,14,13,13,0,1,13,15,0,14,3,7,15,12,14,1,0,1,5,15,0,16,0,9,8,15,13,0,13,1,5,4,9,16,16,0,0
aiw,12,12,15,10,12,0,11,0,17,8,18,12,18,11,1,12,13,0,9,17,7,10,16,17,6,1,13,13,4,1,7,0,10,19,17,0,13,1,12,14,14,0,13,13,15,0,18,9,17,0,19,17,12,12,12,0,0,8,12,10,8,16,3,16,11,0,11,17,8,8,1,0,18,17,0,2,4,1,11,17,10,16,15,0,0,16,4,15,16,17,12,9,15,0,15,6,11,4,0,12,11,11,6,13,13,0,0,9,19,0,19,14,0,9,10,13,13,17,12,15,5,6,17,10,16,0,16,16,9,0,12,15,14,18,5,11,17,11,5,16,0,11,7,18,17,0,19,9,17,16,11,15,5,13,9,12,15,12,0,18,11,5,13,1,18,15,11,11,0,0,0,18,19,13,1,11,15,13,13,12,0,7,4,15,1,11,16,12,10,10,0,10,19,15,16,8,12,8,16,1,12,0,1,12,0,12,12,12,0,17,15,0,18,6,0,9,0,12,11,12,19,13,8,2,9,17,12,1,0,18,1,0,16,11,14,0,18,9,0,12,15,0,15,13,1,9,10,0,0,0,12,12,16,0,6,0,7,12,9,17,9,8,1,14,10,12,17,12,0,18,6,12,12,0,10,7,13,16,9,17,0,1,11,13,0,11,3,7,19,8,11,4,0,0,5,12,0,12,0,12,8,16,11,0,16,1,0,5,14,19,13,0,0
asu,10,11,10,9,10,0,0,7,11,5,10,9,10,8,1,9,11,0,1,9,6,11,9,10,4,1,11,11,0,1,8,0,9,10,10,4,10,1,1,11,0,0,12,9,1,0,11,10,10,3,10,10,8,10,10,0,0,10,10,11,9,11,3,10,9,0,0,9,9,9,7,3,10,10,6,2,0,1,10,9,11,12,10,0,0,10,0,11,11,9,10,9,10,0,11,7,12,4,0,9,9,10,8,10,1,0,7,7,10,0,10,12,0,9,11,10,9,9,10,10,0,7,9,11,11,0,10,10,8,8,9,10,1,10,5,10,10,9,0,10,0,9,8,10,10,0,10,10,10,9,9,9,5,10,5,10,10,10,0,10,8,5,11,6,10,10,9,9,0,1,8,12,10,10,1,10,10,8,11,10,0,1,0,9,1,0,10,10,8,11,10,9,10,11,10,0,10,1,9,1,8,0,1,9,10,10,10,10,0,10,9,0,10,7,0,10,0,10,9,10,10,11,9,0,8,11,11,1,9,10,1,6,10,9,9,10,10,11,0,10,9,0,9,11,1,10,1,0,0,10,10,10,10,8,1,5,6,9,10,10,8,8,9,11,0,10,11,10,0,9,6,10,9,6,9,6,10,10,10,9,0,0,9,10,0,9,0,8,11,9,9,2,0,0,0,10,0,10,0,10,8,11,9,0,9,1,0,0,11,10,11,0,0
bgn,4,0,5,0,5,0,1,1,0,2,5,4,5,0,2,0,4,0,2,4,2,6,4,1,0,0,5,5,1,6,2,1,5,5,5,0,5,5,2,5,6,0,1,6,6,0,5,2,5,1,5,4,4,1,1,1,1,0,5,6,4,5,0,0,4,1,6,4,0,1,0,0,5,5,3,0,0,0,2,5,6,5,4,2,0,5,1,1,6,4,5,5,0,1,5,2,5,1,0,0,4,5,5,0,6,1,4,1,5,0,5,7,0,5,5,5,5,4,5,2,4,4,4,5,6,1,6,2,2,1,5,4,2,5,0,4,5,5,1,5,0,3,2,5,5,1,5,4,0,5,0,0,1,2,0,6,6,4,0,5,6,1,5,4,5,4,6,6,0,0,2,6,5,5,2,5,4,5,5,4,1,2,0,4,2,5,4,5,4,5,5,5,5,0,5,2,5,4,4,5,2,0,4,1,7,0,5,5,1,5,5,0,5,2,1,6,0,0,1,5,6,7,2,0,5,5,6,0,2,5,0,1,5,4,6,6,5,4,7,5,5,4,4,5,0,5,4,3,0,1,2,4,5,1,4,1,2,0,2,0,0,1,2,6,1,4,1,6,1,4,0,5,0,0,1,2,5,5,4,4,0,0,4,0,2,4,0,2,6,1,4,0,1,0,3,5,2,5,3,5,1,6,4,0,4,0,0,1,4,5,5,0,0
chr,5,6,0,0,6,0,6,1,6,2,6,5,6,0,6,0,5,0,2,5,2,0,5,7,0,0,6,6,1,7,2,1,0,6,6,0,6,2,6,6,7,0,7,2,2,0,6,7,6,1,6,5,5,6,6,1,1,0,6,7,5,6,0,5,5,3,7,5,0,1,4,0,6,6,4,0,0,0,6,0,7,6,5,0,0,6,1,1,7,5,6,6,6,1,6,2,6,1,0,5,5,6,1,6,0,6,0,1,6,0,6,1,0,6,6,6,6,5,6,2,1,2,5,6,7,1,1,7,2,1,0,5,7,6,0,5,6,0,1,6,0,4,2,6,6,1,6,5,6,6,5,5,0,6,2,1,1,5,0,6,1,1,6,2,6,5,2,1,0,0,2,7,6,6,6,1,5,1,6,5,1,0,0,5,2,2,5,6,5,6,6,6,6,6,6,6,6,2,5,2,6,0,0,1,1,0,6,6,1,6,6,0,6,4,3,2,0,6,5,6,0,1,2,1,1,6,7,6,6,6,0,1,6,5,0,7,6,5,2,6,6,5,5,6,4,1,5,1,2,6,2,5,6,1,2,1,2,5,2,6,0,1,2,0,4,5,1,0,0,5,0,6,5,0,1,3,6,6,5,5,0,0,5,6,3,5,0,2,7,1,5,0,1,0,0,6,0,6,0,6,5,0,5,0,5,0,4,1,5,6,6,0,0
chu,0,3,1,2,0,0,2,2,3,3,1,0,1,1,0,1,0,0,3,0,3,2,0,2,0,0,1,1,0,0,1,2,1,1,1,1,0,0,0,0,2,0,2,1,3,0,1,4,1,0,0,0,1,2,3,0,0,2,0,3,0,0,1,1,0,2,2,0,1,2,2,0,1,1,1,0,0,0,3,1,2,0,0,1,0,0,2,2,3,0,1,1,2,1,1,1,1,1,0,1,0,1,2,1,2,2,1,2,1,0,1,2,0,1,0,2,1,0,1,0,1,1,0,0,2,2,2,4,3,0,1,0,3,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,2,1,1,1,0,3,0,2,3,1,0,1,2,2,2,0,1,0,3,2,0,0,3,1,0,1,4,0,0,2,0,0,2,0,1,0,4,1,0,1,1,0,1,0,1,1,1,3,0,0,0,0,3,0,2,2,2,2,1,1,0,1,1,0,1,1,2,1,0,1,2,1,1,2,3,0,0,1,1,2,1,1,3,0,0,0,2,1,1,0,4,1,0,1,0,0,2,2,2,2,0,2,3,0,1,2,0,0,1,1,4,2,2,2,0,1,2,0,4,2,0,0,1,0,1,1,2,0,1,2,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,1,1,0,1,1,1,2,3,0,0,0,2,1,2,1,0,0,0,0
cqx,7,9,7,6,7,0,8,5,9,1,8,7,8,5,1,5,8,0,5,7,0,7,7,8,1,0,8,8,3,10,0,4,6,8,8,3,7,6,7,8,9,0,10,8,8,2,7,0,8,0,8,6,6,9,8,0,0,6,8,9,6,9,4,6,7,0,9,7,6,5,5,0,8,8,5,1,2,2,8,7,8,8,8,0,2,8,0,8,9,7,8,8,7,0,7,5,8,0,0,8,6,7,0,9,9,0,6,0,8,0,8,10,0,8,7,7,7,7,7,7,0,0,7,7,9,0,8,9,5,6,8,8,8,7,3,7,8,7,0,8,0,5,5,8,8,0,8,6,8,7,6,6,4,7,4,7,8,7,0,8,0,3,7,1,8,7,7,0,0,0,6,9,7,8,1,8,8,6,9,6,0,1,3,7,1,8,6,8,6,7,8,7,8,8,8,0,8,5,8,1,0,0,5,7,0,6,8,8,0,8,0,0,8,0,4,7,0,9,8,8,9,10,7,0,0,9,9,7,8,8,6,0,8,7,7,9,8,7,8,7,7,6,7,7,1,7,8,0,0,9,6,7,8,0,5,4,4,6,0,8,5,5,8,9,7,7,8,8,0,7,4,9,7,4,7,0,8,8,7,8,0,0,8,8,0,7,2,6,9,6,6,1,0,0,0,8,0,8,4,7,6,8,7,0,8,4,0,0,6,8,8,0,0
crz,19,14,17,13,22,0,19,12,21,9,23,20,23,15,1,15,18,0,7,22,10,20,20,21,5,0,20,10,0,1,13,5,17,23,21,5,19,1,16,10,18,0,19,10,17,5,20,16,21,0,23,21,15,20,19,5,2,14,21,0,17,7,3,20,19,6,16,19,14,7,1,0,22,22,0,0,0,1,0,21,18,18,19,4,3,20,5,17,20,21,19,0,18,0,19,9,10,4,0,20,19,19,11,18,10,11,0,13,23,3,23,20,0,16,18,16,16,21,17,1,8,10,21,19,20,0,18,11,1,12,17,17,15,22,6,21,20,17,6,21,0,14,1,22,22,0,24,20,21,19,16,18,8,14,10,0,19,15,0,22,19,0,20,9,22,17,15,18,0,0,14,20,23,19,9,17,19,15,19,19,0,1,5,17,8,15,18,21,14,20,18,14,23,19,21,11,23,9,20,7,0,0,7,0,9,8,21,20,0,21,18,0,22,0,10,16,0,20,15,21,23,19,0,0,7,10,18,1,16,22,9,5,20,20,15,16,21,16,10,17,17,7,20,18,1,13,13,0,4,13,9,20,19,13,1,0,10,18,8,21,1,13,14,21,13,22,20,20,0,22,7,20,18,10,0,0,20,19,17,21,0,0,21,21,0,21,5,13,23,16,20,6,0,0,7,19,0,21,0,0,17,19,20,0,19,1,0,8,16,22,10,0,6
