language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
afn,6,5,5,7,6,2,6,4,6,5,7,5,0,6,0,7,4,5,6,0,6,7,6,6,4,5,0,5,4,5,1,3,4,4,5,8,5,6,7,7,3,6,0,7,6,6,0,5,4,7,6,1,6,5,7,8,0,4,5,4,4,6,4,6,4,4,5,0,6,4,5,5,5,4,5,7,0,5,5,4,5,4,4,4,3,5,6,6,4,4,5,4,0,0,7,5,4,0,6,5,8,5,0,2,5,0,5,4,0,9,0,5,4,5,5,6,0,4,4,6,5,4,5,4,5,5,6,2,5,1,5,0,8,5,0,6,7,6,4,4,4,7,5,6,4,5,5,0,0,4,5,4,5,6,5,0,6,7,4,1,6,1,5,6,5,5,6,9,0,0,6,7,4,6,6,5,5,5,5,6,3,6,5,6,6,5,4,4,5,5,0,4,6,6,7,0,0,8,0,6,8,6,5,4,1,7,6,4,5,0,6,6,3,5,6,6,4,4,4,4,5,6,5,6,3,5,6,0,4,0,4,7,5,5,0,5,4,7,5,6,4,3,5,5,3,0,4,6,4,2,5,4,6,0,5,0,4,5,1,8,7,6,0,0,4,0,4,6,4,6,6,0,4,5,4,5,3,0,5,4,3,8,4,0,0,4,4,0,6,5,0,5,6,5,5,0,0,1,5,0,4,4,5,7,5,5,4,0,6,4,7,4,1
afr,18,13,17,17,18,14,2,14,15,11,17,0,8,17,0,19,18,17,16,7,14,18,18,18,16,16,0,15,15,14,1,15,17,13,2,19,18,18,16,18,12,13,0,17,14,16,0,18,10,17,19,14,13,18,19,16,0,16,11,16,8,5,18,18,16,16,17,4,12,0,18,13,17,17,2,17,0,18,14,13,17,18,16,10,0,17,18,14,0,17,12,9,0,11,19,17,17,0,17,0,16,18,8,14,14,0,4,15,10,19,6,18,12,12,16,16,0,17,17,16,18,15,18,16,18,17,16,2,18,4,17,0,12,18,0,18,12,9,0,17,18,18,16,0,18,16,17,11,0,17,14,3,15,17,18,0,18,16,15,14,17,0,16,17,9,14,17,16,3,0,5,17,14,16,2,16,4,18,18,14,3,13,11,19,18,17,16,15,18,13,0,17,19,15,14,0,0,16,0,10,15,15,16,13,7,12,14,18,14,11,17,5,1,18,3,17,6,17,3,13,12,16,18,18,0,15,17,3,16,9,12,15,15,16,10,18,16,14,17,16,2,11,17,19,7,0,10,19,16,5,14,16,18,9,15,0,18,18,0,15,13,1,0,0,16,0,14,17,16,17,15,0,0,18,17,18,3,0,16,17,16,16,17,0,12,17,10,0,16,18,6,16,16,15,18,16,0,1,15,0,18,13,15,18,18,14,16,0,17,15,14,14,1
blt,13,10,11,11,11,11,9,10,10,0,0,9,0,12,0,14,13,11,12,5,10,12,13,12,10,11,0,10,10,10,5,10,11,7,2,12,13,12,13,13,8,10,0,11,12,14,8,12,8,13,14,9,9,12,14,12,0,12,9,10,1,11,13,13,11,12,13,3,9,6,12,0,11,12,2,14,0,12,12,0,11,13,11,7,0,12,13,12,0,10,9,0,9,10,13,12,12,0,11,11,2,12,7,9,11,0,4,10,0,14,0,13,7,9,10,13,4,11,12,13,12,11,12,12,13,12,4,2,12,1,12,5,0,12,0,13,0,3,10,11,12,12,11,14,12,11,13,6,0,12,11,11,12,12,13,0,12,12,11,6,12,0,10,12,7,11,11,12,0,8,11,13,10,12,2,11,11,12,12,10,3,0,0,14,12,11,12,11,12,10,8,12,14,11,0,0,0,2,2,0,11,11,0,8,1,9,10,13,9,9,13,12,5,12,3,13,0,12,9,10,9,12,13,13,6,11,14,3,12,4,8,12,10,6,8,13,12,10,13,12,2,9,10,12,6,3,8,12,12,2,12,11,12,0,11,0,12,12,0,0,10,1,0,0,12,0,9,12,13,12,11,0,8,12,11,13,3,9,13,11,10,13,12,0,9,12,8,0,12,13,3,11,13,12,14,11,0,1,12,0,13,10,12,13,12,9,10,0,12,10,0,11,2
crt,17,12,16,16,16,2,11,13,13,9,16,12,7,16,1,18,17,16,15,6,13,17,17,17,15,15,0,13,14,13,7,14,16,12,2,18,16,17,15,17,11,12,0,16,0,5,11,17,9,16,18,12,11,17,18,0,0,15,10,15,1,5,17,16,15,15,16,0,5,0,17,11,16,16,2,16,3,17,13,12,16,17,15,9,7,16,17,0,8,16,11,7,10,0,18,16,16,0,16,12,15,17,0,13,13,0,13,14,9,17,5,17,10,11,15,15,6,16,16,15,17,14,17,15,17,16,15,10,17,3,15,6,11,17,0,17,11,8,11,16,17,17,15,18,17,15,16,10,0,16,12,12,14,16,17,2,17,15,14,12,16,0,15,16,8,13,16,15,2,11,16,15,13,15,13,15,13,17,17,13,3,12,10,18,17,15,15,14,17,12,0,16,18,14,13,0,0,15,0,9,6,14,15,12,6,10,13,17,0,10,16,13,6,17,3,2,0,16,11,12,11,15,17,17,0,14,16,3,15,8,10,14,14,15,9,17,14,13,16,15,11,10,16,17,0,0,0,17,15,3,13,15,17,8,14,6,17,17,4,14,12,14,0,0,15,2,0,16,15,16,14,0,9,17,16,16,8,12,15,16,14,15,16,0,11,15,9,0,15,17,5,15,15,13,17,15,5,7,14,0,17,12,14,17,17,13,15,0,16,14,13,13,1
deq,0,3,15,15,12,9,2,11,11,0,13,10,4,13,0,17,16,15,12,0,11,15,12,15,12,12,0,0,12,10,1,11,14,9,2,16,14,15,12,16,8,10,0,13,11,15,8,15,1,14,16,10,5,15,15,14,0,11,4,13,1,11,15,11,12,11,14,0,10,0,13,0,12,13,2,13,0,15,11,10,15,15,10,8,0,13,14,11,6,12,0,0,0,9,17,11,15,0,14,0,13,16,6,9,11,0,12,13,0,16,0,12,9,10,13,12,0,15,14,14,15,10,15,14,15,13,14,2,15,2,14,5,10,15,0,14,0,3,0,14,15,15,13,17,15,13,12,9,0,15,9,10,11,15,16,0,15,14,13,11,14,0,13,14,7,9,14,14,0,9,15,12,9,13,11,10,11,15,16,12,3,0,0,17,15,12,13,10,16,9,7,14,17,13,12,0,0,13,2,0,14,12,13,10,1,0,10,14,10,8,12,10,1,15,3,15,0,15,9,9,9,13,15,16,7,10,15,3,13,4,9,13,10,12,0,12,11,10,12,13,10,8,15,14,6,0,7,16,11,2,10,13,16,0,12,5,16,15,0,0,4,1,0,0,10,0,11,14,12,2,10,0,0,15,14,15,3,10,14,14,11,12,14,0,10,11,7,0,13,15,3,13,12,11,13,12,0,1,10,0,16,11,13,16,13,9,13,0,11,12,12,12,2
dps,1,1,0,0,1,1,1,0,1,0,2,0,0,0,0,1,0,0,2,2,2,1,0,0,0,1,0,1,0,1,2,0,0,2,0,1,1,0,1,1,1,2,0,1,2,1,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,2,1,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1,2,0,0,2,1,2,1,0,0,0,0,2,1,0,0,1,0,0,2,0,1,1,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,2,2,2,0,0,1,1,2,0,0,0,0,0,0,2,0,1,1,0,1,0,1,0,2,0,0,0,1,2,0,0,2,0,0,0,1,0,0,1,2,1,0,0,2,1,2,0,1,0,1,0,0,0,0,2,0,1,1,1,0,0,1,1,1,1,1,2,0,2,2,2,0,2,0,0,2,0,0,2,1,2,0,1,1,1,0,1,0,0,0,1,1,0,2,1,2,1,1,2,1,0,2,0,2,1,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,2,0,2,1,0,1,0,0,2,0,1,1,2,2,1,0,1,2,2,1,0,0,1,0,0,2,0,0,0,0,0,2,1,0,1,1,1,0,2,1,0,0,1,0,1,0,1,0,0,0,0,2,0,1
ehq,3,2,2,2,3,3,3,1,3,4,3,3,2,3,0,3,2,2,4,3,4,3,2,2,3,3,0,3,2,4,1,1,2,0,3,3,3,2,4,4,0,1,0,2,4,3,4,2,2,3,3,2,3,2,3,3,0,2,0,2,2,4,3,3,2,2,2,0,3,2,2,3,3,3,0,2,0,2,4,3,2,2,2,3,0,2,1,2,3,2,2,0,2,4,3,3,2,0,2,3,3,2,1,4,3,0,0,3,2,3,1,2,3,3,3,2,1,1,2,4,2,2,2,3,2,2,2,3,2,0,3,0,4,2,0,2,5,4,3,2,2,3,3,3,2,2,2,2,0,2,0,1,3,3,2,0,2,3,1,4,2,0,2,3,4,1,2,4,0,2,3,2,2,3,4,0,2,2,2,3,5,4,1,2,2,2,2,2,2,3,3,2,3,2,3,0,0,3,0,0,2,2,3,2,1,3,4,2,3,1,3,3,0,2,5,4,3,2,2,2,4,2,3,1,0,2,5,2,2,0,2,5,2,4,0,3,3,5,3,4,2,1,2,2,2,0,3,3,3,1,3,2,3,3,3,3,2,2,0,4,2,5,0,0,0,0,3,5,2,3,2,3,0,3,2,4,5,4,3,1,1,2,3,0,3,3,2,0,2,2,0,4,2,2,3,3,3,3,3,2,2,3,1,3,2,2,2,0,2,1,4,2,1
ehx,10,7,9,8,9,7,5,6,7,0,11,7,0,9,0,10,8,9,1,0,8,10,8,7,8,9,0,8,8,8,4,7,9,0,2,9,9,9,10,6,7,9,0,10,7,11,0,9,6,8,10,8,7,9,10,10,0,8,0,8,5,10,9,8,7,8,9,0,8,5,9,8,9,9,5,10,0,8,9,7,9,7,8,5,3,9,9,9,4,8,7,6,7,6,10,8,9,0,9,9,9,9,5,2,9,0,0,8,0,11,0,8,5,6,9,8,0,7,8,9,9,8,8,9,9,9,10,2,9,1,7,0,9,8,0,9,10,7,8,8,9,10,9,10,8,8,8,5,0,8,8,6,9,9,9,0,9,10,8,9,9,0,8,2,3,8,9,11,0,5,10,10,6,9,8,7,9,8,8,9,3,10,6,10,9,9,9,7,8,7,6,8,10,5,5,0,0,2,0,4,9,7,9,7,1,5,9,9,0,5,5,8,1,9,3,9,5,7,0,6,7,9,8,8,4,8,11,0,8,0,5,9,9,10,5,9,8,9,9,9,7,5,9,9,4,0,0,9,9,2,9,8,9,0,9,0,9,9,0,11,9,10,4,0,6,0,8,9,9,10,9,5,5,9,8,9,6,6,8,7,7,10,8,0,6,4,4,0,8,8,0,9,9,9,10,9,0,1,9,6,9,7,9,10,8,7,7,0,9,8,6,8,1
eov,9,7,8,10,5,7,5,6,7,0,9,7,0,8,0,8,7,8,10,0,0,9,7,9,7,8,0,8,7,7,1,5,8,6,2,10,7,8,8,9,6,8,0,9,0,10,0,8,3,10,9,6,4,8,9,0,0,7,0,7,1,8,8,10,6,7,8,0,2,5,8,7,8,8,5,9,0,7,8,6,8,8,7,5,3,8,8,8,4,7,8,0,7,8,9,7,7,0,8,7,9,8,4,8,8,0,9,7,0,6,0,7,5,6,7,7,3,6,7,8,8,7,7,7,8,8,8,8,8,1,9,4,6,7,0,8,6,7,7,7,8,9,8,9,7,7,7,0,0,7,4,8,8,8,8,0,8,9,6,1,8,0,4,9,6,4,8,0,0,0,9,9,6,8,8,7,8,7,7,8,3,8,8,9,8,7,8,7,7,7,5,7,9,5,9,0,0,10,0,7,9,9,7,5,1,8,9,8,0,5,9,0,1,8,9,8,5,6,8,6,7,8,10,7,4,4,10,0,7,7,5,8,7,9,5,8,7,0,8,8,9,5,8,8,5,0,5,7,8,2,8,7,8,0,8,0,8,8,0,9,1,1,5,0,7,0,6,8,7,9,8,0,5,8,7,7,6,8,7,6,5,9,7,0,0,7,4,0,7,7,0,8,8,8,9,8,0,1,7,0,8,6,8,9,7,7,7,0,8,7,6,7,1
eox,14,3,13,14,13,12,2,9,12,0,14,0,5,14,0,13,14,12,13,0,9,13,14,13,11,13,0,11,12,12,1,12,12,8,2,15,15,13,14,14,10,10,0,14,11,13,8,13,1,11,13,10,10,13,16,12,0,14,4,11,7,11,12,14,13,11,12,0,10,0,14,10,13,14,2,15,0,13,11,9,13,12,12,7,0,14,15,13,0,13,10,0,0,9,15,13,13,0,12,0,14,14,6,11,12,0,4,11,8,15,0,14,7,2,11,12,5,13,13,12,13,12,13,11,12,11,13,2,13,1,13,5,0,13,0,12,0,3,0,13,14,13,12,15,13,10,14,8,0,14,9,10,13,14,12,0,13,13,12,6,13,0,11,15,7,12,12,6,0,10,13,14,11,11,11,12,11,13,14,11,3,0,0,15,13,13,11,12,14,11,7,13,15,12,11,0,0,14,2,0,11,13,11,11,1,0,10,15,10,8,14,10,1,14,3,14,0,13,9,11,9,14,12,14,5,12,2,3,11,4,7,11,13,13,0,15,13,10,14,14,10,8,12,13,6,0,9,14,13,2,10,12,15,0,10,5,14,13,0,0,4,1,0,0,13,0,12,15,14,13,12,0,0,13,12,12,3,10,12,13,8,14,10,0,8,13,7,0,11,12,3,12,14,11,13,13,0,1,10,0,14,9,11,14,14,10,11,0,13,11,12,9,2
